Phylum	r
Bacteroidetes	0.683918669
Bacteroidetes	0.683937824
Bacteroidetes	0.684537246
Bacteroidetes	0.685693642
Bacteroidetes	0.685834502
Bacteroidetes	0.686583991
Bacteroidetes	0.686587908
Bacteroidetes	0.687147335
Bacteroidetes	0.687981054
Bacteroidetes	0.688981043
Bacteroidetes	0.689927184
Bacteroidetes	0.690069576
Bacteroidetes	0.690206529
Bacteroidetes	0.690797546
Bacteroidetes	0.690817791
Bacteroidetes	0.691004673
Bacteroidetes	0.691454664
Bacteroidetes	0.691810345
Bacteroidetes	0.6918562
Bacteroidetes	0.692012289
Bacteroidetes	0.692994505
Bacteroidetes	0.693761815
Bacteroidetes	0.693820225
Bacteroidetes	0.694852941
Bacteroidetes	0.695172414
Bacteroidetes	0.695857988
Bacteroidetes	0.696084525
Bacteroidetes	0.696342305
Bacteroidetes	0.697416974
Bacteroidetes	0.698957695
Bacteroidetes	0.700500357
Bacteroidetes	0.700544465
Bacteroidetes	0.701466782
Bacteroidetes	0.702203269
Bacteroidetes	0.703846154
Bacteroidetes	0.705387205
Bacteroidetes	0.712153518
Bacteroidetes	0.713442623
Bacteroidetes	0.714493809
Bacteroidetes	0.72261236
Candidatus Melainabacteria	0.438405797
Candidatus Melainabacteria	0.474747475
Candidatus Melainabacteria	0.485581874
Candidatus Melainabacteria	0.48618219
Candidatus Melainabacteria	0.48773842
Candidatus Melainabacteria	0.492825334
Candidatus Melainabacteria	0.495915425
Candidatus Melainabacteria	0.496960486
Candidatus Melainabacteria	0.500949668
Candidatus Melainabacteria	0.501031992
Candidatus Melainabacteria	0.502598753
Candidatus Melainabacteria	0.503875969
Candidatus Melainabacteria	0.504087193
Candidatus Melainabacteria	0.509282178
Candidatus Melainabacteria	0.512847966
Candidatus Melainabacteria	0.515380464
Candidatus Melainabacteria	0.520581114
Candidatus Melainabacteria	0.520661157
Candidatus Melainabacteria	0.522094926
Candidatus Melainabacteria	0.52303523
Candidatus Melainabacteria	0.529765484
Candidatus Melainabacteria	0.531986532
Candidatus Melainabacteria	0.53452381
Candidatus Melainabacteria	0.535714286
Candidatus Melainabacteria	0.542040359
Candidatus Melainabacteria	0.544174136
Candidatus Melainabacteria	0.547572816
Candidatus Melainabacteria	0.549907006
Candidatus Melainabacteria	0.553931802
Candidatus Melainabacteria	0.575844716
Candidatus Melainabacteria	0.578499613
Candidatus Melainabacteria	0.584415584
Candidatus Melainabacteria	0.597003745
Candidatus Melainabacteria	0.627230668
Candidatus Melainabacteria	0.627906977
Candidatus Melainabacteria	0.651815182
Euryarchaeota	0.480073294
Euryarchaeota	0.503875969
Euryarchaeota	0.51374641
Euryarchaeota	0.517901749
Euryarchaeota	0.524933215
Euryarchaeota	0.542014742
Euryarchaeota	0.544865865
Euryarchaeota	0.560583208
Euryarchaeota	0.565964523
Euryarchaeota	0.570950788
Euryarchaeota	0.571190211
Euryarchaeota	0.574226804
Euryarchaeota	0.576406172
Euryarchaeota	0.579956188
Euryarchaeota	0.582157258
Euryarchaeota	0.582329317
Euryarchaeota	0.582922824
Euryarchaeota	0.583533943
Euryarchaeota	0.584728033
Euryarchaeota	0.58625
Euryarchaeota	0.588128407
Euryarchaeota	0.590096988
Euryarchaeota	0.590153453
Euryarchaeota	0.592980618
Euryarchaeota	0.596186203
Euryarchaeota	0.599409449
Euryarchaeota	0.599884527
Euryarchaeota	0.600919775
Euryarchaeota	0.603246753
Euryarchaeota	0.605102041
Euryarchaeota	0.606265356
Euryarchaeota	0.607412491
Euryarchaeota	0.60961313
Euryarchaeota	0.609657948
Euryarchaeota	0.614501511
Euryarchaeota	0.616111111
Euryarchaeota	0.618421053
Euryarchaeota	0.620237352
Euryarchaeota	0.622991347
Euryarchaeota	0.623145401
Euryarchaeota	0.62745098
Euryarchaeota	0.630721003
Euryarchaeota	0.632951654
Euryarchaeota	0.632994186
Euryarchaeota	0.634591961
Euryarchaeota	0.634967513
Euryarchaeota	0.641935484
Euryarchaeota	0.643745907
Euryarchaeota	0.644290657
Euryarchaeota	0.65018315
Euryarchaeota	0.653259362
Euryarchaeota	0.655828707
Euryarchaeota	0.664191419
Euryarchaeota	0.664483261
Euryarchaeota	0.667153285
Euryarchaeota	0.66953405
Euryarchaeota	0.670204701
Euryarchaeota	0.675334324
Euryarchaeota	0.685990338
Euryarchaeota	0.689482471
Euryarchaeota	0.689835575
Euryarchaeota	0.696921863
Euryarchaeota	0.704295704
Euryarchaeota	0.705252918
Euryarchaeota	0.72605042
Euryarchaeota	0.73024055
Firmicutes	0.363350126
Firmicutes	0.390029326
Firmicutes	0.39070443
Firmicutes	0.392141757
Firmicutes	0.401224263
Firmicutes	0.407169118
Firmicutes	0.407496013
Firmicutes	0.41038771
Firmicutes	0.41565534
Firmicutes	0.415662651
Firmicutes	0.419306184
Firmicutes	0.428411633
Firmicutes	0.430933852
Firmicutes	0.431491294
Firmicutes	0.432022084
Firmicutes	0.435014837
Firmicutes	0.435816165
Firmicutes	0.43670265
Firmicutes	0.439680233
Firmicutes	0.440029985
Firmicutes	0.440189643
Firmicutes	0.443258972
Firmicutes	0.445473251
Firmicutes	0.447330447
Firmicutes	0.451444623
Firmicutes	0.455492424
Firmicutes	0.456217163
Firmicutes	0.457165733
Firmicutes	0.457230769
Firmicutes	0.459016393
Firmicutes	0.459537572
Firmicutes	0.459873284
Firmicutes	0.460406447
Firmicutes	0.462292609
Firmicutes	0.462724936
Firmicutes	0.463107639
Firmicutes	0.463691377
Firmicutes	0.46530894
Firmicutes	0.467502851
Firmicutes	0.467907574
Firmicutes	0.468054559
Firmicutes	0.468888889
Firmicutes	0.469111969
Firmicutes	0.469591226
Firmicutes	0.469910371
Firmicutes	0.470014993
Firmicutes	0.471441125
Firmicutes	0.471943888
Firmicutes	0.472858077
Firmicutes	0.473477407
Firmicutes	0.474657534
Firmicutes	0.474813433
Firmicutes	0.474934037
Firmicutes	0.475757576
Firmicutes	0.475859247
Firmicutes	0.476084538
Firmicutes	0.47638191
Firmicutes	0.476656627
Firmicutes	0.477077364
Firmicutes	0.47826087
Firmicutes	0.479682854
Firmicutes	0.479750779
Firmicutes	0.480769231
Firmicutes	0.480972516
Firmicutes	0.481510015
Firmicutes	0.481561822
Firmicutes	0.481878089
Firmicutes	0.482315113
Firmicutes	0.482573727
Firmicutes	0.483815029
Firmicutes	0.483854692
Firmicutes	0.483948636
Firmicutes	0.484593838
Firmicutes	0.484907498
Firmicutes	0.485010389
Firmicutes	0.485010707
Firmicutes	0.485055508
Firmicutes	0.486136784
Firmicutes	0.486166008
Firmicutes	0.486329743
Firmicutes	0.486970684
Firmicutes	0.487505679
Firmicutes	0.487642586
Firmicutes	0.487747036
Firmicutes	0.488132417
Firmicutes	0.488730724
Firmicutes	0.488820089
Firmicutes	0.489010989
Firmicutes	0.489177489
Firmicutes	0.489300999
Firmicutes	0.489340102
Firmicutes	0.490587783
Firmicutes	0.491707317
Firmicutes	0.492180313
Firmicutes	0.492705882
Firmicutes	0.493545938
Firmicutes	0.493615148
Firmicutes	0.494084047
Firmicutes	0.494362533
Firmicutes	0.494495413
Firmicutes	0.494614747
Firmicutes	0.494777563
Firmicutes	0.495009074
Firmicutes	0.495182381
Firmicutes	0.495744681
Firmicutes	0.496270294
Firmicutes	0.49629019
Firmicutes	0.496312364
Firmicutes	0.496558198
Firmicutes	0.496710526
Firmicutes	0.497470489
Firmicutes	0.497577226
Firmicutes	0.497816594
Firmicutes	0.498545102
Firmicutes	0.498689956
Firmicutes	0.498849252
Firmicutes	0.498921639
Firmicutes	0.499078058
Firmicutes	0.499374739
Firmicutes	0.499774266
Firmicutes	0.5
Firmicutes	0.500248633
Firmicutes	0.500682749
Firmicutes	0.501595745
Firmicutes	0.502333722
Firmicutes	0.502430134
Firmicutes	0.502673797
Firmicutes	0.502775208
Firmicutes	0.503255458
Firmicutes	0.503492433
Firmicutes	0.503521127
Firmicutes	0.50372737
Firmicutes	0.503842869
Firmicutes	0.504030091
Firmicutes	0.504237288
Firmicutes	0.50473613
Firmicutes	0.505326232
Firmicutes	0.505494505
Firmicutes	0.506192784
Firmicutes	0.506476684
Firmicutes	0.506916996
Firmicutes	0.507185123
Firmicutes	0.507333909
Firmicutes	0.507526882
Firmicutes	0.508444125
Firmicutes	0.508505468
Firmicutes	0.508655126
Firmicutes	0.508956146
Firmicutes	0.508964719
Firmicutes	0.509539843
Firmicutes	0.509693053
Firmicutes	0.510186757
Firmicutes	0.510449876
Firmicutes	0.510989011
Firmicutes	0.511068335
Firmicutes	0.511258278
Firmicutes	0.51143201
Firmicutes	0.511518325
Firmicutes	0.511679644
Firmicutes	0.512233623
Firmicutes	0.512790698
Firmicutes	0.512820513
Firmicutes	0.512935323
Firmicutes	0.513222331
Firmicutes	0.513230769
Firmicutes	0.513237064
Firmicutes	0.513314448
Firmicutes	0.514029181
Firmicutes	0.514168658
Firmicutes	0.514285714
Firmicutes	0.51441933
Firmicutes	0.514675052
Firmicutes	0.514712154
Firmicutes	0.514907333
Firmicutes	0.515021459
Firmicutes	0.515037594
Firmicutes	0.515183246
Firmicutes	0.515292898
Firmicutes	0.515322076
Firmicutes	0.515488867
Firmicutes	0.515681234
Firmicutes	0.515744681
Firmicutes	0.516129032
Firmicutes	0.516168395
Firmicutes	0.516286645
Firmicutes	0.516372796
Firmicutes	0.516576251
Firmicutes	0.516819572
Firmicutes	0.517210145
Firmicutes	0.517423015
Firmicutes	0.517492711
Firmicutes	0.517496912
Firmicutes	0.51774398
Firmicutes	0.517991301
Firmicutes	0.518171161
Firmicutes	0.518448439
Firmicutes	0.518555171
Firmicutes	0.518824136
Firmicutes	0.519185591
Firmicutes	0.519258203
Firmicutes	0.519408503
Firmicutes	0.519463526
Firmicutes	0.519555556
Firmicutes	0.519678715
Firmicutes	0.519875776
Firmicutes	0.519914651
Firmicutes	0.52006689
Firmicutes	0.520470053
Firmicutes	0.52049447
Firmicutes	0.520920502
Firmicutes	0.521224774
Firmicutes	0.521271832
Firmicutes	0.521363418
Firmicutes	0.521695257
Firmicutes	0.522102748
Firmicutes	0.522114347
Firmicutes	0.522287968
Firmicutes	0.5225
Firmicutes	0.522702703
Firmicutes	0.522772277
Firmicutes	0.523026316
Firmicutes	0.523121387
Firmicutes	0.523225241
Firmicutes	0.523278689
Firmicutes	0.523380523
Firmicutes	0.523465704
Firmicutes	0.523519646
Firmicutes	0.52357624
Firmicutes	0.523686477
Firmicutes	0.523809524
Firmicutes	0.523838631
Firmicutes	0.523909616
Firmicutes	0.524041388
Firmicutes	0.524316109
Firmicutes	0.524906015
Firmicutes	0.525270758
Firmicutes	0.525444513
Firmicutes	0.525672372
Firmicutes	0.525761124
Firmicutes	0.525888958
Firmicutes	0.526007326
Firmicutes	0.526183494
Firmicutes	0.526315789
Firmicutes	0.526344981
Firmicutes	0.526366251
Firmicutes	0.526480836
Firmicutes	0.526823135
Firmicutes	0.52758216
Firmicutes	0.527641707
Firmicutes	0.527840909
Firmicutes	0.52807971
Firmicutes	0.528426791
Firmicutes	0.528486395
Firmicutes	0.528612077
Firmicutes	0.52866861
Firmicutes	0.528674516
Firmicutes	0.528712871
Firmicutes	0.528785489
Firmicutes	0.528788882
Firmicutes	0.528860029
Firmicutes	0.528948587
Firmicutes	0.529673591
Firmicutes	0.52967581
Firmicutes	0.52979798
Firmicutes	0.529812606
Firmicutes	0.529950669
Firmicutes	0.52998824
Firmicutes	0.53015873
Firmicutes	0.530228392
Firmicutes	0.530330882
Firmicutes	0.530459231
Firmicutes	0.530552291
Firmicutes	0.531133582
Firmicutes	0.531328321
Firmicutes	0.531582683
Firmicutes	0.531763417
Firmicutes	0.532044761
Firmicutes	0.532075472
Firmicutes	0.532181168
Firmicutes	0.53223594
Firmicutes	0.532242063
Firmicutes	0.532258065
Firmicutes	0.532289628
Firmicutes	0.532365634
Firmicutes	0.532905297
Firmicutes	0.533172497
Firmicutes	0.533371363
Firmicutes	0.533390966
Firmicutes	0.533598585
Firmicutes	0.533606557
Firmicutes	0.53364486
Firmicutes	0.533802055
Firmicutes	0.534567901
Firmicutes	0.534603811
Firmicutes	0.534712951
Firmicutes	0.534883721
Firmicutes	0.534977064
Firmicutes	0.535211268
Firmicutes	0.535365152
Firmicutes	0.53539591
Firmicutes	0.535510824
Firmicutes	0.535634744
Firmicutes	0.535880708
Firmicutes	0.53601213
Firmicutes	0.536321484
Firmicutes	0.536445013
Firmicutes	0.536487167
Firmicutes	0.536502988
Firmicutes	0.536585366
Firmicutes	0.536892844
Firmicutes	0.536978757
Firmicutes	0.537109375
Firmicutes	0.537121907
Firmicutes	0.53721374
Firmicutes	0.53722334
Firmicutes	0.537473233
Firmicutes	0.537517053
Firmicutes	0.537607891
Firmicutes	0.537997587
Firmicutes	0.538124452
Firmicutes	0.538271605
Firmicutes	0.538646376
Firmicutes	0.538654934
Firmicutes	0.538757207
Firmicutes	0.538862806
Firmicutes	0.539016115
Firmicutes	0.539154539
Firmicutes	0.53917335
Firmicutes	0.539410555
Firmicutes	0.539419087
Firmicutes	0.539523212
Firmicutes	0.539634146
Firmicutes	0.539657854
Firmicutes	0.539708266
Firmicutes	0.539741989
Firmicutes	0.539751553
Firmicutes	0.539766702
Firmicutes	0.539769611
Firmicutes	0.539772727
Firmicutes	0.53984339
Firmicutes	0.539943343
Firmicutes	0.539962825
Firmicutes	0.54
Firmicutes	0.540145985
Firmicutes	0.540261528
Firmicutes	0.540277778
Firmicutes	0.54028436
Firmicutes	0.540616246
Firmicutes	0.540682415
Firmicutes	0.540730337
Firmicutes	0.540781357
Firmicutes	0.540916109
Firmicutes	0.54094579
Firmicutes	0.541006203
Firmicutes	0.541232761
Firmicutes	0.541353383
Firmicutes	0.541484716
Firmicutes	0.541543027
Firmicutes	0.541623309
Firmicutes	0.541631623
Firmicutes	0.541778976
Firmicutes	0.541781959
Firmicutes	0.541786744
Firmicutes	0.541804636
Firmicutes	0.541820418
Firmicutes	0.541871921
Firmicutes	0.541905855
Firmicutes	0.542003734
Firmicutes	0.542023002
Firmicutes	0.542031975
Firmicutes	0.542040359
Firmicutes	0.542112611
Firmicutes	0.54212766
Firmicutes	0.542156863
Firmicutes	0.542567568
Firmicutes	0.542579075
Firmicutes	0.542579075
Firmicutes	0.542611061
Firmicutes	0.542805917
Firmicutes	0.542955326
Firmicutes	0.54309996
Firmicutes	0.543127435
Firmicutes	0.543209877
Firmicutes	0.543240974
Firmicutes	0.543261231
Firmicutes	0.543478261
Firmicutes	0.543531727
Firmicutes	0.543545082
Firmicutes	0.543783784
Firmicutes	0.543799772
Firmicutes	0.543821209
Firmicutes	0.544041451
Firmicutes	0.54408298
Firmicutes	0.544183724
Firmicutes	0.544250452
Firmicutes	0.544282511
Firmicutes	0.544692737
Firmicutes	0.544708029
Firmicutes	0.544772386
Firmicutes	0.544940644
Firmicutes	0.545355785
Firmicutes	0.545454545
Firmicutes	0.545454545
Firmicutes	0.545604396
Firmicutes	0.545804795
Firmicutes	0.546078993
Firmicutes	0.546187229
Firmicutes	0.546190155
Firmicutes	0.546203111
Firmicutes	0.546652031
Firmicutes	0.546740995
Firmicutes	0.546938776
Firmicutes	0.547032475
Firmicutes	0.547035573
Firmicutes	0.547069272
Firmicutes	0.547258486
Firmicutes	0.547307132
Firmicutes	0.547455296
Firmicutes	0.547486034
Firmicutes	0.547682119
Firmicutes	0.547818013
Firmicutes	0.547841307
Firmicutes	0.547910296
Firmicutes	0.547979798
Firmicutes	0.548221174
Firmicutes	0.548303993
Firmicutes	0.548315603
Firmicutes	0.548367221
Firmicutes	0.548403977
Firmicutes	0.548505506
Firmicutes	0.548509829
Firmicutes	0.54852624
Firmicutes	0.548631334
Firmicutes	0.548692265
Firmicutes	0.548746518
Firmicutes	0.548797095
Firmicutes	0.548892491
Firmicutes	0.548921224
Firmicutes	0.549160671
Firmicutes	0.549180328
Firmicutes	0.549287411
Firmicutes	0.549330689
Firmicutes	0.549335481
Firmicutes	0.54934688
Firmicutes	0.549358974
Firmicutes	0.549369748
Firmicutes	0.549472627
Firmicutes	0.549500454
Firmicutes	0.549798116
Firmicutes	0.549919485
Firmicutes	0.549919915
Firmicutes	0.550059832
Firmicutes	0.550131234
Firmicutes	0.550184351
Firmicutes	0.550281577
Firmicutes	0.550518135
Firmicutes	0.550669216
Firmicutes	0.550745209
Firmicutes	0.550759878
Firmicutes	0.550787615
Firmicutes	0.550995025
Firmicutes	0.551219512
Firmicutes	0.551273228
Firmicutes	0.551375405
Firmicutes	0.551457466
Firmicutes	0.55150463
Firmicutes	0.551585014
Firmicutes	0.551592357
Firmicutes	0.551741545
Firmicutes	0.551825293
Firmicutes	0.551836355
Firmicutes	0.551847437
Firmicutes	0.551861042
Firmicutes	0.551916933
Firmicutes	0.552048726
Firmicutes	0.552161654
Firmicutes	0.552167699
Firmicutes	0.552314815
Firmicutes	0.552461663
Firmicutes	0.552472859
Firmicutes	0.552645364
Firmicutes	0.552706553
Firmicutes	0.552864737
Firmicutes	0.552868003
Firmicutes	0.553075995
Firmicutes	0.55308642
Firmicutes	0.55315204
Firmicutes	0.553177258
Firmicutes	0.553259141
Firmicutes	0.553321146
Firmicutes	0.553444181
Firmicutes	0.553471668
Firmicutes	0.553483808
Firmicutes	0.55351682
Firmicutes	0.55361596
Firmicutes	0.553681844
Firmicutes	0.553682896
Firmicutes	0.55372807
Firmicutes	0.553795994
Firmicutes	0.553846154
Firmicutes	0.553883203
Firmicutes	0.554142317
Firmicutes	0.554534314
Firmicutes	0.554644809
Firmicutes	0.554705088
Firmicutes	0.55473781
Firmicutes	0.55483871
Firmicutes	0.554842162
Firmicutes	0.554846939
Firmicutes	0.554935862
Firmicutes	0.555121188
Firmicutes	0.555131467
Firmicutes	0.555232558
Firmicutes	0.555335968
Firmicutes	0.555399719
Firmicutes	0.555431131
Firmicutes	0.555467197
Firmicutes	0.555555556
Firmicutes	0.555638536
Firmicutes	0.555695406
Firmicutes	0.555860806
Firmicutes	0.555877244
Firmicutes	0.555903399
Firmicutes	0.556223692
Firmicutes	0.55638237
Firmicutes	0.556420233
Firmicutes	0.556553911
Firmicutes	0.556638246
Firmicutes	0.556710775
Firmicutes	0.556836903
Firmicutes	0.556882022
Firmicutes	0.556895648
Firmicutes	0.557083084
Firmicutes	0.557121662
Firmicutes	0.557299843
Firmicutes	0.557320442
Firmicutes	0.557438795
Firmicutes	0.557446809
Firmicutes	0.557467309
Firmicutes	0.557668712
Firmicutes	0.557823129
Firmicutes	0.55792277
Firmicutes	0.558096127
Firmicutes	0.558102767
Firmicutes	0.558105469
Firmicutes	0.558124174
Firmicutes	0.558326629
Firmicutes	0.558411215
Firmicutes	0.558429119
Firmicutes	0.55843247
Firmicutes	0.558501441
Firmicutes	0.558571429
Firmicutes	0.558691207
Firmicutes	0.55875
Firmicutes	0.558972828
Firmicutes	0.55920484
Firmicutes	0.559405941
Firmicutes	0.559482759
Firmicutes	0.559530166
Firmicutes	0.559550562
Firmicutes	0.559672387
Firmicutes	0.559689062
Firmicutes	0.55971223
Firmicutes	0.559766764
Firmicutes	0.559777968
Firmicutes	0.559793148
Firmicutes	0.5599022
Firmicutes	0.559930515
Firmicutes	0.559938721
Firmicutes	0.560200669
Firmicutes	0.560200669
Firmicutes	0.56021989
Firmicutes	0.560524747
Firmicutes	0.560617761
Firmicutes	0.560621762
Firmicutes	0.560636183
Firmicutes	0.560657322
Firmicutes	0.560726447
Firmicutes	0.560818948
Firmicutes	0.560996201
Firmicutes	0.561002786
Firmicutes	0.561015119
Firmicutes	0.561227056
Firmicutes	0.561287028
Firmicutes	0.56141522
Firmicutes	0.561470911
Firmicutes	0.561515748
Firmicutes	0.561630219
Firmicutes	0.561779242
Firmicutes	0.561797753
Firmicutes	0.561825319
Firmicutes	0.561839323
Firmicutes	0.56187955
Firmicutes	0.561910377
Firmicutes	0.561930783
Firmicutes	0.56199187
Firmicutes	0.562011719
Firmicutes	0.562030075
Firmicutes	0.562121212
Firmicutes	0.562177058
Firmicutes	0.562344759
Firmicutes	0.562390772
Firmicutes	0.562396921
Firmicutes	0.562467053
Firmicutes	0.5625
Firmicutes	0.562539283
Firmicutes	0.562549485
Firmicutes	0.562631579
Firmicutes	0.562657696
Firmicutes	0.562860438
Firmicutes	0.562902533
Firmicutes	0.562923524
Firmicutes	0.562947799
Firmicutes	0.562956946
Firmicutes	0.56296665
Firmicutes	0.563122924
Firmicutes	0.563127311
Firmicutes	0.563151796
Firmicutes	0.563157895
Firmicutes	0.5632
Firmicutes	0.56321092
Firmicutes	0.563249001
Firmicutes	0.563260341
Firmicutes	0.563310846
Firmicutes	0.563372418
Firmicutes	0.56340819
Firmicutes	0.5635
Firmicutes	0.56358885
Firmicutes	0.563675832
Firmicutes	0.563768116
Firmicutes	0.563829787
Firmicutes	0.563854311
Firmicutes	0.563878676
Firmicutes	0.563909774
Firmicutes	0.563917028
Firmicutes	0.56412729
Firmicutes	0.564131038
Firmicutes	0.56417694
Firmicutes	0.564194009
Firmicutes	0.56424581
Firmicutes	0.564302416
Firmicutes	0.564535112
Firmicutes	0.564577398
Firmicutes	0.564766839
Firmicutes	0.564780539
Firmicutes	0.564805058
Firmicutes	0.564968815
Firmicutes	0.565090485
Firmicutes	0.565106383
Firmicutes	0.565120428
Firmicutes	0.565384615
Firmicutes	0.565393258
Firmicutes	0.565398887
Firmicutes	0.565406977
Firmicutes	0.565495208
Firmicutes	0.56554878
Firmicutes	0.56557377
Firmicutes	0.565656566
Firmicutes	0.565722952
Firmicutes	0.565779468
Firmicutes	0.565805658
Firmicutes	0.565846599
Firmicutes	0.565867086
Firmicutes	0.565899582
Firmicutes	0.565930956
Firmicutes	0.566074951
Firmicutes	0.566115702
Firmicutes	0.566141193
Firmicutes	0.566172433
Firmicutes	0.56619256
Firmicutes	0.566235367
Firmicutes	0.566258919
Firmicutes	0.566343042
Firmicutes	0.566362171
Firmicutes	0.566376812
Firmicutes	0.566427289
Firmicutes	0.566480447
Firmicutes	0.566502463
Firmicutes	0.566570605
Firmicutes	0.566682049
Firmicutes	0.566763425
Firmicutes	0.566820276
Firmicutes	0.566848155
Firmicutes	0.566959385
Firmicutes	0.566961959
Firmicutes	0.566980746
Firmicutes	0.567026194
Firmicutes	0.567067067
Firmicutes	0.567156863
Firmicutes	0.567251462
Firmicutes	0.56743738
Firmicutes	0.567450495
Firmicutes	0.567619048
Firmicutes	0.567648827
Firmicutes	0.56775851
Firmicutes	0.567824845
Firmicutes	0.567833698
Firmicutes	0.567907708
Firmicutes	0.568008151
Firmicutes	0.56803653
Firmicutes	0.56805216
Firmicutes	0.568060021
Firmicutes	0.568144499
Firmicutes	0.568149211
Firmicutes	0.568158698
Firmicutes	0.568348426
Firmicutes	0.568356375
Firmicutes	0.568416523
Firmicutes	0.568439928
Firmicutes	0.56846473
Firmicutes	0.568493151
Firmicutes	0.568560444
Firmicutes	0.568607069
Firmicutes	0.568660022
Firmicutes	0.568838527
Firmicutes	0.568852459
Firmicutes	0.568872017
Firmicutes	0.568899153
Firmicutes	0.568920676
Firmicutes	0.568965517
Firmicutes	0.569160998
Firmicutes	0.569175992
Firmicutes	0.569195136
Firmicutes	0.56921944
Firmicutes	0.569221628
Firmicutes	0.569251457
Firmicutes	0.569252078
Firmicutes	0.569388921
Firmicutes	0.569483834
Firmicutes	0.569500675
Firmicutes	0.569516408
Firmicutes	0.569585253
Firmicutes	0.569739953
Firmicutes	0.569784173
Firmicutes	0.569808646
Firmicutes	0.569816643
Firmicutes	0.569828722
Firmicutes	0.569837189
Firmicutes	0.570103093
Firmicutes	0.57011141
Firmicutes	0.57012488
Firmicutes	0.570137694
Firmicutes	0.570170896
Firmicutes	0.570186875
Firmicutes	0.570276498
Firmicutes	0.570277529
Firmicutes	0.570291777
Firmicutes	0.570315703
Firmicutes	0.570397112
Firmicutes	0.570426065
Firmicutes	0.570503597
Firmicutes	0.570537428
Firmicutes	0.570600632
Firmicutes	0.570823245
Firmicutes	0.570993297
Firmicutes	0.571049841
Firmicutes	0.571054355
Firmicutes	0.571146245
Firmicutes	0.571205008
Firmicutes	0.571303969
Firmicutes	0.571361502
Firmicutes	0.571366782
Firmicutes	0.571428571
Firmicutes	0.571428571
Firmicutes	0.571428571
Firmicutes	0.571428571
Firmicutes	0.571507151
Firmicutes	0.571520619
Firmicutes	0.571551724
Firmicutes	0.571581197
Firmicutes	0.571619217
Firmicutes	0.571681416
Firmicutes	0.57187017
Firmicutes	0.571926332
Firmicutes	0.571939871
Firmicutes	0.572029935
Firmicutes	0.572074618
Firmicutes	0.572097378
Firmicutes	0.572219426
Firmicutes	0.572260455
Firmicutes	0.572302558
Firmicutes	0.572368421
Firmicutes	0.572431078
Firmicutes	0.57248062
Firmicutes	0.572558564
Firmicutes	0.57260101
Firmicutes	0.572627163
Firmicutes	0.572665663
Firmicutes	0.572805139
Firmicutes	0.572815534
Firmicutes	0.572825024
Firmicutes	0.572845953
Firmicutes	0.572881356
Firmicutes	0.572906404
Firmicutes	0.572926162
Firmicutes	0.572989852
Firmicutes	0.573033708
Firmicutes	0.573131094
Firmicutes	0.57313278
Firmicutes	0.573136027
Firmicutes	0.573162508
Firmicutes	0.573183761
Firmicutes	0.573188763
Firmicutes	0.573191251
Firmicutes	0.573482428
Firmicutes	0.573512907
Firmicutes	0.573584906
Firmicutes	0.573629082
Firmicutes	0.573639982
Firmicutes	0.573643411
Firmicutes	0.573658537
Firmicutes	0.57368754
Firmicutes	0.573759347
Firmicutes	0.57381325
Firmicutes	0.573908175
Firmicutes	0.574011299
Firmicutes	0.574041505
Firmicutes	0.574112735
Firmicutes	0.57417447
Firmicutes	0.574189526
Firmicutes	0.574300072
Firmicutes	0.574313827
Firmicutes	0.574414186
Firmicutes	0.57442623
Firmicutes	0.574456522
Firmicutes	0.574468085
Firmicutes	0.574519231
Firmicutes	0.574600972
Firmicutes	0.574653669
Firmicutes	0.574660633
Firmicutes	0.574704142
Firmicutes	0.574752475
Firmicutes	0.574758842
Firmicutes	0.574769231
Firmicutes	0.574776786
Firmicutes	0.574784911
Firmicutes	0.57478917
Firmicutes	0.574816488
Firmicutes	0.574933333
Firmicutes	0.574935401
Firmicutes	0.575028637
Firmicutes	0.575105042
Firmicutes	0.575118608
Firmicutes	0.575153374
Firmicutes	0.575182482
Firmicutes	0.575256811
Firmicutes	0.575268817
Firmicutes	0.57535014
Firmicutes	0.57544757
Firmicutes	0.575507963
Firmicutes	0.57554725
Firmicutes	0.575553417
Firmicutes	0.5755886
Firmicutes	0.575642245
Firmicutes	0.575675676
Firmicutes	0.575697211
Firmicutes	0.575826682
Firmicutes	0.575832306
Firmicutes	0.575880759
Firmicutes	0.575929752
Firmicutes	0.575945793
Firmicutes	0.57603912
Firmicutes	0.576039387
Firmicutes	0.576041667
Firmicutes	0.576045627
Firmicutes	0.57615894
Firmicutes	0.576293386
Firmicutes	0.576436222
Firmicutes	0.576476283
Firmicutes	0.576555024
Firmicutes	0.576571736
Firmicutes	0.57657247
Firmicutes	0.576636905
Firmicutes	0.576656775
Firmicutes	0.576701269
Firmicutes	0.576757532
Firmicutes	0.576832151
Firmicutes	0.576890034
Firmicutes	0.576898532
Firmicutes	0.576902025
Firmicutes	0.576923077
Firmicutes	0.576959847
Firmicutes	0.577006508
Firmicutes	0.577045696
Firmicutes	0.577089783
Firmicutes	0.577094972
Firmicutes	0.57717493
Firmicutes	0.577224199
Firmicutes	0.577248271
Firmicutes	0.577257525
Firmicutes	0.577280175
Firmicutes	0.577285319
Firmicutes	0.577394209
Firmicutes	0.577425044
Firmicutes	0.577479339
Firmicutes	0.577487765
Firmicutes	0.577537594
Firmicutes	0.577639752
Firmicutes	0.577664399
Firmicutes	0.577672459
Firmicutes	0.577770131
Firmicutes	0.577836412
