cluster	Sheep_MAG	NHP	RUG	Uhgg	RGIG
clu_4547	0	1	0	0	0
clu_4548	0	1	0	0	0
clu_4549	0	0	0	1	0
clu_4550	0	0	0	1	0
clu_4551	0	1	0	0	0
clu_4552	0	1	0	1	1
clu_4553	0	0	0	0	1
clu_4554	0	1	1	1	0
clu_4555	0	1	0	0	0
clu_4556	1	0	0	0	0
clu_4557	0	0	0	0	1
clu_4558	1	0	0	0	0
clu_4559	0	0	0	0	1
clu_4560	0	1	0	0	0
clu_4561	1	0	0	0	0
clu_4562	0	1	0	0	0
clu_4563	0	1	0	0	0
clu_4564	0	0	0	1	0
clu_4565	0	0	0	1	0
clu_4566	1	0	0	0	0
clu_4567	0	0	0	1	0
clu_4568	1	0	0	0	0
clu_4569	0	1	0	1	0
clu_4570	0	1	0	0	0
clu_4571	0	0	0	1	0
clu_4572	0	0	0	0	1
clu_4573	1	0	0	0	0
clu_4574	0	0	0	0	1
clu_4575	1	0	0	0	0
clu_4576	1	0	0	0	0
clu_4577	1	0	0	0	0
clu_4578	0	0	0	0	1
clu_4579	0	0	0	0	1
clu_4580	0	0	0	0	1
clu_4581	1	0	0	0	0
clu_4582	0	0	0	1	0
clu_4583	0	0	0	1	0
clu_4584	0	0	0	1	0
clu_4585	0	0	0	1	0
clu_4586	0	1	0	0	0
clu_4587	0	0	0	1	0
clu_4588	0	0	0	1	0
clu_4589	0	0	0	1	0
clu_4590	0	0	0	1	0
clu_4591	0	0	0	1	0
clu_4592	0	0	0	1	0
clu_4593	0	0	0	1	0
clu_4594	0	0	0	1	0
clu_4595	0	0	0	1	0
clu_4596	0	0	0	1	0
clu_4597	0	0	0	1	0
clu_4598	0	0	0	1	0
clu_4599	0	0	0	1	0
clu_4600	0	0	0	1	0
clu_4601	0	0	0	1	0
clu_4602	0	0	0	1	0
clu_4603	0	0	0	1	0
clu_4604	0	0	0	1	0
clu_4605	0	0	0	1	0
clu_4606	0	0	0	1	0
clu_4607	0	0	0	1	0
clu_4608	0	0	0	1	0
clu_4609	0	0	0	1	0
clu_4610	0	0	0	1	0
clu_4611	0	0	0	1	0
clu_4612	0	0	0	1	0
clu_4613	0	0	0	1	0
clu_4614	0	0	0	1	0
clu_4615	0	0	0	1	0
clu_4616	0	0	0	1	0
clu_4617	0	0	0	1	0
clu_4618	0	0	0	1	0
clu_4619	0	0	0	1	0
clu_4620	0	0	0	1	0
clu_4621	1	0	0	0	0
clu_4622	0	0	0	0	1
clu_4623	1	0	0	0	0
clu_4624	1	0	0	0	0
clu_4625	0	0	0	1	0
clu_4626	0	0	0	1	0
clu_4627	0	0	0	1	0
clu_4628	0	0	0	1	0
clu_4629	0	1	0	0	0
clu_4630	0	0	0	1	0
clu_4631	0	0	0	1	0
clu_4632	0	0	0	1	0
clu_4633	0	1	0	0	0
clu_4634	0	0	0	0	1
clu_4635	0	0	0	1	0
clu_4636	0	0	0	1	0
clu_4637	0	0	0	1	0
clu_4638	0	0	0	1	0
clu_4639	0	0	0	1	0
clu_4640	0	0	0	1	0
clu_4641	0	0	0	1	0
clu_4642	1	0	0	0	0
clu_4643	1	0	0	0	0
clu_4644	1	0	0	0	0
clu_4645	0	0	0	1	0
clu_4646	1	0	0	0	0
clu_4647	0	0	0	0	1
clu_4648	0	0	0	0	1
clu_4649	1	0	0	0	1
clu_4650	1	0	0	0	1
clu_4651	1	0	0	0	0
clu_4652	1	0	0	0	0
clu_4653	0	0	0	0	1
clu_4654	0	0	0	0	1
clu_4655	0	0	0	0	1
clu_4656	0	0	0	0	1
clu_4657	0	0	0	0	1
clu_4658	0	0	1	0	0
clu_4659	0	0	0	0	1
clu_4660	0	0	0	0	1
clu_4661	1	0	0	0	0
clu_4662	0	0	0	0	1
clu_4663	0	0	0	0	1
clu_4664	1	0	0	0	1
clu_4665	1	0	0	0	0
clu_4666	1	0	0	0	0
clu_4667	0	0	0	0	1
clu_4668	1	0	0	0	1
clu_4669	1	0	0	0	0
clu_4670	0	1	0	0	0
clu_4671	0	1	0	0	0
clu_4672	0	0	0	0	1
clu_4673	0	0	0	0	1
clu_4674	1	0	0	0	0
clu_4675	1	0	0	0	0
clu_4676	0	0	0	0	1
clu_4677	0	0	0	1	0
clu_4678	0	0	1	0	0
clu_4679	0	0	1	0	1
clu_4680	0	0	0	0	1
clu_4681	0	0	0	0	1
clu_4682	0	0	0	0	1
clu_4683	0	0	0	0	1
clu_4684	0	0	1	0	0
clu_4685	0	0	0	0	1
clu_4686	0	0	0	0	1
clu_4687	0	0	1	0	0
clu_4688	0	0	0	0	1
clu_4689	0	0	1	0	0
clu_4690	0	0	0	0	1
clu_4691	0	0	0	0	1
clu_4692	0	0	0	0	1
clu_4693	0	0	1	0	0
clu_4694	0	0	0	0	1
clu_4695	0	0	0	0	1
clu_4696	0	0	0	0	1
clu_4697	0	0	0	0	1
clu_4698	0	0	0	0	1
clu_4699	0	0	0	0	1
clu_4700	0	0	0	0	1
clu_4701	0	0	0	0	1
clu_4702	0	0	0	0	1
clu_4703	0	0	0	0	1
clu_4704	0	0	1	0	0
clu_4705	1	0	1	0	0
clu_4706	0	0	1	0	0
clu_4707	0	0	1	0	0
clu_4708	0	0	1	0	0
clu_4709	0	0	1	0	0
clu_4710	0	0	0	0	1
clu_4711	0	0	1	0	0
clu_4712	0	0	0	1	0
clu_4713	1	0	0	0	0
clu_4714	0	0	1	0	0
clu_4715	0	0	1	0	0
clu_4716	0	0	0	0	1
clu_4717	0	0	1	0	0
clu_4718	0	0	0	0	1
clu_4719	0	0	0	1	0
clu_4720	0	0	0	0	1
clu_4721	0	0	1	0	0
clu_4722	0	0	0	0	1
clu_4723	0	0	0	0	1
clu_4724	0	0	1	0	0
clu_4725	0	0	1	0	0
clu_4726	0	0	0	0	1
clu_4727	0	0	1	0	1
clu_4728	0	0	1	0	0
clu_4729	1	0	0	0	0
clu_4730	1	0	0	0	0
clu_4731	1	0	0	0	0
clu_4732	0	0	0	1	0
clu_4733	0	0	1	0	0
clu_4734	0	0	0	0	1
clu_4735	1	0	0	0	0
clu_4736	1	0	0	0	1
clu_4737	1	0	0	0	0
clu_4738	1	0	0	0	0
clu_4739	0	0	1	0	0
clu_4740	1	0	0	0	0
clu_4741	1	0	0	0	0
clu_4742	1	0	1	0	0
clu_4743	0	0	1	0	0
clu_4744	0	0	1	0	0
clu_4745	1	0	0	0	0
clu_4746	0	0	1	0	0
clu_4747	0	0	0	0	1
clu_4748	0	0	1	0	1
clu_4749	0	0	0	0	1
clu_4750	1	0	1	0	0
clu_4751	0	0	1	0	0
clu_4752	0	0	1	0	0
clu_4753	1	0	1	0	1
clu_4754	1	0	1	0	1
clu_4755	0	0	1	0	0
clu_4756	1	0	0	0	0
clu_4757	1	0	0	0	0
clu_4758	0	0	1	0	0
clu_4759	0	0	1	0	0
clu_4760	0	0	0	0	1
clu_4761	0	0	1	0	0
clu_4762	0	0	1	0	0
clu_4763	0	0	1	0	0
clu_4764	0	0	0	0	1
clu_4765	0	0	1	0	0
clu_4766	0	0	1	0	0
clu_4767	0	0	1	0	0
clu_4768	0	0	1	0	0
clu_4769	0	0	1	0	0
clu_4770	0	0	0	0	1
clu_4771	0	0	0	0	1
clu_4772	0	0	1	0	0
clu_4773	0	0	1	0	0
clu_4774	0	0	0	0	1
clu_4775	0	0	0	0	1
clu_4776	0	0	1	0	0
clu_4777	0	0	0	1	0
clu_4778	0	0	0	1	0
clu_4779	0	0	0	1	0
clu_4780	1	0	0	0	0
clu_4781	1	0	0	0	0
clu_4782	1	0	0	0	0
clu_4783	1	0	0	0	0
clu_4784	1	0	0	0	0
clu_4785	0	0	0	0	1
clu_4786	0	0	0	0	1
clu_4787	0	0	0	1	0
clu_4788	0	0	0	1	0
clu_4789	0	0	0	1	0
clu_4790	0	0	0	1	0
clu_4791	0	0	0	1	0
clu_4792	0	0	0	0	1
clu_4793	0	0	0	0	1
clu_4794	0	0	0	0	1
clu_4795	0	0	1	0	0
clu_4796	0	0	0	0	1
clu_4797	0	0	0	1	0
clu_4798	0	0	0	0	1
clu_4799	0	0	1	0	0
clu_4800	0	1	0	0	0
clu_4801	0	0	0	0	1
clu_4802	0	0	1	0	0
clu_4803	0	0	1	0	0
clu_4804	0	1	0	0	0
clu_4805	0	1	0	0	0
clu_4806	0	0	0	1	0
clu_4807	0	0	0	1	0
clu_4808	0	0	0	1	0
clu_4809	0	0	1	0	0
clu_4810	0	0	1	0	0
clu_4811	0	1	0	0	0
clu_4812	1	0	0	0	0
clu_4813	0	0	1	0	0
clu_4814	0	0	1	0	0
clu_4815	0	0	1	0	0
clu_4816	0	0	1	0	0
clu_4817	0	0	1	0	0
clu_4818	0	0	1	0	0
clu_4819	0	0	0	0	1
clu_4820	0	0	1	0	0
clu_4821	0	0	1	0	0
clu_4822	0	0	1	0	0
clu_4823	0	0	1	0	1
clu_4824	0	0	1	0	0
clu_4825	0	0	1	0	0
clu_4826	0	0	0	0	1
clu_4827	0	0	0	0	1
clu_4828	0	0	0	0	1
clu_4829	0	0	0	0	1
clu_4830	0	0	1	0	0
clu_4831	0	0	0	1	0
clu_4832	0	0	0	1	0
clu_4833	0	0	1	0	0
clu_4834	0	0	0	1	0
clu_4835	0	0	0	1	0
clu_4836	0	1	0	0	0
clu_4837	1	0	0	0	1
clu_4838	1	0	0	0	1
clu_4839	1	0	0	0	0
clu_4840	0	0	0	0	1
clu_4841	0	0	1	0	0
clu_4842	0	1	0	0	0
clu_4843	0	0	0	1	0
clu_4844	0	0	0	0	1
clu_4845	1	0	0	0	0
clu_4846	0	1	0	1	0
clu_4847	1	0	0	0	0
clu_4848	0	0	0	0	1
clu_4849	1	0	0	0	0
clu_4850	0	0	0	0	1
clu_4851	0	0	1	1	0
clu_4852	0	0	0	1	0
clu_4853	0	0	0	1	0
clu_4854	0	0	0	1	0
clu_4855	0	0	1	0	0
clu_4856	0	0	0	1	0
clu_4857	0	0	0	1	0
clu_4858	0	1	0	0	0
clu_4859	0	0	0	1	0
clu_4860	0	1	1	1	1
clu_4861	0	1	0	0	0
clu_4862	0	1	0	0	0
clu_4863	0	0	0	1	0
clu_4864	0	1	0	0	0
clu_4865	0	0	0	1	0
clu_4866	0	0	0	1	0
clu_4867	0	0	0	1	0
clu_4868	0	0	0	0	1
clu_4869	0	0	0	0	1
clu_4870	1	0	0	0	0
clu_4871	1	0	0	0	0
clu_4872	1	0	0	0	0
clu_4873	0	0	0	0	1
clu_4874	0	0	0	0	1
clu_4875	0	0	0	0	1
clu_4876	1	0	0	0	0
clu_4877	0	0	0	0	1
clu_4878	0	0	0	0	1
clu_4879	0	0	0	1	0
clu_4880	1	1	0	0	0
clu_4881	0	1	0	0	0
clu_4882	1	0	0	0	0
clu_4883	0	0	1	0	1
clu_4884	0	0	0	0	1
clu_4885	0	0	0	1	0
clu_4886	0	0	1	0	0
clu_4887	1	0	0	0	0
clu_4888	1	0	0	0	0
clu_4889	0	0	0	0	1
clu_4890	0	0	0	1	0
clu_4891	0	0	0	1	0
clu_4892	0	0	0	1	0
clu_4893	0	0	0	1	0
clu_4894	0	0	0	1	0
clu_4895	0	0	0	1	0
clu_4896	0	0	0	1	0
clu_4897	0	0	0	1	0
clu_4898	0	0	0	1	0
clu_4899	0	0	0	1	0
clu_4900	1	0	0	0	0
clu_4901	1	0	0	0	0
clu_4902	0	0	0	1	0
clu_4903	0	0	0	1	0
clu_4904	1	0	0	0	0
clu_4905	1	0	0	0	0
clu_4906	0	0	0	0	1
clu_4907	0	0	0	1	0
clu_4908	0	0	0	1	0
clu_4909	0	0	0	1	0
clu_4910	0	0	0	1	0
clu_4911	0	0	0	1	0
clu_4912	0	0	0	1	0
clu_4913	1	0	0	0	0
clu_4914	0	0	0	1	0
clu_4915	0	1	0	0	0
clu_4916	0	0	0	1	0
clu_4917	0	0	0	1	0
clu_4918	0	0	0	1	0
clu_4919	0	0	0	1	0
clu_4920	0	0	0	1	0
clu_4921	0	0	0	1	0
clu_4922	0	0	0	1	0
clu_4923	0	0	0	1	0
clu_4924	0	0	0	1	0
clu_4925	0	0	0	1	0
clu_4926	0	0	0	1	0
clu_4927	0	1	0	1	0
clu_4928	0	0	0	1	0
clu_4929	0	0	0	1	0
clu_4930	0	0	0	1	0
clu_4931	0	0	0	1	0
clu_4932	0	0	1	0	0
clu_4933	0	0	0	1	0
clu_4934	0	0	0	1	0
clu_4935	0	0	0	1	0
clu_4936	0	0	0	1	0
clu_4937	0	0	0	1	0
clu_4938	0	1	0	0	0
clu_4939	0	0	0	1	0
clu_4940	0	0	0	1	0
clu_4941	0	0	0	1	0
clu_4942	0	0	0	1	0
clu_4943	0	0	0	1	0
clu_4944	0	0	0	1	0
clu_4945	0	0	0	1	0
clu_4946	0	0	0	1	0
clu_4947	1	0	0	0	0
clu_4948	0	0	0	1	0
clu_4949	0	0	0	1	0
clu_4950	0	0	0	1	0
clu_4951	0	0	0	1	0
clu_4952	0	0	0	1	0
clu_4953	0	0	0	1	0
clu_4954	0	0	0	1	0
clu_4955	0	0	0	1	0
clu_4956	0	0	0	1	0
clu_4957	0	0	0	1	0
clu_4958	0	0	0	1	0
clu_4959	0	0	0	1	0
clu_4960	0	0	0	1	0
clu_4961	0	0	0	1	0
clu_4962	0	1	0	0	0
clu_4963	0	1	0	0	0
clu_4964	0	0	0	0	1
clu_4965	0	0	0	0	1
clu_4966	0	0	0	0	1
clu_4967	0	0	0	0	1
clu_4968	0	0	0	0	1
clu_4969	0	0	0	0	1
clu_4970	0	0	0	0	1
clu_4971	0	0	1	0	0
clu_4972	0	0	0	0	1
clu_4973	0	0	1	0	0
clu_4974	0	0	1	0	0
clu_4975	0	0	0	0	1
clu_4976	0	0	0	0	1
clu_4977	0	0	0	0	1
clu_4978	0	0	1	0	0
clu_4979	0	0	0	0	1
clu_4980	0	0	1	0	0
clu_4981	1	0	0	0	0
clu_4982	0	0	1	0	0
clu_4983	0	0	1	0	0
clu_4984	0	0	0	0	1
clu_4985	0	0	0	0	1
clu_4986	0	0	0	0	1
clu_4987	0	0	0	0	1
clu_4988	0	0	0	0	1
clu_4989	0	0	1	0	0
clu_4990	0	0	1	0	0
clu_4991	0	0	0	0	1
clu_4992	0	0	0	0	1
clu_4993	0	1	0	0	0
clu_4994	0	0	0	0	1
clu_4995	0	0	0	0	1
clu_4996	0	0	1	0	0
clu_4997	0	0	0	0	1
clu_4998	0	0	1	0	0
clu_4999	0	0	0	0	1
clu_5000	0	0	1	0	0
clu_5001	1	0	0	0	0
clu_5002	0	0	1	0	0
clu_5003	0	0	0	0	1
clu_5004	0	0	0	0	1
clu_5005	0	0	1	0	0
clu_5006	0	0	0	1	0
clu_5007	0	0	0	1	0
clu_5008	0	0	0	1	0
clu_5009	0	0	0	1	0
clu_5010	0	0	1	0	0
clu_5011	0	0	0	0	1
clu_5012	1	0	0	0	0
clu_5013	1	0	0	0	0
clu_5014	1	0	0	0	0
clu_5015	1	0	0	0	0
clu_5016	1	0	0	0	1
clu_5017	0	0	0	0	1
clu_5018	0	0	0	1	0
clu_5019	0	0	0	1	0
clu_5020	1	0	0	0	1
clu_5021	1	0	0	0	0
clu_5022	0	0	0	0	1
clu_5023	1	0	0	0	0
clu_5024	1	0	0	0	0
clu_5025	0	0	0	0	1
clu_5026	1	0	0	0	0
clu_5027	0	0	0	0	1
clu_5028	1	0	0	0	0
clu_5029	1	0	0	0	0
clu_5030	1	0	0	0	0
clu_5031	1	0	0	0	0
clu_5032	0	0	0	0	1
clu_5033	0	0	0	1	0
clu_5034	0	1	0	0	0
clu_5035	0	1	0	0	0
clu_5036	0	0	0	0	1
clu_5037	1	0	0	0	0
clu_5038	0	0	0	0	1
clu_5039	0	0	0	1	0
clu_5040	0	0	0	1	0
clu_5041	0	0	0	1	0
clu_5042	0	0	1	0	0
clu_5043	0	0	1	0	0
clu_5044	0	0	0	0	1
clu_5045	0	0	1	0	0
clu_5046	0	0	0	0	1
clu_5047	0	0	1	0	0
clu_5048	0	0	0	0	1
clu_5049	0	0	1	0	0
clu_5050	0	0	0	0	1
clu_5051	0	0	0	0	1
clu_5052	0	0	1	0	0
clu_5053	0	0	1	0	0
clu_5054	0	0	0	0	1
clu_5055	0	0	0	0	1
clu_5056	0	0	1	0	1
clu_5057	0	0	0	0	1
clu_5058	0	0	0	0	1
clu_5059	0	0	0	0	1
clu_5060	0	0	0	0	1
clu_5061	0	0	0	0	1
clu_5062	0	0	0	1	0
clu_5063	0	0	0	1	0
clu_5064	0	0	0	1	0
clu_5065	0	0	0	0	1
clu_5066	1	0	0	0	0
clu_5067	0	0	0	0	1
clu_5068	0	0	0	1	0
clu_5069	1	0	0	0	0
clu_5070	1	0	0	0	0
clu_5071	1	0	0	0	0
clu_5072	0	0	0	1	0
clu_5073	0	0	0	1	0
clu_5074	0	0	0	1	0
clu_5075	0	0	0	0	1
clu_5076	0	0	1	0	0
clu_5077	0	0	0	0	1
clu_5078	0	0	0	0	1
clu_5079	0	0	0	0	1
clu_5080	0	0	0	0	1
clu_5081	0	0	0	0	1
clu_5082	0	0	0	0	1
clu_5083	0	0	0	0	1
clu_5084	0	0	0	1	0
clu_5085	0	0	0	1	0
clu_5086	0	0	1	0	1
clu_5087	0	0	1	0	0
clu_5088	0	0	1	0	0
clu_5089	0	0	0	0	1
clu_5090	0	0	0	0	1
clu_5091	0	0	1	0	0
clu_5092	0	0	0	0	1
clu_5093	0	0	1	0	0
clu_5094	0	0	0	0	1
clu_5095	0	0	1	0	1
clu_5096	0	0	1	0	0
clu_5097	0	0	0	0	1
clu_5098	0	0	0	0	1
clu_5099	0	0	0	0	1
clu_5100	0	0	1	0	0
clu_5101	0	0	1	0	0
clu_5102	0	0	1	0	0
clu_5103	0	0	0	1	0
clu_5104	0	0	1	0	0
clu_5105	0	0	1	0	0
clu_5106	0	1	0	1	0
clu_5107	0	0	0	1	0
clu_5108	0	0	0	1	0
clu_5109	0	0	0	1	0
clu_5110	0	0	0	1	0
clu_5111	0	0	0	1	0
clu_5112	0	0	0	1	0
clu_5113	0	0	0	1	0
clu_5114	0	1	0	0	0
clu_5115	0	1	0	0	0
clu_5116	0	0	0	0	1
clu_5117	0	0	0	0	1
clu_5118	0	0	0	0	1
clu_5119	0	0	0	0	1
clu_5120	0	0	0	0	1
clu_5121	0	0	0	0	1
clu_5122	0	0	0	0	1
clu_5123	0	0	0	0	1
clu_5124	0	0	0	0	1
clu_5125	0	0	1	0	1
clu_5126	0	0	1	0	0
clu_5127	1	0	0	0	0
clu_5128	0	0	0	0	1
clu_5129	0	0	0	0	1
clu_5130	0	0	0	0	1
clu_5131	0	0	0	0	1
clu_5132	1	0	0	0	0
clu_5133	1	0	0	0	0
clu_5134	1	0	0	0	0
clu_5135	0	0	0	0	1
clu_5136	1	0	0	0	0
clu_5137	0	0	0	0	1
clu_5138	0	0	0	1	0
clu_5139	0	0	0	1	0
clu_5140	0	0	0	0	1
clu_5141	0	0	0	0	1
clu_5142	0	0	0	1	0
clu_5143	0	0	0	1	0
clu_5144	0	0	0	1	0
clu_5145	0	0	0	1	0
clu_5146	1	0	0	0	0
clu_5147	1	0	0	0	0
clu_5148	1	0	0	0	1
clu_5149	0	0	0	0	1
clu_5150	1	0	0	0	1
clu_5151	1	0	0	0	0
clu_5152	0	1	0	0	0
clu_5153	1	1	0	0	1
clu_5154	0	0	0	0	1
clu_5155	1	0	0	0	0
clu_5156	1	0	0	0	0
clu_5157	1	0	0	0	0
clu_5158	0	0	0	0	1
clu_5159	0	0	0	0	1
clu_5160	0	0	0	0	1
clu_5161	0	0	0	0	1
clu_5162	0	0	0	0	1
clu_5163	0	0	0	0	1
clu_5164	0	0	0	0	1
clu_5165	0	0	0	0	1
clu_5166	0	0	0	0	1
clu_5167	0	0	0	0	1
clu_5168	0	0	0	0	1
clu_5169	0	0	0	0	1
clu_5170	0	0	0	0	1
clu_5171	0	0	0	0	1
clu_5172	0	0	0	0	1
clu_5173	0	0	0	0	1
clu_5174	0	0	1	0	0
clu_5175	0	0	0	0	1
clu_5176	0	0	0	0	1
clu_5177	0	0	0	0	1
clu_5178	0	0	0	0	1
clu_5179	0	0	0	0	1
clu_5180	0	0	1	0	0
clu_5181	0	0	0	0	1
clu_5182	0	0	0	0	1
clu_5183	0	0	0	0	1
clu_5184	0	0	1	0	0
clu_5185	0	1	0	0	0
clu_5186	0	0	0	1	0
clu_5187	0	0	1	0	0
clu_5188	0	0	1	0	0
clu_5189	0	0	1	0	0
clu_5190	0	0	1	0	0
clu_5191	1	0	0	0	1
clu_5192	1	0	0	0	0
clu_5193	0	0	0	0	1
clu_5194	0	0	0	0	1
clu_5195	1	0	0	0	0
clu_5196	0	1	0	1	0
clu_5197	0	1	0	1	0
clu_5198	0	0	0	1	0
clu_5199	0	1	0	0	0
clu_5200	0	0	0	1	0
clu_5201	0	1	0	0	0
clu_5202	0	1	0	0	0
clu_5203	0	1	0	1	0
clu_5204	0	0	0	1	0
clu_5205	0	1	0	0	0
clu_5206	0	0	0	1	0
clu_5207	0	0	0	1	0
clu_5208	0	1	0	0	0
clu_5209	0	1	1	1	0
clu_5210	1	0	0	0	1
clu_5211	1	0	0	0	1
clu_5212	0	1	1	0	0
clu_5213	0	1	0	1	0
clu_5214	0	0	1	0	0
clu_5215	0	0	1	0	0
clu_5216	0	0	0	0	1
clu_5217	0	0	0	0	1
clu_5218	0	0	0	0	1
clu_5219	0	0	1	0	1
clu_5220	0	0	0	0	1
clu_5221	0	0	0	0	1
clu_5222	0	0	0	0	1
clu_5223	0	0	0	0	1
clu_5224	0	0	1	0	0
clu_5225	0	0	1	0	0
clu_5226	0	0	0	0	1
clu_5227	0	0	0	0	1
clu_5228	0	0	0	0	1
clu_5229	0	0	0	0	1
clu_5230	0	0	1	0	0
clu_5231	0	0	0	0	1
clu_5232	0	0	0	0	1
clu_5233	0	0	0	0	1
clu_5234	0	0	0	0	1
clu_5235	0	0	0	0	1
clu_5236	0	0	1	0	1
clu_5237	0	0	0	0	1
clu_5238	0	0	0	0	1
clu_5239	0	0	1	0	0
clu_5240	0	0	1	0	0
clu_5241	0	0	0	0	1
clu_5242	0	0	0	0	1
clu_5243	0	0	1	0	0
clu_5244	0	0	0	0	1
clu_5245	0	0	0	0	1
clu_5246	0	0	0	0	1
clu_5247	0	0	1	0	0
clu_5248	0	0	0	0	1
clu_5249	0	0	0	0	1
clu_5250	0	0	1	0	0
clu_5251	0	0	0	0	1
clu_5252	0	0	0	1	0
clu_5253	0	0	0	1	0
clu_5254	0	1	0	0	0
clu_5255	0	0	0	1	0
clu_5256	0	0	0	1	0
clu_5257	0	0	1	0	0
clu_5258	1	0	0	0	1
clu_5259	1	0	0	0	0
clu_5260	0	0	0	0	1
clu_5261	0	0	0	0	1
clu_5262	1	0	0	0	0
clu_5263	1	0	0	0	0
clu_5264	0	0	0	0	1
clu_5265	1	0	0	0	0
clu_5266	1	0	0	0	1
clu_5267	1	0	0	0	0
clu_5268	1	0	0	0	1
clu_5269	0	0	0	0	1
clu_5270	1	0	0	0	1
clu_5271	1	0	0	0	0
clu_5272	1	0	0	0	0
clu_5273	0	0	0	0	1
clu_5274	1	0	0	0	0
clu_5275	1	0	0	0	0
clu_5276	1	0	0	0	1
clu_5277	0	0	0	0	1
clu_5278	0	0	0	0	1
clu_5279	1	0	0	0	0
clu_5280	1	0	0	0	0
clu_5281	0	1	0	1	0
clu_5282	0	0	0	1	0
clu_5283	0	0	0	1	0
clu_5284	0	0	0	1	0
clu_5285	0	0	0	1	0
clu_5286	0	0	0	1	0
clu_5287	0	0	0	1	0
clu_5288	0	0	0	1	0
clu_5289	0	0	0	1	0
clu_5290	0	0	0	1	0
clu_5291	0	0	0	1	0
clu_5292	1	0	0	0	0
clu_5293	1	0	0	0	0
clu_5294	1	0	0	0	0
clu_5295	1	0	0	0	0
clu_5296	0	0	0	1	0
clu_5297	0	0	0	1	0
clu_5298	0	0	0	1	0
clu_5299	0	0	0	1	0
clu_5300	0	0	0	1	0
clu_5301	0	0	0	1	0
clu_5302	0	0	0	1	0
clu_5303	0	0	0	1	0
clu_5304	0	0	0	1	0
clu_5305	0	0	0	1	0
clu_5306	0	1	0	1	0
clu_5307	0	0	0	1	0
clu_5308	0	0	0	1	0
clu_5309	0	0	0	0	1
clu_5310	0	0	0	0	1
clu_5311	0	0	0	1	0
clu_5312	0	0	0	1	0
clu_5313	1	0	0	0	0
clu_5314	0	0	0	1	0
clu_5315	1	0	0	0	0
clu_5316	1	0	0	0	0
clu_5317	0	0	1	0	0
clu_5318	0	0	0	1	0
clu_5319	1	0	0	0	0
clu_5320	0	0	0	0	1
clu_5321	0	1	0	0	0
clu_5322	0	0	0	1	0
clu_5323	0	0	0	1	0
clu_5324	0	0	0	1	0
clu_5325	0	0	0	1	0
clu_5326	0	1	0	0	0
clu_5327	0	0	0	1	0
clu_5328	0	0	0	1	0
clu_5329	0	0	0	1	0
clu_5330	0	0	0	1	0
clu_5331	0	0	0	1	0
clu_5332	1	0	0	0	0
clu_5333	1	0	0	0	0
clu_5334	1	0	0	0	0
clu_5335	1	0	0	0	0
clu_5336	1	0	0	0	0
clu_5337	0	0	0	0	1
clu_5338	0	1	0	1	0
clu_5339	0	1	0	1	0
clu_5340	0	0	1	0	0
clu_5341	0	0	0	1	0
clu_5342	0	1	0	1	0
clu_5343	1	0	0	0	0
clu_5344	1	0	0	0	0
clu_5345	1	0	0	0	0
clu_5346	1	0	0	0	0
clu_5347	0	0	0	0	1
clu_5348	0	0	1	0	0
clu_5349	0	1	0	1	0
clu_5350	0	0	0	1	0
clu_5351	0	0	1	1	0
clu_5352	0	0	1	1	0
clu_5353	0	1	0	1	0
clu_5354	0	0	0	1	0
clu_5355	1	0	0	0	0
clu_5356	0	0	1	0	0
clu_5357	0	0	1	0	0
clu_5358	0	0	1	0	0
clu_5359	0	0	1	0	0
clu_5360	0	0	1	0	0
clu_5361	0	0	1	0	0
clu_5362	0	0	1	0	0
clu_5363	0	0	1	0	0
clu_5364	0	0	0	0	1
clu_5365	0	0	1	0	0
clu_5366	0	0	0	0	1
clu_5367	0	0	0	0	1
clu_5368	0	0	0	0	1
clu_5369	0	0	0	0	1
clu_5370	0	0	0	0	1
clu_5371	1	0	0	0	1
clu_5372	1	0	0	0	1
clu_5373	0	0	0	0	1
clu_5374	1	0	0	0	0
clu_5375	0	0	0	1	0
clu_5376	0	0	0	1	0
clu_5377	0	1	0	0	0
clu_5378	0	0	0	1	1
clu_5379	0	1	0	1	0
clu_5380	0	0	1	0	0
clu_5381	0	0	0	1	0
clu_5382	0	0	0	1	0
clu_5383	0	0	0	0	1
clu_5384	0	0	0	0	1
clu_5385	0	0	0	0	1
clu_5386	0	0	0	0	1
clu_5387	0	0	0	0	1
clu_5388	0	0	0	0	1
clu_5389	0	0	0	0	1
clu_5390	0	0	0	1	0
clu_5391	0	0	0	1	0
clu_5392	1	0	0	0	1
clu_5393	0	0	0	0	1
clu_5394	0	0	0	0	1
clu_5395	1	0	0	0	0
clu_5396	1	0	0	0	0
clu_5397	1	0	0	0	0
clu_5398	1	0	0	0	0
clu_5399	0	0	0	0	1
clu_5400	0	0	0	0	1
clu_5401	0	0	0	0	1
clu_5402	0	0	1	0	0
clu_5403	0	0	1	0	0
clu_5404	0	0	0	0	1
clu_5405	0	0	1	0	0
clu_5406	0	0	1	0	0
clu_5407	0	0	1	0	0
clu_5408	0	0	1	0	0
clu_5409	0	0	1	0	0
clu_5410	0	0	1	0	0
clu_5411	1	0	0	0	0
clu_5412	0	0	0	0	1
clu_5413	0	0	0	1	0
clu_5414	0	0	0	1	0
clu_5415	0	0	0	1	0
clu_5416	0	0	0	1	0
clu_5417	0	0	0	0	1
clu_5418	0	0	1	0	0
clu_5419	0	0	1	0	0
