cluster	Sheep_MAG	NHP	RUG	Uhgg	RGIG
clu_8908	1	0	0	0	1
clu_8909	0	0	0	0	1
clu_8910	1	0	0	0	0
clu_8911	1	0	0	0	0
clu_8912	1	0	0	0	0
clu_8913	0	0	0	0	1
clu_8914	1	0	0	0	0
clu_8915	1	0	0	0	0
clu_8916	1	0	0	0	0
clu_8917	1	0	0	0	0
clu_8918	0	0	0	0	1
clu_8919	0	0	0	0	1
clu_8920	0	0	0	0	1
clu_8921	1	0	0	0	0
clu_8922	0	0	0	0	1
clu_8923	1	0	0	0	0
clu_8924	1	0	0	0	1
clu_8925	1	0	0	0	0
clu_8926	1	0	0	0	1
clu_8927	0	0	0	0	1
clu_8928	0	0	0	1	0
clu_8929	0	0	0	1	0
clu_8930	0	1	0	1	0
clu_8931	0	0	0	1	0
clu_8932	0	0	0	1	0
clu_8933	0	0	0	1	0
clu_8934	0	0	0	1	0
clu_8935	0	0	0	1	0
clu_8936	0	0	0	1	0
clu_8937	0	0	0	1	0
clu_8938	0	0	0	0	1
clu_8939	0	0	0	0	1
clu_8940	0	0	0	1	0
clu_8941	0	0	0	1	0
clu_8942	0	1	0	0	0
clu_8943	0	0	0	1	0
clu_8944	0	0	0	1	0
clu_8945	0	0	0	1	0
clu_8946	0	0	0	1	0
clu_8947	0	1	0	0	0
clu_8948	0	1	0	0	0
clu_8949	0	1	0	1	0
clu_8950	0	1	0	0	0
clu_8951	0	0	0	1	0
clu_8952	0	0	0	1	0
clu_8953	0	1	0	0	0
clu_8954	0	0	1	1	0
clu_8955	0	1	0	1	0
clu_8956	0	0	0	1	0
clu_8957	0	0	0	1	0
clu_8958	0	1	0	1	0
clu_8959	0	0	0	1	0
clu_8960	0	1	0	0	0
clu_8961	0	0	0	1	0
clu_8962	0	0	0	0	1
clu_8963	0	0	0	1	0
clu_8964	1	0	0	0	0
clu_8965	1	0	0	0	0
clu_8966	1	0	0	0	0
clu_8967	1	0	0	0	0
clu_8968	0	0	0	1	0
clu_8969	0	0	0	1	0
clu_8970	0	0	0	1	0
clu_8971	0	0	0	1	0
clu_8972	0	0	0	0	1
clu_8973	1	0	0	0	0
clu_8974	0	0	1	0	0
clu_8975	0	0	0	1	0
clu_8976	0	1	0	0	0
clu_8977	0	0	1	0	0
clu_8978	0	0	0	0	1
clu_8979	0	0	0	0	1
clu_8980	0	0	0	0	1
clu_8981	1	0	0	0	0
clu_8982	0	0	0	0	1
clu_8983	1	0	0	0	1
clu_8984	1	0	0	0	0
clu_8985	0	0	1	0	0
clu_8986	1	0	0	0	0
clu_8987	0	0	0	0	1
clu_8988	0	0	1	0	0
clu_8989	0	0	1	0	0
clu_8990	1	0	0	0	0
clu_8991	1	0	0	0	0
clu_8992	0	0	0	1	0
clu_8993	0	1	0	1	0
clu_8994	0	0	0	1	0
clu_8995	0	0	0	0	1
clu_8996	0	0	1	0	0
clu_8997	0	0	0	1	0
clu_8998	1	0	0	0	0
clu_8999	0	0	1	0	0
clu_9000	1	0	0	0	0
clu_9001	1	0	0	0	0
clu_9002	0	0	0	0	1
clu_9003	0	0	0	0	1
clu_9004	1	0	0	0	0
clu_9005	0	1	0	0	0
clu_9006	0	1	0	0	0
clu_9007	0	0	0	0	1
clu_9008	0	1	0	0	0
clu_9009	0	1	0	0	0
clu_9010	0	1	0	0	0
clu_9011	0	0	0	0	1
clu_9012	0	0	0	0	1
clu_9013	1	0	0	0	0
clu_9014	1	0	0	0	0
clu_9015	0	0	0	0	1
clu_9016	0	0	0	0	1
clu_9017	0	0	0	0	1
clu_9018	1	0	0	0	0
clu_9019	0	1	0	0	0
clu_9020	1	0	0	0	0
clu_9021	1	0	0	0	0
clu_9022	0	0	0	0	1
clu_9023	1	0	0	0	0
clu_9024	1	0	0	0	0
clu_9025	0	0	0	0	1
clu_9026	1	0	0	0	0
clu_9027	0	0	0	0	1
clu_9028	1	0	0	0	0
clu_9029	0	0	0	0	1
clu_9030	0	0	0	0	1
clu_9031	0	0	0	0	1
clu_9032	1	0	0	0	1
clu_9033	1	0	0	0	0
clu_9034	0	0	0	0	1
clu_9035	0	0	0	0	1
clu_9036	0	0	0	0	1
clu_9037	1	0	0	0	0
clu_9038	1	0	0	0	0
clu_9039	0	0	0	1	0
clu_9040	0	0	0	1	0
clu_9041	1	0	0	0	0
clu_9042	1	0	0	0	0
clu_9043	1	0	0	0	0
clu_9044	0	0	0	0	1
clu_9045	0	0	0	0	1
clu_9046	0	0	0	1	0
clu_9047	0	0	0	0	1
clu_9048	0	0	0	0	1
clu_9049	0	0	0	0	1
clu_9050	0	0	0	0	1
clu_9051	1	0	0	0	0
clu_9052	1	0	0	0	0
clu_9053	0	0	0	0	1
clu_9054	0	0	0	0	1
clu_9055	1	0	0	0	0
clu_9056	0	0	0	0	1
clu_9057	0	0	0	0	1
clu_9058	1	0	0	0	0
clu_9059	1	0	0	0	0
clu_9060	0	0	0	0	1
clu_9061	0	0	0	0	1
clu_9062	0	0	0	0	1
clu_9063	0	0	0	0	1
clu_9064	0	0	0	0	1
clu_9065	0	0	0	0	1
clu_9066	0	0	0	0	1
clu_9067	0	0	0	0	1
clu_9068	0	0	0	0	1
clu_9069	1	0	0	0	0
clu_9070	1	0	0	0	0
clu_9071	1	0	0	0	0
clu_9072	0	0	0	0	1
clu_9073	1	0	0	0	0
clu_9074	0	0	0	0	1
clu_9075	1	0	0	0	0
clu_9076	0	0	0	0	1
clu_9077	1	0	0	0	0
clu_9078	0	0	0	0	1
clu_9079	0	1	0	1	0
clu_9080	0	0	0	1	0
clu_9081	0	0	0	1	0
clu_9082	0	0	0	0	1
clu_9083	0	0	0	0	1
clu_9084	0	1	0	0	0
clu_9085	0	0	0	1	0
clu_9086	0	1	0	0	0
clu_9087	0	0	0	1	0
clu_9088	0	1	0	0	0
clu_9089	0	1	0	0	0
clu_9090	0	1	0	0	0
clu_9091	0	0	0	1	0
clu_9092	1	0	0	0	0
clu_9093	0	0	0	1	0
clu_9094	0	0	0	1	0
clu_9095	1	0	0	0	0
clu_9096	1	0	0	0	0
clu_9097	1	0	0	0	1
clu_9098	0	1	0	0	0
clu_9099	1	0	0	0	0
clu_9100	1	0	0	0	0
clu_9101	0	1	0	0	0
clu_9102	0	0	0	1	0
clu_9103	0	0	0	1	0
clu_9104	0	0	0	1	0
clu_9105	0	1	0	0	0
clu_9106	0	1	0	0	0
clu_9107	0	1	0	0	0
clu_9108	0	1	0	1	0
clu_9109	0	0	0	1	0
clu_9110	1	0	0	0	0
clu_9111	1	0	0	0	0
clu_9112	0	0	0	0	1
clu_9113	1	0	0	0	0
clu_9114	1	0	0	0	0
clu_9115	0	0	0	0	1
clu_9116	1	0	0	0	0
clu_9117	0	0	0	0	1
clu_9118	0	0	0	0	1
clu_9119	0	0	0	0	1
clu_9120	0	1	0	0	0
clu_9121	1	0	0	0	0
clu_9122	0	0	0	0	1
clu_9123	1	0	0	0	0
clu_9124	1	0	0	0	0
clu_9125	1	0	0	0	0
clu_9126	1	0	0	0	0
clu_9127	1	0	0	0	0
clu_9128	1	0	0	0	0
clu_9129	0	0	0	0	1
clu_9130	1	0	0	0	0
clu_9131	0	0	0	0	1
clu_9132	0	0	0	0	1
clu_9133	0	0	0	0	1
clu_9134	0	0	0	0	1
clu_9135	0	0	0	0	1
clu_9136	0	0	0	0	1
clu_9137	0	0	0	0	1
clu_9138	1	0	0	0	0
clu_9139	0	0	0	0	1
clu_9140	1	0	0	0	0
clu_9141	0	0	0	0	1
clu_9142	0	0	0	0	1
clu_9143	1	0	0	0	0
clu_9144	1	0	0	0	0
clu_9145	0	0	0	0	1
clu_9146	0	0	0	0	1
clu_9147	1	0	0	0	0
clu_9148	1	0	0	0	0
clu_9149	1	0	0	0	0
clu_9150	1	0	0	0	0
clu_9151	1	0	0	0	0
clu_9152	0	1	0	1	0
clu_9153	1	0	0	0	0
clu_9154	0	0	0	0	1
clu_9155	1	0	0	0	0
clu_9156	0	0	0	0	1
clu_9157	1	0	0	0	0
clu_9158	0	0	0	1	0
clu_9159	0	0	0	0	1
clu_9160	0	0	0	0	1
clu_9161	0	0	0	0	1
clu_9162	1	0	0	0	0
clu_9163	0	0	0	0	1
clu_9164	0	0	0	0	1
clu_9165	0	0	0	0	1
clu_9166	0	0	0	0	1
clu_9167	1	0	0	0	0
clu_9168	1	0	0	0	0
clu_9169	1	0	0	0	0
clu_9170	1	0	0	0	0
clu_9171	0	0	0	0	1
clu_9172	1	0	0	0	0
clu_9173	0	0	0	0	1
clu_9174	1	0	0	0	0
clu_9175	0	0	0	0	1
clu_9176	0	0	0	0	1
clu_9177	0	0	0	0	1
clu_9178	1	0	0	0	0
clu_9179	1	0	0	0	0
clu_9180	0	0	0	0	1
clu_9181	0	0	0	0	1
clu_9182	0	0	0	0	1
clu_9183	0	0	0	0	1
clu_9184	0	0	0	0	1
clu_9185	1	0	0	0	0
clu_9186	1	0	0	0	0
clu_9187	0	0	0	0	1
clu_9188	0	0	0	0	1
clu_9189	0	0	0	0	1
clu_9190	1	0	0	0	0
clu_9191	0	0	0	0	1
clu_9192	1	0	0	0	0
clu_9193	1	0	0	0	0
clu_9194	1	0	0	0	0
clu_9195	1	0	0	0	1
clu_9196	1	0	0	0	1
clu_9197	1	0	0	0	0
clu_9198	0	0	0	0	1
clu_9199	0	0	0	0	1
clu_9200	1	0	0	0	0
clu_9201	1	0	0	0	0
clu_9202	0	0	0	0	1
clu_9203	0	0	0	0	1
clu_9204	1	0	0	0	0
clu_9205	1	0	0	0	0
clu_9206	1	0	0	0	0
clu_9207	0	0	0	0	1
clu_9208	0	0	0	0	1
clu_9209	1	0	0	0	0
clu_9210	1	0	0	0	0
clu_9211	0	0	0	0	1
clu_9212	1	0	0	0	0
clu_9213	1	0	0	0	1
clu_9214	0	0	0	0	1
clu_9215	0	0	0	0	1
clu_9216	0	0	0	0	1
clu_9217	1	0	0	0	0
clu_9218	1	0	0	0	0
clu_9219	1	0	0	0	0
clu_9220	1	0	0	0	0
clu_9221	0	0	0	0	1
clu_9222	1	0	0	0	0
clu_9223	1	0	0	0	0
clu_9224	1	0	0	0	0
clu_9225	1	0	0	0	0
clu_9226	1	0	0	0	0
clu_9227	1	0	0	0	0
clu_9228	1	0	0	0	0
clu_9229	1	0	0	0	0
clu_9230	1	0	0	0	0
clu_9231	1	0	0	0	0
clu_9232	1	0	0	0	0
clu_9233	1	0	0	0	0
clu_9234	0	0	0	0	1
clu_9235	1	0	0	0	0
clu_9236	0	0	0	0	1
clu_9237	1	0	0	0	1
clu_9238	1	0	0	0	0
clu_9239	1	0	0	0	0
clu_9240	1	0	0	0	0
clu_9241	0	0	0	0	1
clu_9242	0	0	0	0	1
clu_9243	0	0	0	0	1
clu_9244	0	0	0	0	1
clu_9245	0	1	0	1	0
clu_9246	0	1	0	0	0
clu_9247	0	1	0	1	0
clu_9248	0	0	0	1	0
clu_9249	0	1	0	0	0
clu_9250	0	1	0	0	0
clu_9251	0	0	0	1	1
clu_9252	0	0	0	1	0
clu_9253	0	0	0	1	0
clu_9254	0	0	0	1	0
clu_9255	0	0	0	1	0
clu_9256	0	0	0	1	0
clu_9257	0	1	1	1	0
clu_9258	0	1	0	0	0
clu_9259	0	0	0	1	0
clu_9260	0	1	0	0	0
clu_9261	0	1	0	0	0
clu_9262	0	1	0	1	0
clu_9263	0	1	0	0	0
clu_9264	0	0	0	1	0
clu_9265	0	0	0	1	0
clu_9266	0	0	0	1	0
clu_9267	0	0	0	1	0
clu_9268	0	0	1	0	0
clu_9269	0	0	0	1	1
clu_9270	0	0	0	1	0
clu_9271	0	1	0	0	0
clu_9272	0	0	0	1	0
clu_9273	0	0	0	1	0
clu_9274	0	0	0	1	0
clu_9275	0	1	0	1	0
clu_9276	0	1	0	1	0
clu_9277	0	1	0	1	0
clu_9278	0	0	0	1	0
clu_9279	0	0	1	1	0
clu_9280	0	0	0	1	0
clu_9281	0	1	0	0	0
clu_9282	0	0	0	1	0
clu_9283	0	0	0	0	1
clu_9284	0	0	0	0	1
clu_9285	0	0	0	0	1
clu_9286	0	0	0	0	1
clu_9287	0	0	0	0	1
clu_9288	0	0	1	0	0
clu_9289	0	0	0	0	1
clu_9290	0	0	0	0	1
clu_9291	0	0	0	0	1
clu_9292	0	0	0	0	1
clu_9293	0	0	0	0	1
clu_9294	0	0	1	0	0
clu_9295	0	0	0	0	1
clu_9296	0	0	0	0	1
clu_9297	0	0	0	1	0
clu_9298	0	0	0	1	0
clu_9299	0	0	0	1	0
clu_9300	0	0	0	1	0
clu_9301	0	0	1	0	0
clu_9302	0	0	0	0	1
clu_9303	0	0	1	0	0
clu_9304	0	1	0	0	0
clu_9305	1	0	0	0	0
clu_9306	0	0	0	0	1
clu_9307	1	0	0	0	0
clu_9308	1	0	0	0	0
clu_9309	0	0	0	0	1
clu_9310	0	0	0	0	1
clu_9311	0	0	0	0	1
clu_9312	0	0	0	0	1
clu_9313	0	0	0	0	1
clu_9314	0	0	0	0	1
clu_9315	0	0	0	0	1
clu_9316	0	0	0	0	1
clu_9317	0	0	1	0	0
clu_9318	0	0	1	0	0
clu_9319	1	0	0	0	0
clu_9320	0	0	0	0	1
clu_9321	0	0	0	0	1
clu_9322	0	0	0	0	1
clu_9323	0	0	0	0	1
clu_9324	1	0	0	0	1
clu_9325	1	0	0	0	0
clu_9326	0	0	0	0	1
clu_9327	0	0	0	0	1
clu_9328	0	0	0	0	1
clu_9329	0	0	0	0	1
clu_9330	0	0	0	0	1
clu_9331	0	0	0	0	1
clu_9332	1	0	0	0	0
clu_9333	0	0	0	0	1
clu_9334	0	0	0	0	1
clu_9335	0	0	0	0	1
clu_9336	0	1	0	1	0
clu_9337	0	1	0	0	0
clu_9338	0	0	0	1	0
clu_9339	0	0	1	0	0
clu_9340	0	0	0	0	1
clu_9341	0	0	0	0	1
clu_9342	1	0	0	0	0
clu_9343	0	0	1	0	0
clu_9344	0	0	0	0	1
clu_9345	0	0	0	1	0
clu_9346	0	1	0	0	0
clu_9347	0	0	0	1	0
clu_9348	0	0	0	1	0
clu_9349	0	0	0	0	1
clu_9350	0	0	1	0	1
clu_9351	0	0	0	0	1
clu_9352	0	0	0	0	1
clu_9353	0	0	1	0	0
clu_9354	0	0	1	0	1
clu_9355	0	0	0	0	1
clu_9356	0	0	1	0	0
clu_9357	0	0	1	0	0
clu_9358	0	0	1	0	0
clu_9359	0	0	1	0	0
clu_9360	0	0	1	0	0
clu_9361	0	0	1	0	0
clu_9362	0	0	1	0	0
clu_9363	0	0	0	0	1
clu_9364	0	0	1	0	0
clu_9365	0	0	0	0	1
clu_9366	0	0	0	0	1
clu_9367	0	0	0	0	1
clu_9368	0	0	0	0	1
clu_9369	0	0	0	0	1
clu_9370	0	0	1	0	1
clu_9371	0	0	0	0	1
clu_9372	0	0	0	0	1
clu_9373	0	0	1	0	0
clu_9374	0	0	0	0	1
clu_9375	0	0	1	0	0
clu_9376	0	0	0	0	1
clu_9377	0	0	1	0	0
clu_9378	0	0	0	0	1
clu_9379	0	0	1	0	0
clu_9380	0	0	0	0	1
clu_9381	0	0	0	0	1
clu_9382	0	0	0	1	0
clu_9383	0	0	0	1	0
clu_9384	0	0	0	1	0
clu_9385	0	0	0	1	0
clu_9386	0	0	0	0	1
clu_9387	1	0	0	0	0
clu_9388	1	0	0	0	0
clu_9389	0	0	0	0	1
clu_9390	0	0	0	0	1
clu_9391	0	0	0	0	1
clu_9392	0	0	0	0	1
clu_9393	1	0	0	0	0
clu_9394	1	0	0	0	0
clu_9395	0	0	0	0	1
clu_9396	0	0	0	0	1
clu_9397	0	0	0	0	1
clu_9398	0	0	0	0	1
clu_9399	0	0	0	0	1
clu_9400	0	0	0	0	1
clu_9401	0	0	1	0	0
clu_9402	0	0	1	0	0
clu_9403	0	0	1	0	0
clu_9404	0	0	1	0	0
clu_9405	0	0	0	0	1
clu_9406	0	1	0	1	0
clu_9407	0	0	1	1	0
clu_9408	0	0	0	1	0
clu_9409	0	0	0	1	0
clu_9410	0	0	0	1	0
clu_9411	0	0	0	1	0
clu_9412	0	0	0	1	0
clu_9413	0	0	0	1	0
clu_9414	0	0	0	1	0
clu_9415	0	0	0	1	0
clu_9416	0	0	0	1	0
clu_9417	0	0	0	1	0
clu_9418	0	0	0	1	0
clu_9419	0	0	0	1	0
clu_9420	0	0	0	1	0
clu_9421	0	0	0	1	0
clu_9422	0	0	0	1	0
clu_9423	0	0	0	0	1
clu_9424	1	0	0	0	0
clu_9425	0	0	0	1	0
clu_9426	0	0	0	1	0
clu_9427	0	0	0	0	1
clu_9428	0	0	1	0	0
clu_9429	0	0	1	0	0
clu_9430	0	0	1	0	0
clu_9431	0	1	0	0	0
clu_9432	0	0	0	0	1
clu_9433	0	0	0	0	1
clu_9434	0	0	1	0	0
clu_9435	0	0	0	0	1
clu_9436	0	0	1	0	0
clu_9437	0	0	0	0	1
clu_9438	0	0	1	0	0
clu_9439	0	0	1	0	0
clu_9440	0	0	0	0	1
clu_9441	0	0	1	0	0
clu_9442	0	0	1	0	0
clu_9443	1	0	1	0	1
clu_9444	0	0	0	0	1
clu_9445	0	0	0	0	1
clu_9446	0	0	0	0	1
clu_9447	0	0	1	0	0
clu_9448	0	0	0	0	1
clu_9449	0	0	1	0	0
clu_9450	0	0	0	0	1
clu_9451	0	0	1	0	0
clu_9452	0	0	0	0	1
clu_9453	0	0	1	0	0
clu_9454	1	0	0	0	1
clu_9455	1	0	0	0	0
clu_9456	0	0	0	0	1
clu_9457	0	0	0	0	1
clu_9458	0	0	1	0	0
clu_9459	0	0	0	0	1
clu_9460	0	0	1	0	0
clu_9461	0	0	1	0	0
clu_9462	0	0	1	0	0
clu_9463	0	0	0	0	1
clu_9464	0	0	1	0	0
clu_9465	0	0	1	0	0
clu_9466	0	0	1	0	0
clu_9467	0	0	1	0	0
clu_9468	0	0	1	0	0
clu_9469	0	0	1	0	0
clu_9470	0	0	0	0	1
clu_9471	0	0	1	0	0
clu_9472	0	0	1	0	0
clu_9473	0	0	0	0	1
clu_9474	0	0	1	0	0
clu_9475	0	0	0	0	1
clu_9476	0	0	0	0	1
clu_9477	0	0	1	0	0
clu_9478	0	0	0	0	1
clu_9479	0	0	1	0	0
clu_9480	0	0	1	0	0
clu_9481	0	0	1	0	0
clu_9482	0	0	1	0	0
clu_9483	0	0	0	0	1
clu_9484	0	0	1	0	0
clu_9485	0	0	1	0	0
clu_9486	0	0	0	0	1
clu_9487	0	0	0	0	1
clu_9488	0	0	1	0	0
clu_9489	0	0	0	0	1
clu_9490	0	0	1	0	0
clu_9491	0	0	0	0	1
clu_9492	0	0	1	0	0
clu_9493	0	0	0	0	1
clu_9494	0	0	1	0	0
clu_9495	0	0	1	0	0
clu_9496	0	0	0	0	1
clu_9497	0	0	1	0	0
clu_9498	0	0	1	0	0
clu_9499	0	0	1	0	0
clu_9500	0	0	0	0	1
clu_9501	0	0	0	0	1
clu_9502	0	0	1	0	0
clu_9503	0	0	1	0	0
clu_9504	0	0	0	0	1
clu_9505	0	0	0	0	1
clu_9506	0	0	0	0	1
clu_9507	0	0	0	0	1
clu_9508	0	1	0	0	0
clu_9509	0	1	0	0	0
clu_9510	0	1	0	0	0
clu_9511	0	0	1	0	0
clu_9512	0	0	0	1	0
clu_9513	1	0	0	0	0
clu_9514	0	0	0	1	0
clu_9515	0	1	0	0	0
clu_9516	0	0	0	1	0
clu_9517	0	0	0	1	0
clu_9518	0	0	0	1	0
clu_9519	0	0	0	1	0
clu_9520	0	0	0	1	0
clu_9521	0	0	0	1	0
clu_9522	0	0	0	1	0
clu_9523	0	0	0	1	0
clu_9524	0	0	0	1	0
clu_9525	0	0	0	1	0
clu_9526	0	0	0	1	0
clu_9527	1	0	0	0	0
clu_9528	1	0	0	0	0
clu_9529	1	0	0	0	0
clu_9530	1	0	0	0	0
clu_9531	1	0	0	0	0
clu_9532	1	0	0	0	0
clu_9533	1	0	0	0	0
clu_9534	0	1	0	1	0
clu_9535	0	0	1	0	0
clu_9536	1	0	0	0	1
clu_9537	0	0	0	0	1
clu_9538	0	0	0	0	1
clu_9539	0	0	0	0	1
clu_9540	0	0	0	0	1
clu_9541	0	0	0	0	1
clu_9542	0	0	0	0	1
clu_9543	1	0	0	0	0
clu_9544	0	0	0	1	0
clu_9545	0	0	0	1	0
clu_9546	0	0	0	1	0
clu_9547	0	0	0	1	0
clu_9548	0	0	0	1	0
clu_9549	0	0	0	1	0
clu_9550	0	0	0	1	0
clu_9551	0	0	0	1	0
clu_9552	0	0	0	1	0
clu_9553	0	0	0	1	0
clu_9554	0	0	0	1	0
clu_9555	0	0	0	1	0
clu_9556	0	0	0	1	0
clu_9557	0	0	0	1	0
clu_9558	0	0	0	1	0
clu_9559	0	0	0	1	0
clu_9560	0	0	0	1	0
clu_9561	0	0	0	1	0
clu_9562	0	0	0	1	0
clu_9563	0	0	0	1	0
clu_9564	0	1	0	0	0
clu_9565	1	0	0	0	0
clu_9566	0	0	0	0	1
clu_9567	1	0	0	0	0
clu_9568	0	0	0	0	1
clu_9569	0	0	0	0	1
clu_9570	1	0	0	0	0
clu_9571	1	0	0	0	0
clu_9572	0	0	0	0	1
clu_9573	0	0	0	0	1
clu_9574	1	0	0	0	0
clu_9575	1	0	0	0	0
clu_9576	1	0	0	0	0
clu_9577	1	0	0	0	0
clu_9578	0	0	0	0	1
clu_9579	1	0	0	0	1
clu_9580	1	0	0	0	0
clu_9581	1	0	0	0	0
clu_9582	0	0	0	1	0
clu_9583	0	0	0	1	0
clu_9584	0	0	0	1	0
clu_9585	0	0	0	1	0
clu_9586	0	0	0	1	0
clu_9587	0	0	0	1	0
clu_9588	0	0	0	1	0
clu_9589	0	0	0	1	0
clu_9590	0	0	0	1	0
clu_9591	0	0	0	1	0
clu_9592	0	0	0	1	0
clu_9593	1	0	0	0	0
clu_9594	0	0	0	1	0
clu_9595	1	0	0	0	0
clu_9596	0	0	0	0	1
clu_9597	1	0	0	0	0
clu_9598	1	0	0	0	0
clu_9599	1	0	0	0	0
clu_9600	1	0	0	0	0
clu_9601	1	0	0	0	0
clu_9602	0	0	0	0	1
clu_9603	0	0	0	1	0
clu_9604	0	0	0	1	0
clu_9605	0	0	0	1	0
clu_9606	0	0	0	1	0
clu_9607	1	0	0	0	0
clu_9608	1	0	0	0	0
clu_9609	0	0	0	0	1
clu_9610	0	0	0	0	1
clu_9611	0	0	0	0	1
clu_9612	0	0	0	0	1
clu_9613	0	0	1	0	0
clu_9614	0	0	1	0	0
clu_9615	0	0	0	0	1
clu_9616	1	0	0	0	0
clu_9617	0	0	0	0	1
clu_9618	0	0	0	0	1
clu_9619	0	0	0	0	1
clu_9620	0	0	0	0	1
clu_9621	0	0	0	0	1
clu_9622	0	0	0	0	1
clu_9623	1	0	0	0	0
clu_9624	0	0	0	0	1
clu_9625	0	0	0	0	1
clu_9626	1	0	0	0	0
clu_9627	0	0	0	0	1
clu_9628	1	0	0	0	0
clu_9629	1	0	0	0	1
clu_9630	0	0	0	0	1
clu_9631	1	0	0	0	0
clu_9632	0	0	0	0	1
clu_9633	0	1	1	1	0
clu_9634	0	1	0	0	0
clu_9635	0	0	0	1	0
clu_9636	0	1	0	1	0
clu_9637	0	0	0	1	0
clu_9638	0	0	0	1	0
clu_9639	0	0	0	1	0
clu_9640	0	1	0	1	0
clu_9641	0	1	0	0	0
clu_9642	0	1	0	0	0
clu_9643	0	0	0	1	0
clu_9644	0	0	0	1	0
clu_9645	0	1	0	0	0
clu_9646	0	0	0	1	0
clu_9647	0	0	0	1	0
clu_9648	0	1	0	0	0
clu_9649	0	1	0	1	0
clu_9650	0	1	0	1	0
clu_9651	0	0	0	1	0
clu_9652	0	0	0	1	0
clu_9653	0	0	0	1	0
clu_9654	0	1	0	1	0
clu_9655	0	0	0	1	0
clu_9656	0	1	0	0	0
clu_9657	0	1	0	0	0
clu_9658	0	0	0	0	1
clu_9659	1	0	0	0	0
clu_9660	1	0	0	0	0
clu_9661	0	0	0	1	0
clu_9662	0	0	0	1	0
clu_9663	0	0	0	1	0
clu_9664	0	0	0	1	0
clu_9665	0	0	0	1	0
clu_9666	0	0	0	1	0
clu_9667	0	0	0	1	0
clu_9668	0	0	0	1	0
clu_9669	0	0	1	0	1
clu_9670	0	0	0	1	0
clu_9671	0	0	0	1	0
clu_9672	0	0	0	1	0
clu_9673	0	0	0	1	0
clu_9674	0	0	0	1	0
clu_9675	0	0	0	1	0
clu_9676	0	0	0	0	1
clu_9677	0	1	0	0	0
clu_9678	0	0	0	1	0
clu_9679	1	0	0	0	0
clu_9680	0	0	0	1	0
clu_9681	0	0	0	0	1
clu_9682	1	0	0	0	1
clu_9683	0	0	0	0	1
clu_9684	1	0	0	0	0
clu_9685	0	0	0	0	1
clu_9686	1	0	0	0	0
clu_9687	0	0	0	0	1
clu_9688	0	1	0	0	0
clu_9689	1	0	0	0	0
clu_9690	1	0	0	0	0
clu_9691	0	0	0	1	0
clu_9692	0	0	0	1	0
clu_9693	0	0	0	1	0
clu_9694	1	0	0	0	0
clu_9695	0	0	0	1	0
clu_9696	0	0	0	0	1
clu_9697	0	0	0	0	1
clu_9698	0	0	0	0	1
clu_9699	0	0	0	0	1
clu_9700	0	0	0	0	1
clu_9701	0	0	0	0	1
clu_9702	1	0	0	0	1
clu_9703	1	0	0	0	0
clu_9704	1	0	0	0	0
clu_9705	0	0	0	0	1
clu_9706	1	0	0	0	1
clu_9707	1	0	0	0	1
clu_9708	1	0	0	0	0
clu_9709	1	0	0	0	0
clu_9710	1	0	0	0	0
clu_9711	1	0	0	0	0
clu_9712	0	0	0	0	1
clu_9713	1	1	0	0	1
clu_9714	0	0	0	0	1
clu_9715	0	0	0	0	1
clu_9716	0	1	1	1	0
clu_9717	0	1	0	1	0
clu_9718	0	0	0	1	0
clu_9719	0	1	0	0	0
clu_9720	0	0	0	1	0
clu_9721	0	1	0	1	0
clu_9722	0	1	0	0	0
clu_9723	0	0	0	1	0
clu_9724	0	0	1	0	0
clu_9725	0	0	0	0	1
clu_9726	0	0	0	0	1
clu_9727	0	0	0	0	1
clu_9728	0	0	0	0	1
clu_9729	0	0	1	0	0
clu_9730	0	0	1	0	0
clu_9731	0	0	0	0	1
clu_9732	0	0	0	1	0
clu_9733	0	1	0	0	0
clu_9734	0	0	0	1	0
clu_9735	0	0	0	1	0
clu_9736	0	1	0	1	0
clu_9737	0	1	0	1	0
clu_9738	0	0	0	1	0
clu_9739	0	0	0	1	0
clu_9740	0	0	0	1	0
clu_9741	0	1	0	1	0
clu_9742	0	0	0	1	0
clu_9743	0	1	0	1	0
clu_9744	0	1	0	0	0
clu_9745	0	1	0	0	0
clu_9746	0	1	0	0	0
clu_9747	0	1	0	1	1
clu_9748	0	0	0	1	0
clu_9749	0	0	0	1	0
clu_9750	0	1	0	1	0
clu_9751	0	0	0	1	0
clu_9752	0	1	0	0	0
clu_9753	0	0	0	1	0
clu_9754	0	0	0	1	0
clu_9755	0	1	0	0	0
clu_9756	0	0	0	1	0
clu_9757	0	0	0	1	0
clu_9758	0	1	0	0	0
clu_9759	0	1	0	0	0
clu_9760	0	1	0	1	0
clu_9761	0	0	0	0	1
clu_9762	0	0	0	1	0
clu_9763	0	0	0	1	0
clu_9764	0	0	0	1	0
clu_9765	0	0	0	1	0
clu_9766	0	0	0	1	0
clu_9767	0	0	0	1	0
clu_9768	0	0	0	0	1
clu_9769	0	0	0	0	1
clu_9770	1	0	0	0	0
clu_9771	1	0	0	0	1
clu_9772	0	0	0	0	1
clu_9773	0	0	0	0	1
clu_9774	0	0	0	0	1
clu_9775	0	0	0	0	1
clu_9776	0	0	0	0	1
clu_9777	1	0	0	0	0
clu_9778	1	0	0	0	0
clu_9779	0	0	0	0	1
clu_9780	0	0	0	1	0
