Estimated genomic size	GC content	Phylum
3.018846154	45.34	Firmicutes
3.262414737	40.55	Firmicutes
3.27370844	29.21	Firmicutes
2.286022619	41.89	Firmicutes
2.68712715	38.15	Firmicutes
2.230545182	38.9	Firmicutes
2.812112867	44.93	Firmicutes
3.136381756	42.61	Firmicutes
3.884240316	46.58	Firmicutes
1.634876437	41.3	Firmicutes
2.630590556	37.18	Firmicutes
2.497148044	37.02	Firmicutes
3.052994695	41.38	Firmicutes
3.062145343	38.23	Firmicutes
2.148715801	34.8	Firmicutes
3.637538413	41.86	Firmicutes
2.807733304	41.3	Firmicutes
3.424842035	31.86	Firmicutes
3.201033831	37.98	Firmicutes
2.500923668	46.04	Firmicutes
3.005816464	57.28	Firmicutes
3.12964744	42.36	Firmicutes
3.166854763	44.73	Firmicutes
3.366594952	41.03	Firmicutes
2.925854266	39.83	Firmicutes
3.431155161	43.44	Firmicutes
2.743377178	39.67	Firmicutes
2.692961585	48.83	Firmicutes
2.673543745	37.68	Firmicutes
3.232271687	44.3	Firmicutes
3.492878496	41.35	Firmicutes
2.498813375	37.77	Firmicutes
3.082656906	40.81	Firmicutes
3.256479946	49.55	Firmicutes
3.243601306	41.15	Firmicutes
3.361826437	43.39	Firmicutes
2.411502318	40.72	Firmicutes
3.446360707	43.66	Firmicutes
2.81777132	40.18	Firmicutes
3.074492807	47.14	Firmicutes
2.380896533	37.34	Firmicutes
3.973792023	38.69	Firmicutes
2.583925003	39.4	Firmicutes
2.420683631	40.95	Firmicutes
3.242131298	46.24	Firmicutes
3.042497532	46.87	Firmicutes
2.911408784	45.31	Firmicutes
3.129120027	41.63	Firmicutes
3.364396174	39.24	Firmicutes
3.71110572	41.71	Firmicutes
3.486835073	38.18	Firmicutes
2.933826221	34.6	Firmicutes
2.968857294	39.91	Firmicutes
3.258798833	48.7	Firmicutes
2.863318009	40.69	Firmicutes
2.101975751	43.4	Firmicutes
2.752725621	35.88	Firmicutes
2.751420865	35.85	Firmicutes
2.680831923	38.83	Firmicutes
3.246010384	39.02	Firmicutes
3.379744687	41.17	Firmicutes
2.961010692	42.8	Firmicutes
4.60992448	38.77	Firmicutes
3.160170208	39.93	Firmicutes
2.735220771	38.63	Firmicutes
1.860936803	53.6	Firmicutes
2.643824317	35.49	Firmicutes
1.905497152	49.15	Firmicutes
2.835537622	40.35	Firmicutes
2.773984255	43.48	Firmicutes
3.572339427	38.19	Firmicutes
4.156366962	39.73	Firmicutes
2.227950518	59.61	Firmicutes
2.547760756	38.23	Firmicutes
2.444083323	36.48	Firmicutes
3.132243797	39.29	Firmicutes
2.924798013	36.19	Firmicutes
3.178753677	42.79	Firmicutes
4.096396766	43.35	Firmicutes
3.382107068	34.42	Firmicutes
2.662172702	42.52	Firmicutes
2.498144243	46.81	Firmicutes
2.983316792	43.32	Firmicutes
3.396432273	39.58	Firmicutes
3.447497904	45.64	Firmicutes
2.53002547	36.98	Firmicutes
3.104820762	50.69	Firmicutes
3.407583391	47.08	Firmicutes
2.490902239	43.45	Firmicutes
3.24622317	46.47	Firmicutes
2.207429312	56.34	Firmicutes
3.397800107	45.04	Firmicutes
2.800578696	48.69	Firmicutes
2.340239234	36.14	Firmicutes
2.502410864	48.79	Firmicutes
2.915380228	42.37	Firmicutes
2.300844005	38.89	Firmicutes
2.50460105	40.62	Firmicutes
2.690632963	34.94	Firmicutes
2.695920098	39.47	Firmicutes
3.010076687	31.19	Firmicutes
2.842769627	42.77	Firmicutes
2.134819523	48.37	Firmicutes
2.565901658	43.69	Firmicutes
2.956202082	28.47	Firmicutes
2.818092068	41.68	Firmicutes
2.533705656	37.61	Firmicutes
2.476985468	49.6	Firmicutes
2.885976031	41.04	Firmicutes
4.137019998	45.29	Firmicutes
2.479650217	36.26	Firmicutes
2.600722268	44.81	Firmicutes
2.460644911	41.68	Firmicutes
3.06407644	45.33	Firmicutes
2.346451781	45.46	Firmicutes
3.28287054	45.97	Firmicutes
2.538995796	38.38	Firmicutes
3.49735206	44.76	Firmicutes
3.80203016	44.67	Firmicutes
3.415503224	43.38	Firmicutes
2.511018235	39.33	Firmicutes
2.73046886	40.89	Firmicutes
2.389931358	46.92	Firmicutes
2.861835672	36.14	Firmicutes
2.938898503	37.3	Firmicutes
2.722297055	42.53	Firmicutes
2.776504076	44.02	Firmicutes
3.051298955	42.24	Firmicutes
3.444097237	44.96	Firmicutes
3.280791895	46.06	Firmicutes
3.523805319	42.22	Firmicutes
2.70087507	49.89	Firmicutes
2.409309655	41.18	Firmicutes
2.250635001	36.37	Firmicutes
2.74824455	39.57	Firmicutes
3.364175408	39.48	Firmicutes
1.48797805	47.03	Firmicutes
2.190832986	50.56	Firmicutes
1.782379224	55.86	Firmicutes
1.802993373	46.2	Firmicutes
2.697522362	56.85	Firmicutes
1.830054267	56.23	Firmicutes
2.859298749	56.54	Firmicutes
2.090756303	55.14	Firmicutes
2.1482678	57.18	Firmicutes
2.176486427	50.24	Firmicutes
1.528939883	54.99	Firmicutes
3.358018721	55.76	Firmicutes
3.513737432	44.82	Firmicutes
2.106575929	50.08	Firmicutes
1.736660924	60.55	Firmicutes
2.555606379	49.43	Firmicutes
2.291826803	52.23	Firmicutes
1.817021192	53.25	Firmicutes
1.895469244	57.16	Firmicutes
1.538496718	58	Firmicutes
2.392630383	52.19	Firmicutes
2.308630891	42.89	Firmicutes
2.197594631	50.49	Firmicutes
2.709600806	55.08	Firmicutes
1.830536062	45.2	Firmicutes
1.747790117	49.04	Firmicutes
2.777122986	46.11	Firmicutes
2.326102801	61.43	Firmicutes
1.75820692	44.36	Firmicutes
1.606051643	57.95	Firmicutes
2.287086257	59.91	Firmicutes
2.273460615	57.95	Firmicutes
2.370239664	60.34	Firmicutes
2.599759795	60.09	Firmicutes
2.157787157	59.61	Firmicutes
2.094959557	45.65	Firmicutes
2.229636097	50.18	Firmicutes
2.379730942	59.38	Firmicutes
2.227974569	51.59	Firmicutes
2.01665698	50.94	Firmicutes
1.841119584	43.49	Firmicutes
1.831121628	55.67	Firmicutes
2.018369345	47.71	Firmicutes
2.865918	51.35	Firmicutes
1.776072384	51.68	Firmicutes
2.152001179	45.38	Firmicutes
1.756895081	58.75	Firmicutes
1.886704016	56.32	Firmicutes
2.407703783	54.72	Firmicutes
1.44616849	47.39	Firmicutes
1.656322074	44.93	Firmicutes
1.999588564	62.59	Firmicutes
2.390582652	45.61	Firmicutes
2.038989823	37.72	Firmicutes
2.121971062	44.17	Firmicutes
1.923378261	54.53	Firmicutes
2.237690133	45.43	Firmicutes
2.050693163	49.47	Firmicutes
2.33232672	45.42	Firmicutes
1.812418089	39.63	Firmicutes
2.689296368	47.1	Firmicutes
2.367418253	42.04	Firmicutes
2.716543196	47.75	Firmicutes
2.15368945	51.37	Firmicutes
1.930005231	42.78	Firmicutes
2.718715692	46.44	Firmicutes
1.885879465	37.97	Firmicutes
2.19946803	50.31	Firmicutes
2.078103152	42.42	Firmicutes
2.791984996	42.17	Firmicutes
2.246508796	42.47	Firmicutes
2.229607534	41.52	Firmicutes
1.537680466	56.84	Firmicutes
2.211251359	48.44	Firmicutes
2.128462363	43.44	Firmicutes
1.77962363	54.25	Firmicutes
1.915824719	50.34	Firmicutes
1.775964097	43.51	Firmicutes
2.063610279	48.82	Firmicutes
1.682513369	50.44	Firmicutes
1.737885438	55.32	Firmicutes
2.113002297	45.61	Firmicutes
2.201808196	50.55	Firmicutes
1.838297162	38.77	Firmicutes
1.699703404	38.95	Firmicutes
1.558071476	40.8	Firmicutes
2.803659336	48.13	Firmicutes
2.246472233	49.76	Firmicutes
1.870351176	47.32	Firmicutes
2.305503104	38.82	Firmicutes
2.51467852	49.01	Firmicutes
1.763430987	38.79	Firmicutes
2.474176126	44.08	Firmicutes
1.708863393	40.25	Firmicutes
2.030852182	40.12	Firmicutes
2.228695707	46.26	Firmicutes
2.728444385	42.18	Firmicutes
1.942624599	48.14	Firmicutes
2.166052356	43.75	Firmicutes
1.888909327	42.84	Firmicutes
1.900449024	39.06	Firmicutes
2.375970268	47.64	Firmicutes
2.684116062	45.51	Firmicutes
1.902408399	48.14	Firmicutes
2.21042718	48.42	Firmicutes
2.120077935	39.04	Firmicutes
1.835554926	50.21	Firmicutes
1.811808223	43.57	Firmicutes
1.990603547	43.06	Firmicutes
1.863277679	45.77	Firmicutes
1.79243282	41.38	Firmicutes
1.801730927	51.11	Firmicutes
2.080831518	38.22	Firmicutes
2.142859028	48.53	Firmicutes
2.163091628	57.15	Firmicutes
1.777609403	54.35	Firmicutes
2.636546637	47.75	Firmicutes
3.305109722	50.57	Firmicutes
2.088769619	58.13	Firmicutes
2.121878552	46.85	Firmicutes
1.846542911	49.13	Firmicutes
3.561325607	52.4	Firmicutes
1.895411255	55.42	Firmicutes
1.626622337	43.57	Firmicutes
2.32293715	38.51	Firmicutes
2.514567225	47.38	Firmicutes
1.959078452	52.42	Firmicutes
2.528536161	52.1	Firmicutes
1.875271458	58.22	Firmicutes
2.64993462	53.64	Firmicutes
2.404434458	54.69	Firmicutes
3.103810231	49.94	Firmicutes
2.523072487	46.83	Firmicutes
1.971235605	54.87	Firmicutes
2.150216003	53.16	Firmicutes
1.404035714	37.17	Firmicutes
2.465603569	40.76	Firmicutes
1.563261276	37.19	Firmicutes
2.7201399	56.95	Firmicutes
2.1317809	52.63	Firmicutes
1.8851281	44.86	Firmicutes
1.454040415	38.51	Firmicutes
1.712264775	40.89	Firmicutes
2.739889567	34.13	Firmicutes
1.567381137	48.5	Firmicutes
2.123195822	37.57	Firmicutes
3.459940214	38.16	Firmicutes
1.497594217	49.51	Firmicutes
1.579019485	40.77	Firmicutes
3.243080795	42.95	Firmicutes
2.658427038	39.06	Firmicutes
2.096203523	46.06	Firmicutes
4.254551801	58.42	Firmicutes
2.327026714	42.51	Firmicutes
1.977610131	43.2	Firmicutes
3.055739204	42.01	Firmicutes
2.386498403	57.16	Firmicutes
1.7387	55.64	Firmicutes
2.718699746	56.21	Firmicutes
2.936516534	55.6	Firmicutes
2.055162497	44.39	Firmicutes
2.761574758	42.3	Firmicutes
2.247155594	51.23	Firmicutes
2.665681056	48.72	Firmicutes
2.726871081	42.81	Firmicutes
2.276854476	52.8	Firmicutes
2.296983525	48.9	Firmicutes
2.811749	44.82	Firmicutes
2.198642951	46.82	Firmicutes
2.360903884	43.33	Firmicutes
2.730899	50.28	Firmicutes
2.241681796	41.03	Firmicutes
1.839224186	40.71	Firmicutes
2.550643676	46.64	Firmicutes
2.223773336	49.36	Firmicutes
1.956871005	40.37	Firmicutes
2.313471611	33.26	Firmicutes
1.982714089	53.86	Firmicutes
2.034325861	44.72	Firmicutes
2.539512398	52.4	Firmicutes
2.683592616	57.43	Firmicutes
3.313082	54.07	Firmicutes
3.154377996	54.21	Firmicutes
2.201131529	39.96	Firmicutes
2.501595634	49.78	Firmicutes
1.806656856	42.61	Firmicutes
2.95800765	53.47	Firmicutes
1.966438261	39.94	Firmicutes
1.833194522	53.98	Firmicutes
2.02844552	39.34	Firmicutes
2.498072195	43.42	Firmicutes
3.268370066	46.43	Firmicutes
2.087124132	47.95	Firmicutes
2.652823159	44.75	Firmicutes
2.210249552	51.73	Firmicutes
2.111124692	52.43	Firmicutes
2.151399133	41.95	Firmicutes
2.596418021	38.73	Firmicutes
1.656959522	36.72	Firmicutes
2.459134271	53.21	Firmicutes
2.809825919	50.11	Firmicutes
1.767040903	45.88	Firmicutes
2.161057672	50.32	Firmicutes
1.621340642	44.17	Firmicutes
1.665839927	42	Firmicutes
1.912942438	53.71	Firmicutes
2.076789996	55.42	Firmicutes
2.529923086	43.27	Firmicutes
1.611449678	56.63	Firmicutes
3.245589917	47.53	Firmicutes
2.09470333	45.11	Firmicutes
2.348986967	46.45	Firmicutes
2.736221797	46.14	Firmicutes
1.416583344	51.45	Firmicutes
2.123987429	38.37	Firmicutes
2.353602312	50.01	Firmicutes
2.165875822	48.16	Firmicutes
2.376285597	46.58	Firmicutes
1.547821059	47.33	Firmicutes
2.455616917	53.73	Firmicutes
3.037406076	48.26	Firmicutes
1.652645616	38.96	Firmicutes
1.795636973	53.03	Firmicutes
2.750874805	39.21	Firmicutes
1.422785587	47.24	Firmicutes
2.785152742	50.76	Firmicutes
1.838812	50.05	Firmicutes
1.923801558	49.18	Firmicutes
2.49980352	44.19	Firmicutes
1.851158972	57.91	Firmicutes
1.629285714	50.83	Firmicutes
2.027431479	42.49	Firmicutes
1.848007036	36.12	Firmicutes
2.449323356	56.71	Firmicutes
2.167594407	40.96	Firmicutes
3.571256355	52.59	Firmicutes
2.313562448	43.69	Firmicutes
1.794299265	43.93	Firmicutes
2.169779755	54.11	Firmicutes
3.210198807	50.25	Firmicutes
2.492943548	51.28	Firmicutes
2.009308579	48.98	Firmicutes
3.408687394	42.31	Firmicutes
2.384178849	38.45	Firmicutes
2.351643745	53.23	Firmicutes
2.477736706	52.45	Firmicutes
2.051666081	55.61	Firmicutes
2.621524224	46.28	Firmicutes
2.826955013	56.49	Firmicutes
1.619434675	56.06	Firmicutes
3.172806	52.53	Firmicutes
1.948612546	46.57	Firmicutes
2.164947565	41.87	Firmicutes
2.475259803	46.98	Firmicutes
2.356966569	52.15	Firmicutes
2.558697276	48.83	Firmicutes
2.60219324	51.46	Firmicutes
2.467957723	42.17	Firmicutes
3.31918491	54.91	Firmicutes
1.919371717	56	Firmicutes
1.582992009	48.79	Firmicutes
2.069688181	57.98	Firmicutes
3.328000741	50.69	Firmicutes
2.562500773	43.12	Firmicutes
2.71201214	43.94	Firmicutes
2.653866175	37.67	Firmicutes
2.640412504	51.7	Firmicutes
1.658932	56.39	Firmicutes
1.609694358	52.68	Firmicutes
2.793699855	50.01	Firmicutes
2.627286661	55.61	Firmicutes
1.884094883	56.04	Firmicutes
3.219771564	57.62	Firmicutes
1.670600412	56.02	Firmicutes
1.827321614	43.14	Firmicutes
2.214410999	54.22	Firmicutes
2.092727664	38.79	Firmicutes
2.162762877	56.09	Firmicutes
1.543044133	55.99	Firmicutes
2.671889222	56.67	Firmicutes
2.686273218	44.72	Firmicutes
1.773704895	37.4	Firmicutes
2.973908364	43.48	Firmicutes
2.752094572	50.53	Firmicutes
3.407242217	56.51	Firmicutes
1.983937351	53.73	Firmicutes
2.75685731	50.55	Firmicutes
2.061499169	54.83	Firmicutes
2.161510097	45.73	Firmicutes
2.242069989	58.19	Firmicutes
2.291501868	56.57	Firmicutes
2.258476289	36.33	Firmicutes
1.825863914	42.33	Firmicutes
2.123178076	55.79	Firmicutes
1.983746065	54.91	Firmicutes
2.451770386	46.8	Firmicutes
2.701417074	51.54	Firmicutes
3.421187824	43.83	Firmicutes
1.741686053	41.06	Firmicutes
1.515251364	39.71	Firmicutes
2.500567196	53.4	Firmicutes
1.7832277	53.76	Firmicutes
2.093611752	34.96	Firmicutes
1.850764287	58.23	Firmicutes
2.457896175	40.99	Firmicutes
2.034291785	50.13	Firmicutes
1.964085482	55.04	Firmicutes
1.977908505	52.73	Firmicutes
2.888665923	54.93	Firmicutes
2.097340588	41.18	Firmicutes
2.53812818	43.51	Firmicutes
2.420996852	44.9	Firmicutes
2.494245706	56.35	Firmicutes
1.619024914	54.55	Firmicutes
2.280038713	48.26	Firmicutes
2.126069349	36.09	Firmicutes
2.000225232	46.45	Firmicutes
2.600768585	51.75	Firmicutes
2.990899465	54.93	Firmicutes
2.003744031	42.88	Firmicutes
2.353647618	56.19	Firmicutes
2.2262972	64.2	Firmicutes
2.344051577	48.48	Firmicutes
1.700318661	40.07	Firmicutes
3.106941112	42.53	Firmicutes
2.40542288	50.94	Firmicutes
1.952346578	41.32	Firmicutes
2.793816021	53.14	Firmicutes
1.676403326	51.06	Firmicutes
2.238652023	51.1	Firmicutes
2.103574833	37.81	Firmicutes
2.12639127	47.53	Firmicutes
1.800803213	51.16	Firmicutes
1.734905609	47.99	Firmicutes
2.960519509	38.86	Firmicutes
2.244995753	45.37	Firmicutes
3.126539162	44.12	Firmicutes
1.619226804	48.14	Firmicutes
1.570399567	48.09	Firmicutes
2.002922685	44.23	Firmicutes
2.414692091	55.05	Firmicutes
3.721583067	42.14	Firmicutes
2.667247218	51.53	Firmicutes
1.800365752	41.25	Firmicutes
1.995447154	48.39	Firmicutes
1.908412764	37.39	Firmicutes
1.930407671	33.71	Firmicutes
2.192107028	37.8	Firmicutes
1.918493426	42.98	Firmicutes
3.578270641	53.59	Firmicutes
2.84693503	38.07	Firmicutes
2.769337911	48.72	Firmicutes
1.894158305	39.71	Firmicutes
2.214954867	55.44	Firmicutes
2.201418319	58.73	Firmicutes
2.045657997	50.04	Firmicutes
1.979501554	56.09	Firmicutes
2.443203984	44.38	Firmicutes
3.371999752	52.77	Firmicutes
2.962999079	56.45	Firmicutes
1.592566135	57.35	Firmicutes
3.606667703	52.36	Firmicutes
2.309833395	40.71	Firmicutes
2.860994264	42.78	Firmicutes
2.767523511	51.03	Firmicutes
2.686244503	41.83	Firmicutes
2.195552066	58	Firmicutes
3.158214557	59.46	Firmicutes
2.653585036	42.36	Firmicutes
2.392527017	44.16	Firmicutes
3.548341033	49.55	Firmicutes
3.274940972	56.16	Firmicutes
2.511617	55.37	Firmicutes
2.677613825	50.12	Firmicutes
2.749431673	40.68	Firmicutes
3.517176	42.13	Firmicutes
2.245582871	49	Firmicutes
2.176859101	44.77	Firmicutes
2.183694824	47.75	Firmicutes
2.428473562	41.05	Firmicutes
1.416308086	41.15	Firmicutes
1.862881765	43.43	Firmicutes
3.004760739	49.08	Firmicutes
2.477076703	53.64	Firmicutes
2.430542	55.38	Firmicutes
3.42343447	56.13	Firmicutes
2.042137097	52.86	Firmicutes
2.161868653	54.83	Firmicutes
1.263334732	38.84	Firmicutes
1.845004582	50.71	Firmicutes
2.461634169	53.07	Firmicutes
3.580167104	53.17	Firmicutes
2.46873742	41.78	Firmicutes
1.7748486	44.85	Firmicutes
1.838078325	43.07	Firmicutes
1.863879734	57.21	Firmicutes
1.579115425	41.56	Firmicutes
1.891614508	48.79	Firmicutes
1.59335743	51.71	Firmicutes
2.057820204	45.56	Firmicutes
2.524227747	50.8	Firmicutes
2.45865573	44.63	Firmicutes
2.290439979	42.96	Firmicutes
1.554145957	41.53	Firmicutes
2.635865	45.44	Firmicutes
2.042280815	44.55	Firmicutes
2.3669099	48.97	Firmicutes
2.466236186	48.77	Firmicutes
3.068049357	50.07	Firmicutes
1.791590849	43.14	Firmicutes
1.95461686	52.27	Firmicutes
1.664036487	47.36	Firmicutes
2.680352	56.1	Firmicutes
1.732976618	37.41	Firmicutes
1.564536424	38.53	Firmicutes
1.643935539	53.01	Firmicutes
1.815006474	41.39	Firmicutes
2.064105984	55.1	Firmicutes
1.748784598	50.51	Firmicutes
2.327483593	57.58	Firmicutes
2.28994915	42.02	Firmicutes
1.823935772	54.76	Firmicutes
1.361906815	36.9	Firmicutes
2.155542603	57.88	Firmicutes
1.985905992	42.32	Firmicutes
1.683615911	40.26	Firmicutes
1.781292989	40.43	Firmicutes
2.341416092	42.28	Firmicutes
2.567535539	48.52	Firmicutes
1.780543063	43.11	Firmicutes
1.991378854	46.79	Firmicutes
2.340670469	53.96	Firmicutes
2.048534031	56.44	Firmicutes
2.382443276	59.46	Firmicutes
2.648445129	52.88	Firmicutes
2.248444918	43.46	Firmicutes
1.803000936	45.69	Firmicutes
1.942419389	39.24	Firmicutes
1.88536426	47.41	Firmicutes
1.979855917	48.56	Firmicutes
1.910788495	51.32	Firmicutes
2.149290895	38.85	Firmicutes
2.301184404	50.88	Firmicutes
2.939974592	48.23	Firmicutes
1.588038571	55.08	Firmicutes
3.445497211	52.57	Firmicutes
2.224923509	52.72	Firmicutes
2.372374013	48.42	Firmicutes
2.31215491	48.29	Firmicutes
2.147161043	45.25	Firmicutes
2.444301	40.73	Firmicutes
1.605939457	40.76	Firmicutes
2.653613308	44.56	Firmicutes
2.804282293	60.93	Firmicutes
1.722730727	43.87	Firmicutes
1.746026498	42.15	Firmicutes
1.598267077	38.09	Firmicutes
1.876435763	39.42	Firmicutes
1.789182105	43.28	Firmicutes
1.679026213	40.75	Firmicutes
2.134804657	44.28	Firmicutes
2.021793316	50.85	Firmicutes
2.318466373	35.04	Firmicutes
2.132280657	56.55	Firmicutes
2.126036474	37.65	Firmicutes
2.410394667	60.06	Firmicutes
1.961107553	53.74	Firmicutes
1.809781	48.94	Firmicutes
1.815340099	37.8	Firmicutes
1.850290411	39.82	Firmicutes
1.926083798	56.75	Firmicutes
1.954620626	46.11	Firmicutes
2.262314705	47.66	Firmicutes
2.015646648	46.79	Firmicutes
1.981504406	53.77	Firmicutes
1.862279793	44.74	Firmicutes
2.216615636	42.65	Firmicutes
2.265943668	41.09	Firmicutes
1.997163542	44.18	Firmicutes
1.627694752	50.74	Firmicutes
1.781480675	57.84	Firmicutes
2.745415933	48.52	Firmicutes
2.158866243	41.56	Firmicutes
2.269624145	39.13	Firmicutes
1.792777335	38.35	Firmicutes
3.090118943	57.17	Firmicutes
2.524182436	46.88	Firmicutes
2.482160734	45.72	Firmicutes
2.124562783	44.55	Firmicutes
2.045048565	35.68	Firmicutes
3.161694547	42.5	Firmicutes
1.954968074	38.96	Firmicutes
2.02507772	58.17	Firmicutes
1.571822441	46.84	Firmicutes
2.420247316	41.71	Firmicutes
2.809721519	51.1	Firmicutes
3.624722	54.78	Firmicutes
2.378742023	46.72	Firmicutes
2.064927035	43.29	Firmicutes
1.810306777	53.33	Firmicutes
2.589850714	43.07	Firmicutes
3.033885683	41.91	Firmicutes
2.164482158	54.87	Firmicutes
2.209053947	43.59	Firmicutes
1.64845092	41.67	Firmicutes
1.727183457	38.26	Firmicutes
2.477522252	51.98	Firmicutes
2.199423907	52.6	Firmicutes
1.958752495	46.49	Firmicutes
1.802955017	36.12	Firmicutes
3.710500657	54.08	Firmicutes
2.612194101	40.86	Firmicutes
1.869170872	55.53	Firmicutes
3.087763557	50.64	Firmicutes
3.182132	50.28	Firmicutes
1.912917507	59.6	Firmicutes
2.081469681	53.53	Firmicutes
2.414817006	50.13	Firmicutes
2.049615282	50.4	Firmicutes
1.699372309	54.24	Firmicutes
1.449360261	52.69	Firmicutes
2.429973704	40.08	Firmicutes
2.452831892	46.4	Firmicutes
2.266141627	43.13	Firmicutes
2.284939194	35.33	Firmicutes
2.199790138	43.38	Firmicutes
1.857128483	46.3	Firmicutes
2.573029905	59.47	Firmicutes
2.074478181	53.15	Firmicutes
1.977368978	39.44	Firmicutes
2.202771711	49.48	Firmicutes
1.92849031	56.01	Firmicutes
2.51873433	40.51	Firmicutes
1.938696838	43.57	Firmicutes
2.244967765	47.85	Firmicutes
2.192605656	53.78	Firmicutes
2.685858419	52.19	Firmicutes
2.393603463	53.26	Firmicutes
2.383227751	46.72	Firmicutes
1.77710921	48.74	Firmicutes
2.826621861	40.3	Firmicutes
1.942922282	40.52	Firmicutes
2.659040505	53.6	Firmicutes
1.739761078	52.29	Firmicutes
2.661588513	50.23	Firmicutes
1.974998967	51.99	Firmicutes
1.718426047	42.39	Firmicutes
2.395276	57.93	Firmicutes
1.727202059	39.7	Firmicutes
2.040899702	39.08	Firmicutes
2.143894274	47.34	Firmicutes
1.959221917	59.01	Firmicutes
2.11317924	47.22	Firmicutes
1.739355959	52.65	Firmicutes
2.12846265	45.14	Firmicutes
2.069726811	41.31	Firmicutes
2.187333637	39.41	Firmicutes
2.429560276	55.25	Firmicutes
1.42189872	45.41	Firmicutes
2.817593	48.24	Firmicutes
1.625801113	56.87	Firmicutes
1.575739581	41.47	Firmicutes
2.239282516	39.61	Firmicutes
2.64749848	43.08	Firmicutes
2.908088	52.16	Firmicutes
1.66220934	48.97	Firmicutes
1.710020747	39.65	Firmicutes
1.517653522	44.47	Firmicutes
1.387259633	51.13	Firmicutes
1.507547127	43.21	Firmicutes
2.260667114	45.46	Firmicutes
1.904814	42.71	Firmicutes
1.579054917	40.17	Firmicutes
2.377450626	43.68	Firmicutes
2.367745025	42.58	Firmicutes
1.710681324	42.06	Firmicutes
1.518433707	41.17	Firmicutes
2.334129679	49.37	Firmicutes
2.298453098	41.28	Firmicutes
2.251292667	45.85	Firmicutes
2.151113119	41.55	Firmicutes
1.643039205	40.13	Firmicutes
2.478561982	43.55	Firmicutes
1.596746077	43.26	Firmicutes
1.791873701	52.79	Firmicutes
2.438377284	50.31	Firmicutes
2.07306313	52.55	Firmicutes
2.014434099	56.64	Firmicutes
1.715192839	52.59	Firmicutes
3.254114729	59.76	Firmicutes
1.541949388	40.97	Firmicutes
1.681661759	55.62	Firmicutes
2.671359	52.71	Firmicutes
2.156549994	40.63	Firmicutes
2.317813735	54.59	Firmicutes
2.483768884	48.03	Firmicutes
1.881857217	58.36	Firmicutes
1.815373576	57.46	Firmicutes
1.870468394	44.96	Firmicutes
2.789876631	52.81	Firmicutes
2.634168114	52.66	Firmicutes
2.201425928	52.33	Firmicutes
1.488678576	46.93	Firmicutes
2.49910269	41.88	Firmicutes
2.411443684	53.66	Firmicutes
1.50900706	53.36	Firmicutes
2.086239422	48.64	Firmicutes
1.996439453	44.52	Firmicutes
2.600503035	43.92	Firmicutes
1.886172937	56.4	Firmicutes
1.439352895	58.84	Firmicutes
3.133323	45.93	Firmicutes
2.441336172	52.66	Firmicutes
3.663125922	49.09	Firmicutes
2.670426474	44.11	Firmicutes
2.182078548	38.53	Firmicutes
1.962174199	46.96	Firmicutes
2.279693347	53.27	Firmicutes
2.592752838	39.57	Firmicutes
2.311554036	43.41	Firmicutes
3.051464785	41.81	Firmicutes
2.712332779	58.59	Firmicutes
2.367446465	46.47	Firmicutes
2.079988762	55.29	Firmicutes
2.458073953	43.08	Firmicutes
1.834261594	52.95	Firmicutes
2.631757649	52.23	Firmicutes
2.108550818	53.4	Firmicutes
2.579598085	43.91	Firmicutes
3.511570917	43.87	Firmicutes
1.799213483	48.07	Firmicutes
3.284478176	60.33	Firmicutes
1.508637905	47.69	Firmicutes
2.709473185	38.38	Firmicutes
2.225694138	50.69	Firmicutes
2.749810893	51.02	Firmicutes
2.248734534	46.55	Firmicutes
2.49485905	45.89	Firmicutes
2.612649277	55.13	Firmicutes
2.101130178	52.86	Firmicutes
1.343157255	36.12	Firmicutes
2.467681332	53.97	Firmicutes
1.328909202	37.98	Firmicutes
1.85774984	54.1	Firmicutes
2.008228251	55.36	Firmicutes
2.413354823	54.11	Firmicutes
2.234344992	56.8	Firmicutes
2.069335364	50.29	Firmicutes
2.324537655	43.44	Firmicutes
2.231070024	42.95	Firmicutes
2.518895587	54.67	Firmicutes
2.325026105	60.52	Firmicutes
2.544074388	46.32	Firmicutes
2.040204183	47.82	Firmicutes
2.218461367	47.67	Firmicutes
1.689875924	43.88	Firmicutes
1.972075052	54.34	Firmicutes
2.795693219	39.33	Firmicutes
1.940845208	58.3	Firmicutes
2.172441482	44.51	Firmicutes
2.107742702	47.59	Firmicutes
3.104617876	54.13	Firmicutes
2.261832	47.67	Firmicutes
1.533313765	44.62	Firmicutes
2.382500307	60.39	Firmicutes
1.709918129	51.44	Firmicutes
3.305490845	46.11	Firmicutes
2.160262369	43.31	Firmicutes
2.223331654	36.94	Firmicutes
1.732914883	40.65	Firmicutes
2.646210455	48.02	Firmicutes
2.504635524	54.09	Firmicutes
1.873864638	58.72	Firmicutes
1.816692036	55.94	Firmicutes
3.087279085	51.18	Firmicutes
3.039319032	44.54	Firmicutes
1.929373368	58.27	Firmicutes
1.988426748	47.94	Firmicutes
4.31405	58.01	Firmicutes
2.438374303	47.58	Firmicutes
2.148731728	40.15	Firmicutes
2.590352084	53.25	Firmicutes
3.893782767	52.59	Firmicutes
2.896017505	41.29	Firmicutes
1.957015986	54.78	Firmicutes
2.77123427	59.83	Firmicutes
2.259714415	43.84	Firmicutes
2.388859727	41.15	Firmicutes
