Estimated genomic size	GC content	Phylum
2.241848532	51.59	Firmicutes
1.923439467	45.19	Firmicutes
2.783501153	57.13	Firmicutes
2.56333718	49.52	Firmicutes
2.378306764	55.24	Firmicutes
3.194754594	57.64	Firmicutes
1.792547434	50.16	Firmicutes
2.352114731	37.29	Firmicutes
2.623811419	52.86	Firmicutes
2.526709707	53.41	Firmicutes
2.141793118	36.62	Firmicutes
2.487386392	46.5	Firmicutes
2.081007326	56.5	Firmicutes
2.519473964	49.67	Firmicutes
2.22156233	51.25	Firmicutes
2.092632988	57.5	Firmicutes
2.645124776	48.42	Firmicutes
2.044576196	36.44	Firmicutes
2.271906382	43.36	Firmicutes
3.25986955	41.89	Firmicutes
2.289638832	41.56	Firmicutes
2.177194011	48.95	Firmicutes
1.791993	39.44	Firmicutes
1.848785492	41.74	Firmicutes
2.578872579	43.05	Firmicutes
1.946445584	53.24	Firmicutes
2.464078668	53.56	Firmicutes
2.098523524	43.72	Firmicutes
3.94756	52.35	Firmicutes
3.287237615	53.19	Firmicutes
2.775607	56.85	Firmicutes
3.356352	52.91	Firmicutes
2.566261873	46.34	Firmicutes
2.810987755	41.98	Firmicutes
2.587495278	56.6	Firmicutes
2.179902131	44.37	Firmicutes
1.713078155	43.88	Firmicutes
2.397653725	54.04	Firmicutes
2.456512582	56.55	Firmicutes
2.091116601	39.75	Firmicutes
2.327479185	56.64	Firmicutes
2.38676752	54.63	Firmicutes
1.575950889	53.48	Firmicutes
3.654454637	57.44	Firmicutes
1.956192728	41.89	Firmicutes
2.059420491	38.39	Firmicutes
1.881465415	53.2	Firmicutes
2.292916346	57.85	Firmicutes
2.91636025	47.94	Firmicutes
1.979527762	44.05	Firmicutes
2.32528272	52.1	Firmicutes
2.08426087	38.84	Firmicutes
2.689251685	44.84	Firmicutes
1.898602004	52.77	Firmicutes
1.610173469	45.38	Firmicutes
2.526858628	34.63	Firmicutes
2.149260544	48.07	Firmicutes
2.158562192	45.63	Firmicutes
1.79676908	41.09	Firmicutes
1.947874396	46.05	Firmicutes
1.999673759	42.87	Firmicutes
1.960344828	36.19	Firmicutes
2.051226758	55.7	Firmicutes
2.559948669	47.22	Firmicutes
3.619508906	59.26	Firmicutes
2.427748777	33.17	Firmicutes
2.008352482	50.65	Firmicutes
2.069546483	49.72	Firmicutes
2.749727112	41.92	Firmicutes
2.786743277	59.06	Firmicutes
2.181535292	40.31	Firmicutes
1.950047284	40.33	Firmicutes
1.57922595	37.91	Firmicutes
2.880640337	41.87	Firmicutes
1.751669871	36.24	Firmicutes
2.476956584	45.25	Firmicutes
2.221933053	47.76	Firmicutes
2.08264387	39.56	Firmicutes
2.171285606	38.93	Firmicutes
1.974180318	46.58	Firmicutes
1.945478325	48.1	Firmicutes
1.663713998	52.11	Firmicutes
3.346882	48.53	Firmicutes
2.563457493	55.21	Firmicutes
2.555618105	59.5	Firmicutes
2.176865751	43.35	Firmicutes
2.338922649	41.97	Firmicutes
1.774392934	46.04	Firmicutes
2.412886722	46.76	Firmicutes
2.039417629	34.43	Firmicutes
2.310438665	47.11	Firmicutes
3.082331757	48.65	Firmicutes
2.329187115	44.77	Firmicutes
2.381363166	42.62	Firmicutes
2.850516122	51.9	Firmicutes
3.46467244	49.45	Firmicutes
2.669601611	53.99	Firmicutes
2.093071098	45.93	Firmicutes
2.144376284	42.59	Firmicutes
2.019021739	43.99	Firmicutes
1.263627008	42.13	Firmicutes
2.19684324	43.22	Firmicutes
2.235103074	41.16	Firmicutes
1.957994426	39.24	Firmicutes
3.267843987	50.11	Firmicutes
1.977800568	44.67	Firmicutes
3.55299274	46.63	Firmicutes
3.111383836	37.2	Firmicutes
2.006587292	49.96	Firmicutes
1.766770272	46.17	Firmicutes
1.815713675	46.34	Firmicutes
2.021874367	51.71	Firmicutes
2.443266069	39.33	Firmicutes
2.707620478	47.64	Firmicutes
2.857778063	52.14	Firmicutes
2.202156597	47.12	Firmicutes
2.307276453	51.26	Firmicutes
2.361646303	41.51	Firmicutes
3.119961511	44.35	Firmicutes
3.18969	58.04	Firmicutes
2.691983191	59.35	Firmicutes
2.398229981	45.1	Firmicutes
2.517619442	42.23	Firmicutes
3.966095238	53.49	Firmicutes
2.525316338	41.26	Firmicutes
2.403639003	41.67	Firmicutes
1.921715457	52.76	Firmicutes
2.876816509	51.9	Firmicutes
1.538751379	58.66	Firmicutes
2.433447096	51.46	Firmicutes
2.634970699	45.84	Firmicutes
1.850645423	44.47	Firmicutes
2.32771825	46.47	Firmicutes
2.882883086	44.25	Firmicutes
2.540384	44.44	Firmicutes
2.552882853	51.75	Firmicutes
2.622517115	44.42	Firmicutes
2.399665093	46.49	Firmicutes
2.035648689	47.33	Firmicutes
2.177201332	47.4	Firmicutes
2.287406682	57.02	Firmicutes
2.620460912	45.72	Firmicutes
2.475079712	43.38	Firmicutes
2.040443698	49.57	Firmicutes
2.256204244	53.88	Firmicutes
2.85309797	42.77	Firmicutes
1.986540153	40.2	Firmicutes
2.600406734	49.24	Firmicutes
1.745868084	43.09	Firmicutes
2.708324476	52.95	Firmicutes
2.396251326	47.7	Firmicutes
1.954469807	42.35	Firmicutes
2.687140101	46.85	Firmicutes
3.51079436	50.11	Firmicutes
2.753360828	53.43	Firmicutes
1.953127418	49.13	Firmicutes
2.166731279	44.5	Firmicutes
2.156864022	40.51	Firmicutes
3.12302482	45.89	Firmicutes
2.814337333	50.78	Firmicutes
3.052336798	54.03	Firmicutes
1.775529926	41.68	Firmicutes
2.588047887	49.3	Firmicutes
2.463479939	46.08	Firmicutes
2.081597074	39.47	Firmicutes
1.694760715	56.5	Firmicutes
2.831452007	59.07	Firmicutes
1.410135495	39.26	Firmicutes
2.124207888	51.75	Firmicutes
2.39024393	52.23	Firmicutes
2.299838969	41.27	Firmicutes
1.708498335	39.88	Firmicutes
1.967934	43.2	Firmicutes
2.422286227	58.33	Firmicutes
1.528455693	40.37	Firmicutes
3.073057191	49.43	Firmicutes
2.452311677	46.99	Firmicutes
2.432147616	40.55	Firmicutes
2.213457525	52.69	Firmicutes
2.391636344	34.38	Firmicutes
2.177607163	57.18	Firmicutes
2.295301609	45.95	Firmicutes
2.832114046	40.03	Firmicutes
2.463043676	38.02	Firmicutes
2.29624245	49.96	Firmicutes
2.882070024	50.13	Firmicutes
3.595064388	53.57	Firmicutes
2.690917372	52.84	Firmicutes
2.977096774	53.3	Firmicutes
2.356507785	42.36	Firmicutes
2.136717886	45.47	Firmicutes
1.829178482	54.53	Firmicutes
2.922753	46.23	Firmicutes
2.6066769	43.67	Firmicutes
1.78655261	45.22	Firmicutes
2.069757396	44.13	Firmicutes
1.925193352	39.46	Firmicutes
2.143422633	43.7	Firmicutes
2.311232478	40.82	Firmicutes
1.881475036	45.66	Firmicutes
3.76111322	58.14	Firmicutes
2.07943378	49.52	Firmicutes
2.025279048	53.33	Firmicutes
3.389182734	54.82	Firmicutes
2.45602577	48.99	Firmicutes
4.726772706	55.14	Firmicutes
1.961696957	44.59	Firmicutes
1.524457923	42.95	Firmicutes
1.704228188	42.57	Firmicutes
2.383140963	41.58	Firmicutes
1.945817026	40.87	Firmicutes
2.823119888	42.21	Firmicutes
2.16131606	49.03	Firmicutes
1.749143233	42.55	Firmicutes
2.944266129	53.19	Firmicutes
2.894707158	49.13	Firmicutes
1.566889844	40.8	Firmicutes
2.523307941	51.87	Firmicutes
1.574695365	48.76	Firmicutes
1.866492588	39.64	Firmicutes
2.331471269	42.57	Firmicutes
1.989747537	56.86	Firmicutes
1.861159273	41.79	Firmicutes
1.857034915	39.48	Firmicutes
3.312389444	54.45	Firmicutes
2.624146204	49.25	Firmicutes
2.430002175	51.22	Firmicutes
2.773559693	55.31	Firmicutes
1.816275	40.88	Firmicutes
1.894515259	43.26	Firmicutes
1.96400434	39.29	Firmicutes
1.74566961	42.93	Firmicutes
1.863268852	41.82	Firmicutes
1.864503311	44.62	Firmicutes
2.148078792	46.14	Firmicutes
2.379539032	50.13	Firmicutes
2.162398757	48.35	Firmicutes
2.370286783	44.1	Firmicutes
2.195949437	42.55	Firmicutes
2.301317713	49.17	Firmicutes
2.047063877	47.4	Firmicutes
2.75576776	41.61	Firmicutes
2.178929452	46.14	Firmicutes
2.842530007	40.56	Firmicutes
2.520914857	48.08	Firmicutes
2.319468383	44.63	Firmicutes
2.42319134	44.7	Firmicutes
1.97728099	43.82	Firmicutes
1.827571897	42.01	Firmicutes
1.843934834	51.79	Firmicutes
2.395808563	45.74	Firmicutes
2.089701838	43.32	Firmicutes
2.030562095	46.34	Firmicutes
1.506694124	47.9	Firmicutes
1.99086484	45.87	Firmicutes
1.630256157	46.25	Firmicutes
1.633099384	46.62	Firmicutes
2.711005441	45.78	Firmicutes
1.843415101	46.66	Firmicutes
2.106591154	50.97	Firmicutes
1.89593469	39.47	Firmicutes
2.613393222	41.36	Firmicutes
2.393907104	42.2	Firmicutes
2.649703	51.33	Firmicutes
2.693555825	52.15	Firmicutes
2.113363566	42.64	Firmicutes
2.390376212	48.58	Firmicutes
2.633943157	48.91	Firmicutes
1.789217333	46.48	Firmicutes
2.007655404	43.72	Firmicutes
2.150084611	58.67	Firmicutes
1.677374726	50.74	Firmicutes
2.55838349	47.63	Firmicutes
1.379307994	40.02	Firmicutes
1.660994488	41.88	Firmicutes
2.679666667	42.48	Firmicutes
2.453169503	40.11	Firmicutes
2.006293249	42.39	Firmicutes
1.613343539	50.52	Firmicutes
2.576286091	54.41	Firmicutes
2.482801432	46.01	Firmicutes
3.302105576	51.62	Firmicutes
1.957654444	36.24	Firmicutes
2.292976564	54.15	Firmicutes
2.277594709	43.18	Firmicutes
2.391275091	47.88	Firmicutes
2.556106246	45.09	Firmicutes
2.296551006	46.63	Firmicutes
1.923574808	34.04	Firmicutes
1.585619927	39.99	Firmicutes
2.995720208	43.1	Firmicutes
3.211449114	40.88	Firmicutes
3.440391442	53.64	Firmicutes
2.591071388	47.34	Firmicutes
2.354131028	42.83	Firmicutes
2.341198502	49.08	Firmicutes
1.944063233	42.5	Firmicutes
1.991155102	58.28	Firmicutes
1.516073586	38.7	Firmicutes
2.217607668	56.76	Firmicutes
2.639951885	55.46	Firmicutes
3.015278	51.04	Firmicutes
2.24041289	56.42	Firmicutes
3.708434125	53.06	Firmicutes
1.812827253	48.45	Firmicutes
1.667181005	38.54	Firmicutes
2.156286522	53.37	Firmicutes
2.22101832	58.36	Firmicutes
2.871320878	45	Firmicutes
1.495603875	37.21	Firmicutes
1.559030757	50.5	Firmicutes
2.736667769	39.85	Firmicutes
2.164224234	56.81	Firmicutes
2.336165249	60.48	Firmicutes
3.671795996	43.7	Firmicutes
1.74892137	56.59	Firmicutes
2.044596503	38.08	Firmicutes
2.614368759	51.6	Firmicutes
2.069360991	56.75	Firmicutes
3.225716735	43.42	Firmicutes
2.076472577	47.31	Firmicutes
2.036848527	54.36	Firmicutes
2.172622732	48.03	Firmicutes
1.813910595	56.56	Firmicutes
3.224811794	39.69	Firmicutes
2.766976349	40.29	Firmicutes
2.542087239	44.79	Firmicutes
1.799493841	47.25	Firmicutes
2.559683071	52.25	Firmicutes
2.345065248	46.35	Firmicutes
3.087427	52.37	Firmicutes
1.550048356	42.3	Firmicutes
1.989806627	43.37	Firmicutes
2.598593672	52.29	Firmicutes
3.200922303	56	Firmicutes
2.483303767	55.7	Firmicutes
2.483473755	47.78	Firmicutes
3.396771306	43.18	Firmicutes
1.894254022	55.04	Firmicutes
2.403014664	39.76	Firmicutes
1.474738531	43.84	Firmicutes
1.839731391	45.11	Firmicutes
2.373224252	48.17	Firmicutes
1.801001642	49.68	Firmicutes
2.863597999	50.41	Firmicutes
2.462946559	42.01	Firmicutes
1.53174003	53.49	Firmicutes
2.184255775	43.41	Firmicutes
2.030463294	43.4	Firmicutes
2.932185	42.42	Firmicutes
3.13391	55.71	Firmicutes
1.848439	54.72	Firmicutes
2.77927143	45.82	Firmicutes
2.351611157	44.79	Firmicutes
1.337770211	36.37	Firmicutes
1.786978937	43.27	Firmicutes
1.934294146	53.83	Firmicutes
3.308532071	48.17	Firmicutes
2.376205	40.57	Firmicutes
1.56266771	53.02	Firmicutes
2.292283272	44.99	Firmicutes
1.659741466	58.94	Firmicutes
2.222346	45.21	Firmicutes
2.010299461	44.66	Firmicutes
2.2473417	42.75	Firmicutes
2.590861872	47.69	Firmicutes
2.376911012	56.14	Firmicutes
2.53676	52.95	Firmicutes
1.860711064	44.14	Firmicutes
2.65291899	44.09	Firmicutes
2.169157358	45.43	Firmicutes
2.29403854	49.69	Firmicutes
2.387821909	42.78	Firmicutes
1.776195385	41.16	Firmicutes
3.115990338	53.73	Firmicutes
1.658945492	41.04	Firmicutes
2.900068072	54.35	Firmicutes
1.850507013	39.21	Firmicutes
2.202448361	52.42	Firmicutes
1.739329382	43.23	Firmicutes
2.153281648	42.46	Firmicutes
2.756956072	45.45	Firmicutes
2.712981959	36.79	Firmicutes
1.967057574	58.57	Firmicutes
3.196728	54.04	Firmicutes
2.354342305	34.38	Firmicutes
2.209947778	40.92	Firmicutes
2.082868104	47.27	Firmicutes
2.519322106	57.09	Firmicutes
2.149762385	44.91	Firmicutes
1.406861	42.78	Firmicutes
1.797214963	38.54	Firmicutes
2.107150631	48.65	Firmicutes
1.839418049	58.19	Firmicutes
1.626609517	44.73	Firmicutes
1.94430652	40.59	Firmicutes
1.966562423	40.39	Firmicutes
1.940745014	58.42	Firmicutes
2.828097241	46.85	Firmicutes
1.890150401	45.44	Firmicutes
2.308849061	39.94	Firmicutes
2.410390531	40.68	Firmicutes
2.320429039	38.38	Firmicutes
2.733755725	50.57	Firmicutes
1.756517386	50.32	Firmicutes
2.624352679	39.95	Firmicutes
1.497903808	38.37	Firmicutes
1.8026766	54.91	Firmicutes
2.060676122	35.22	Firmicutes
1.838106204	54.05	Firmicutes
1.532188168	33.05	Firmicutes
3.607089537	50.44	Firmicutes
2.086036298	34.31	Firmicutes
1.864018447	49.29	Firmicutes
1.938582508	36.38	Firmicutes
1.344251291	52.44	Firmicutes
2.217593077	42.58	Firmicutes
1.670934672	58.09	Firmicutes
3.239667238	51.85	Firmicutes
2.061978779	54.51	Firmicutes
2.172838925	38.64	Firmicutes
1.34498884	53.28	Firmicutes
2.337663101	47.24	Firmicutes
2.011491382	38.24	Firmicutes
2.338388098	45.32	Firmicutes
2.407046779	55.81	Firmicutes
1.864734072	56.75	Firmicutes
2.302865854	55.64	Firmicutes
2.00097415	41.88	Firmicutes
2.386894105	44.83	Firmicutes
1.963237956	43.81	Firmicutes
1.985581623	52.64	Firmicutes
2.340458477	53.63	Firmicutes
2.126514695	42.18	Firmicutes
2.356065333	56.49	Firmicutes
2.240522228	47.13	Firmicutes
1.681454802	48.01	Firmicutes
2.085433809	55.3	Firmicutes
2.611218523	38.34	Firmicutes
2.496005447	34.02	Firmicutes
1.870182582	41.47	Firmicutes
2.376435541	43.17	Firmicutes
1.931189534	40.61	Firmicutes
2.424753571	50.11	Firmicutes
1.508279495	39.86	Firmicutes
2.402784663	41.15	Firmicutes
2.777834857	51.14	Firmicutes
2.50235078	49.69	Firmicutes
1.733083092	41.58	Firmicutes
2.650970588	44.09	Firmicutes
1.785160867	46.41	Firmicutes
1.742760361	44.31	Firmicutes
2.852635279	45.26	Firmicutes
2.808151378	51.2	Firmicutes
2.763560103	56.02	Firmicutes
1.600373439	43.12	Firmicutes
1.631934668	40.91	Firmicutes
1.537768328	39.85	Firmicutes
2.056677035	43.14	Firmicutes
1.47092284	42.96	Firmicutes
3.37268087	52.82	Firmicutes
1.69806166	52.07	Firmicutes
1.661091896	43.08	Firmicutes
2.323275196	41.6	Firmicutes
1.808555414	48.17	Firmicutes
1.440296281	44.67	Firmicutes
2.608107995	44.46	Firmicutes
2.395154886	52.37	Firmicutes
2.155830894	48.2	Firmicutes
2.367157625	43.4	Firmicutes
1.800085616	47.38	Firmicutes
2.308201857	51.99	Firmicutes
1.266295437	46.64	Firmicutes
2.167996867	53.84	Firmicutes
1.682236786	41.39	Firmicutes
3.466762304	42.78	Firmicutes
2.561772591	38.4	Firmicutes
2.140632982	49.96	Firmicutes
1.588366552	40.34	Firmicutes
1.838233849	42.16	Firmicutes
2.070124792	41.44	Firmicutes
2.790354171	37.49	Firmicutes
2.474090273	34.63	Firmicutes
1.595536213	36.46	Firmicutes
1.562758362	56.97	Firmicutes
1.872532038	43.68	Firmicutes
1.969687428	40.36	Firmicutes
2.338751241	46.74	Firmicutes
1.981464224	39.55	Firmicutes
2.275710029	38.18	Firmicutes
2.056030106	50.17	Firmicutes
1.490891099	41.5	Firmicutes
2.216879712	42.28	Firmicutes
2.399196	42.77	Firmicutes
1.890995266	45.4	Firmicutes
2.235555672	52.13	Firmicutes
2.637411	51.91	Firmicutes
1.83743821	53.39	Firmicutes
2.413803965	34.22	Firmicutes
2.233608302	42.9	Firmicutes
1.361037978	38.19	Firmicutes
1.846437888	44.11	Firmicutes
2.804155	55.72	Firmicutes
1.790844184	37.8	Firmicutes
2.787799674	47.2	Firmicutes
1.629279643	58.41	Firmicutes
2.186066841	51.09	Firmicutes
1.749180308	50.71	Firmicutes
2.046741952	45.38	Firmicutes
2.457280777	39.59	Firmicutes
2.728158495	44.09	Firmicutes
1.528969923	58.53	Firmicutes
1.858711147	52.49	Firmicutes
1.88064555	41.87	Firmicutes
3.080770436	46.58	Firmicutes
1.402372321	40.59	Firmicutes
1.743915465	43.16	Firmicutes
1.806489459	42.18	Firmicutes
1.872303143	42.52	Firmicutes
1.615944206	43.93	Firmicutes
1.680985196	45.75	Firmicutes
1.584062422	46.64	Firmicutes
2.188339953	39.86	Firmicutes
2.691003759	46.25	Firmicutes
2.224768938	52.65	Firmicutes
2.811305654	58.28	Firmicutes
2.088590862	42.17	Firmicutes
2.149570764	45.01	Firmicutes
2.390500934	45.15	Firmicutes
1.590761267	36.65	Firmicutes
2.04918239	53.13	Firmicutes
1.474667807	47.08	Firmicutes
2.768613167	42.96	Firmicutes
2.575493827	46.53	Firmicutes
1.321830679	42.19	Firmicutes
1.584327115	35.53	Firmicutes
2.584324458	47.34	Firmicutes
1.579770442	39.26	Firmicutes
2.278212085	60.13	Firmicutes
1.927097383	50.87	Firmicutes
2.063990472	36.22	Firmicutes
1.938136238	45.88	Firmicutes
2.604561978	37.99	Firmicutes
1.811581826	43.96	Firmicutes
2.079561905	47.41	Firmicutes
2.471500063	46.58	Firmicutes
2.377809232	44.69	Firmicutes
1.969763175	50	Firmicutes
2.77001233	62.78	Firmicutes
2.222820513	49.54	Firmicutes
1.889317398	43.1	Firmicutes
2.206191134	43.11	Firmicutes
3.144764574	58.99	Firmicutes
2.313092203	64.32	Firmicutes
1.971818081	50.47	Firmicutes
2.269610533	47.03	Firmicutes
2.756139024	50.58	Firmicutes
2.131236216	59.08	Firmicutes
2.163194399	46.98	Firmicutes
2.728431251	50.55	Firmicutes
2.681821402	56.79	Firmicutes
2.211556353	38.32	Firmicutes
2.109068245	42.46	Firmicutes
2.375968919	53.77	Firmicutes
2.054564525	48.02	Firmicutes
3.133427174	42.36	Firmicutes
2.374145245	50.34	Firmicutes
2.584786178	60.02	Firmicutes
1.790351143	53.36	Firmicutes
2.44619402	58.82	Firmicutes
3.215266959	50.57	Firmicutes
3.219780653	51.89	Firmicutes
2.038039068	47.38	Firmicutes
2.407241986	50.21	Firmicutes
1.997689802	47.9	Firmicutes
2.408766807	48.7	Firmicutes
3.178104508	57.47	Firmicutes
2.269595488	48.18	Firmicutes
2.489493161	57.29	Firmicutes
2.08948118	49.81	Firmicutes
2.027636859	57.72	Firmicutes
2.412615738	52.06	Firmicutes
2.54663611	56.83	Firmicutes
1.481176063	56.21	Firmicutes
2.383098505	48.01	Firmicutes
1.96805585	59.47	Firmicutes
2.135576991	53.49	Firmicutes
1.992504852	48.11	Firmicutes
2.139312969	47.32	Firmicutes
2.238363315	45.57	Firmicutes
2.531401821	44.42	Firmicutes
1.752198489	44.58	Firmicutes
2.734888	56.27	Firmicutes
2.381883374	44.1	Firmicutes
1.902154365	57	Firmicutes
2.624037775	57.29	Firmicutes
1.441460419	49.03	Firmicutes
3.103927955	59.32	Firmicutes
2.159804624	48.44	Firmicutes
2.953596059	56.71	Firmicutes
1.832702703	48.27	Firmicutes
2.640068019	65.2	Firmicutes
1.722773027	53.13	Firmicutes
1.913902	53.12	Firmicutes
1.305010896	43.61	Firmicutes
1.681247395	60.31	Firmicutes
1.931933214	36.5	Firmicutes
2.440086522	42.92	Firmicutes
1.792247542	38.52	Firmicutes
1.947125742	43.71	Firmicutes
2.243376935	42.29	Firmicutes
2.324617555	45.15	Firmicutes
1.916110213	38.19	Firmicutes
1.844584989	44.91	Firmicutes
1.684877189	38.71	Firmicutes
2.112136947	47.32	Firmicutes
2.299194164	41.78	Firmicutes
2.003950005	42.28	Firmicutes
2.142904602	53.25	Firmicutes
2.148935494	46.14	Firmicutes
1.945263845	47.68	Firmicutes
1.992878805	51.44	Firmicutes
1.856731496	40.15	Firmicutes
1.53957731	47.67	Firmicutes
1.366980101	47.82	Firmicutes
1.659201393	47.08	Firmicutes
1.399163818	46.27	Firmicutes
2.205309161	52.49	Firmicutes
2.438584437	47.73	Firmicutes
1.849301981	43.86	Firmicutes
2.558655222	42.37	Firmicutes
2.495432426	53.08	Firmicutes
2.027199905	53.54	Firmicutes
1.835884578	39.55	Firmicutes
1.975583547	55.5	Firmicutes
2.17186828	45.82	Firmicutes
2.173110501	44.73	Firmicutes
1.596312203	54.72	Firmicutes
2.425193053	43.62	Firmicutes
1.981063879	48.35	Firmicutes
2.559512566	38.21	Firmicutes
2.469675223	37.6	Firmicutes
2.043655803	52.04	Firmicutes
1.56311803	41.37	Firmicutes
2.05639417	41.85	Firmicutes
2.117234589	44.86	Firmicutes
1.861549935	47.2	Firmicutes
2.159749226	41.6	Firmicutes
1.605557065	45.7	Firmicutes
1.79039548	42.71	Firmicutes
2.89318859	58.27	Firmicutes
1.391837267	40.18	Firmicutes
2.006541074	46.8	Firmicutes
1.841135432	41.06	Firmicutes
1.747326711	38.92	Firmicutes
2.002818859	36.51	Firmicutes
2.386151	44.62	Firmicutes
1.954117771	48.16	Firmicutes
1.610067582	46.57	Firmicutes
1.787754259	49.51	Firmicutes
2.129651294	46.74	Firmicutes
2.120060017	36.78	Firmicutes
1.877043577	43.53	Firmicutes
1.745311767	45.56	Firmicutes
2.357235002	57.44	Firmicutes
1.76017842	57.83	Firmicutes
2.293893581	52	Firmicutes
1.500763312	40.35	Firmicutes
2.098299189	49.05	Firmicutes
1.950543662	41.58	Firmicutes
2.388106177	44.45	Firmicutes
2.478003324	44.78	Firmicutes
2.113437768	46.68	Firmicutes
2.500254992	44.99	Firmicutes
2.650327344	46.52	Firmicutes
1.455055141	44.68	Firmicutes
2.327815992	39.3	Firmicutes
1.47201128	45.1	Firmicutes
2.356355069	48.57	Firmicutes
1.796401073	53.28	Firmicutes
1.441752723	47.74	Firmicutes
1.854685454	41.04	Firmicutes
1.95385865	47.12	Firmicutes
3.407698	53.98	Firmicutes
2.603904139	43.64	Firmicutes
3.463196113	43.16	Firmicutes
1.980571904	56.12	Firmicutes
2.398659794	52.44	Firmicutes
2.776013723	56.42	Firmicutes
1.812294165	54.96	Firmicutes
3.151487282	59.64	Firmicutes
2.307350013	44.34	Firmicutes
1.913267231	44.59	Firmicutes
1.645460324	52.2	Firmicutes
2.774643518	48.52	Firmicutes
1.821442827	41.72	Firmicutes
2.009152498	51.89	Firmicutes
1.395009951	38.52	Firmicutes
1.905100733	42.45	Firmicutes
2.837271704	46.69	Firmicutes
2.541987698	48.36	Firmicutes
2.435748932	51.26	Firmicutes
2.329658821	47.2	Firmicutes
2.192881908	41.59	Firmicutes
2.506939095	49.56	Firmicutes
2.078000678	39.04	Firmicutes
1.493072185	41.25	Firmicutes
2.393759373	55.68	Firmicutes
1.765618543	43.07	Firmicutes
2.165555415	43.5	Firmicutes
3.167410044	53.75	Firmicutes
2.294206718	47.24	Firmicutes
2.851037	45.83	Firmicutes
2.230417048	45.78	Firmicutes
1.291464517	40.77	Firmicutes
2.156804516	39.11	Firmicutes
2.52135504	43.11	Firmicutes
1.68749295	55.59	Firmicutes
2.100584514	41.22	Firmicutes
2.268947728	53.09	Firmicutes
3.329046423	55.25	Firmicutes
1.465580565	50.3	Firmicutes
2.22723428	45.51	Firmicutes
1.839472383	38.51	Firmicutes
2.351773	39.01	Firmicutes
1.522722096	51.15	Firmicutes
1.842098	53.53	Firmicutes
2.254664091	48.2	Firmicutes
2.111420395	43.77	Firmicutes
1.97979126	51.9	Firmicutes
1.609419431	52.57	Firmicutes
1.590206218	59.22	Firmicutes
1.922708562	45.84	Firmicutes
2.446849033	51.59	Firmicutes
1.790297947	59.14	Firmicutes
2.331251625	39.4	Firmicutes
1.637568521	44.29	Firmicutes
2.081854305	55.1	Firmicutes
2.275773983	51.13	Firmicutes
2.637814787	54.73	Firmicutes
2.20903798	54.64	Firmicutes
2.106886095	50.98	Firmicutes
2.673917571	49.66	Firmicutes
1.797884637	37.91	Firmicutes
1.986308746	37.11	Firmicutes
2.234511724	37.39	Firmicutes
2.940636897	58.89	Firmicutes
1.171011001	31.49	Firmicutes
1.742663418	49.14	Firmicutes
2.269457571	49.72	Firmicutes
1.716043388	50.48	Firmicutes
2.071051651	40.94	Firmicutes
2.814465286	45.91	Firmicutes
1.179502035	24.36	Firmicutes
1.426609862	38.77	Firmicutes
1.760391293	27.52	Firmicutes
3.2474817	59.46	Firmicutes
2.340335343	31.65	Firmicutes
2.514659408	54.96	Firmicutes
1.4470051	45.76	Firmicutes
1.282119213	31.49	Firmicutes
3.753085622	58.99	Firmicutes
1.467469015	25.92	Firmicutes
2.169423054	36.97	Firmicutes
2.24147621	51.77	Firmicutes
1.704017933	45.51	Firmicutes
1.428232727	32.48	Firmicutes
3.055439122	58.69	Firmicutes
1.968128217	40.99	Firmicutes
3.371996868	45.74	Firmicutes
1.146637001	30.9	Firmicutes
2.445671486	54.85	Firmicutes
2.955159061	60.81	Firmicutes
3.853809466	57.51	Firmicutes
2.072039761	45.48	Firmicutes
1.951213333	35.11	Firmicutes
1.675586507	29.39	Firmicutes
1.645566224	31.19	Firmicutes
1.594665645	28.43	Firmicutes
1.246407389	25.64	Firmicutes
1.842880375	33.49	Firmicutes
1.848506771	45.24	Firmicutes
1.487768216	46.33	Firmicutes
1.179964178	30.55	Firmicutes
1.523255042	46.75	Firmicutes
2.580271309	41.92	Firmicutes
1.994220365	40.68	Firmicutes
2.357106211	44.12	Firmicutes
2.568130484	40.62	Firmicutes
2.330837648	41.82	Firmicutes
1.772894702	47.08	Firmicutes
1.828399243	41.25	Firmicutes
1.466344525	43.36	Firmicutes
1.443673601	30.66	Firmicutes
2.106738197	39.75	Firmicutes
2.846718885	43.71	Firmicutes
3.416412009	61.28	Firmicutes
1.778177111	40.2	Firmicutes
1.600075895	38.23	Firmicutes
1.582024244	47.31	Firmicutes
2.473834748	54.88	Firmicutes
1.614551997	36.64	Firmicutes
1.842284765	40.96	Firmicutes
1.851612736	40.81	Firmicutes
2.034829824	41.92	Firmicutes
1.864728982	33.91	Firmicutes
3.168896905	51.21	Firmicutes
1.370746653	39.78	Firmicutes
1.451088457	29.29	Firmicutes
1.697866	26.53	Firmicutes
1.813934014	27.55	Firmicutes
2.131860114	42.96	Firmicutes
1.672133106	44.06	Firmicutes
2.063142503	45.28	Firmicutes
1.477969621	26.08	Firmicutes
1.731211523	48.25	Firmicutes
1.120390219	34.43	Firmicutes
1.520827095	50	Firmicutes
1.549459072	28.12	Firmicutes
1.52887973	37.33	Firmicutes
1.291799648	26.5	Firmicutes
1.583336461	40.35	Firmicutes
1.959309057	37.26	Firmicutes
2.090367723	35.1	Firmicutes
3.398467723	56.92	Firmicutes
