KO,p_value,p_adj,xz_mean,fxz_mean,foldchange,direction,zs,rzs
K05812,0.0104634973398284,0.0424850448649632,3.9932e-06,2.500652e-05,6.26227586897726,-1,2.02873739525314,-2.02873739525314
K00184,0.00102476947964371,0.0108650593133459,8.3667e-05,8.8648e-06,9.43811479108384,1,2.54700912162549,2.54700912162549
K07337,0.000589448865310934,0.00884060159988415,2.632e-06,2.485e-05,9.44148936170213,-1,2.61815739989778,-2.61815739989778
K09859,0.00638959822663427,0.0314014594609561,5.0862e-06,2.38276e-05,4.68475482678621,-1,2.15194788167789,-2.15194788167789
K13497,0.00210517451896762,0.0159397613286948,3.0226e-06,2.39476e-05,7.9228478793092,-1,2.41029190987612,-2.41029190987612
K02383,0.00820281296564281,0.0370073790493839,3.3504e-06,2.308972e-05,6.89163085004776,-1,2.08568265028747,-2.08568265028747
K11615,0.006949372609511,0.0330294491078005,5.2796e-05,1.2452e-05,4.23996145197559,1,2.13172513692291,2.13172513692291
K02394,0.00454717696097006,0.0251640515389661,2.478e-06,2.248024e-05,9.07192897497982,-1,2.23887498490255,-2.23887498490255
K06192,0.00638959822663427,0.0314014594609561,3.768e-06,2.212476e-05,5.87175159235669,-1,2.15194788167789,-2.15194788167789
K24040,0.00454717696097006,0.0251640515389661,2.811e-06,2.173616e-05,7.73253646389185,-1,2.23887498490255,-2.23887498490255
K06988,0.00454717696097006,0.0251640515389661,4.936e-05,1.141e-05,4.32602979842244,1,2.23887498490255,2.23887498490255
K01525,0.0071435588676968,0.0330294491078005,4.312e-06,2.011636e-05,4.66520408163265,-1,2.13172513692291,-2.13172513692291
K02589,0.00116486323382875,0.0113211956581317,5.648e-07,2.016892e-05,35.7098441926346,-1,2.53262512332187,-2.53262512332187
K06879,0.000266655439069232,0.00580402674341777,1.9358e-06,1.9018e-05,9.82436202086992,-1,2.75865221762251,-2.75865221762251
K00320,0.00158589813762228,0.0134991373065147,5.14134e-05,7.9668e-06,6.45345684591053,1,2.47032228664212,2.47032228664212
K00394,0.00356476218545184,0.021847099385977,1.1986e-06,1.779032e-05,14.8425830135158,-1,2.29301572952859,-2.29301572952859
K01011,0.00182904898516833,0.01531853030022,5.74166e-05,6.528e-06,8.79543504901961,1,2.42475951689163,2.42475951689163
K07708,0.00881366398607778,0.0373997893509094,1.4788e-06,1.72354e-05,11.6549905328645,-1,2.08137287640961,-2.08137287640961
K03331,0.000266655439069232,0.00580402674341777,2.0998e-06,1.685736e-05,8.02807886465378,-1,2.75865221762251,-2.75865221762251
K00121,0.000589448865310934,0.00884060159988415,4.76694e-05,7.2988e-06,6.53112840466926,1,2.61815739989778,2.61815739989778
K00557,0.0130941855079786,0.0488158232630462,1.6524e-06,1.600708e-05,9.68717017671266,-1,1.97019677292199,-1.97019677292199
K05898,0.00356476218545184,0.021847099385977,5.31196e-05,5.6928e-06,9.33101461495222,1,2.29301572952859,2.29301572952859
K21589,0.00276479586824414,0.0185125234913965,1.3497e-06,1.555108e-05,11.5218789360599,-1,2.35520431972623,-2.35520431972623
K01682,0.0130941855079786,0.0488158232630462,7.3148e-07,1.5589008e-05,21.3115984032373,-1,1.97019677292199,-1.97019677292199
K22820,0.000842069807587049,0.00898898015913279,7.519856e-05,1.4172e-07,530.61360429015,1,2.61247296452743,2.61247296452743
K09860,0.00276479586824414,0.0185125234913965,1.06246e-07,1.513824e-05,142.482917003934,-1,2.35520431972623,-2.35520431972623
K03715,0.0132625150888398,0.0492553673499023,2.1636e-06,1.43452e-05,6.63024588648549,-1,1.96637449516598,-1.96637449516598
K19138,0.00755281009763692,0.0342329803381293,2.52e-06,1.40968e-05,5.59396825396825,-1,2.11731667840585,-2.11731667840585
K20527,0.0130941855079786,0.0488158232630462,7.3108e-07,1.435852e-05,19.6401488209225,-1,1.97019677292199,-1.97019677292199
K01497,0.0130941855079786,0.0488158232630462,7.36354e-07,1.3681e-05,18.5793789400207,-1,1.97019677292199,-1.97019677292199
K08372,0.0071435588676968,0.0330294491078005,3.0834e-05,7.5224e-06,4.0989577794321,1,2.13172513692291,2.13172513692291
K07066,0.000589448865310934,0.00884060159988415,3.046e-06,1.29328e-05,4.24583059750492,-1,2.61815739989778,-2.61815739989778
K15896,0.00572607469159193,0.028960225009773,1.6566e-06,1.261908e-05,7.61745744295545,-1,2.1840275321937,-2.1840275321937
K14506,0.00454717696097006,0.0251640515389661,3.3904e-05,6.15852e-06,5.50521878633178,1,2.23887498490255,2.23887498490255
K06900,0.00016841396151741,0.00425885661908427,1.3046e-06,1.26176e-05,9.67162348612602,-1,2.85832372358346,-2.85832372358346
K22041,0.00210517451896762,0.0159397613286948,2.3662e-06,1.20228e-05,5.08105823683543,-1,2.41029190987612,-2.41029190987612
K18195,0.000407000407000407,0.00743061023434855,2.0586e-06,1.18212e-05,5.74234916933839,-1,2.67690318756324,-2.67690318756324
K18851,5.61379871724699e-05,0.00203084366558185,6.018274e-05,3.17e-08,1898.50914826498,1,3.08568423484935,3.08568423484935
K23993,0.00276479586824414,0.0185125234913965,3.493e-07,1.1475088e-05,32.8516690523905,-1,2.35520431972623,-2.35520431972623
K02659,0.00881366398607778,0.0373997893509094,1.51392e-06,1.1181156e-05,7.38556594800254,-1,2.08137287640961,-2.08137287640961
K10810,0.00380304391858015,0.0229297725152664,1.0588e-06,1.05932e-05,10.0049112202493,-1,2.27460272476658,-2.27460272476658
K07266,0.0107925280339073,0.0424850448649632,4.6426e-07,1.0684696e-05,23.0144660319648,-1,2.02873739525314,-2.02873739525314
K01453,0.000842069807587049,0.00898898015913279,5.0292e-07,1.0317576e-05,20.5153424003818,-1,2.61247296452743,-2.61247296452743
K01973,0.00454717696097006,0.0251640515389661,1.2757e-06,1.01284e-05,7.93948420475033,-1,2.23887498490255,-2.23887498490255
K18244,0.0130941855079786,0.0488158232630462,2.708e-05,4.6272e-06,5.85235131396957,1,1.97019677292199,1.97019677292199
K00635,5.61379871724699e-05,0.00203084366558185,4.764528e-05,2.5142e-08,1895.04733115902,1,3.08568423484935,3.08568423484935
K07457,0.00454717696097006,0.0251640515389661,1.5454e-06,9.1984e-06,5.95211595703378,-1,2.23887498490255,-2.23887498490255
K18934,0.000589448865310934,0.00884060159988415,2.1798e-05,5.0868e-06,4.28520877565464,1,2.61815739989778,2.61815739989778
K02384,0.000589448865310934,0.00884060159988415,3.4354e-07,9.362128e-06,27.25192990627,-1,2.61815739989778,-2.61815739989778
K24163,0.00356476218545184,0.021847099385977,2.2772e-05,4.80236e-06,4.74183526432837,1,2.29301572952859,2.29301572952859
K02590,0.000842069807587049,0.00898898015913279,4.66e-07,9.08512e-06,19.4959656652361,-1,2.61247296452743,-2.61247296452743
K01244,0.00182904898516833,0.01531853030022,1.2672e-07,9.10266e-06,71.8328598484849,-1,2.42475951689163,-2.42475951689163
K07704,0.00016841396151741,0.00425885661908427,2.104e-05,4.85552e-06,4.33321250864995,1,2.85832372358346,2.85832372358346
K00185,0.00151222659004263,0.0134991373065147,2.7058e-05,3.56692e-06,7.58581633454073,1,2.47032228664212,2.47032228664212
K21470,0.00890243258160883,0.0373997893509094,1.22956e-06,8.67276e-06,7.05354761052734,-1,2.08137287640961,-2.08137287640961
K18481,5.61379871724699e-05,0.00203084366558185,4.22544e-05,2.30544e-08,1832.81282531751,1,3.08568423484935,3.08568423484935
K19691,0.0130941855079786,0.0488158232630462,1.82312e-06,8.08264e-06,4.43341085611479,-1,1.97019677292199,-1.97019677292199
K24456,0.00890243258160883,0.0373997893509094,1.4798e-06,7.98468e-06,5.39578321394783,-1,2.08137287640961,-2.08137287640961
K04015,0.000589448865310934,0.00884060159988415,2.382e-05,3.2318e-06,7.3705056005941,1,2.61815739989778,2.61815739989778
K06149,0.00572607469159193,0.028960225009773,2.005e-05,3.9272e-06,5.10541861886331,1,2.1840275321937,2.1840275321937
K07032,0.000407000407000407,0.00743061023434855,2.1816e-05,3.24528e-06,6.72237834639846,1,2.67690318756324,2.67690318756324
K03333,0.000266655439069232,0.00580402674341777,3.52936e-05,1.81412e-07,194.549423411902,1,2.75865221762251,2.75865221762251
K04752,0.0130941855079786,0.0488158232630462,1.1634e-06,6.873e-06,5.90768437338834,-1,1.97019677292199,-1.97019677292199
K17228,0.00454717696097006,0.0251640515389661,2.87505e-05,1.0544196e-06,27.2666593071677,1,2.23887498490255,2.23887498490255
K04780,0.00116486323382875,0.0113211956581317,2.8048e-05,8.4472e-07,33.2039018846482,1,2.53262512332187,2.53262512332187
K20966,0.00276479586824414,0.0185125234913965,1.3e-06,5.7908e-06,4.45446153846154,-1,2.35520431972623,-2.35520431972623
K01554,0.0107925280339073,0.0424850448649632,1.9634e-05,2.06568e-06,9.50486038495798,1,2.02873739525314,2.02873739525314
K08225,0.0130941855079786,0.0488158232630462,2.35136e-05,1.285376e-06,18.2931686914957,1,1.97019677292199,1.97019677292199
K09476,0.0107925280339073,0.0424850448649632,6.31056e-07,5.796408e-06,9.18525138814939,-1,2.02873739525314,-2.02873739525314
K10954,0.00572607469159193,0.028960225009773,7.042e-07,5.71132e-06,8.11036637318943,-1,2.1840275321937,-2.1840275321937
K13005,0.00116486323382875,0.0113211956581317,8.496e-07,5.61008e-06,6.60320150659134,-1,2.53262512332187,-2.53262512332187
K06974,0.00572607469159193,0.028960225009773,4.8188e-07,5.57284e-06,11.5647879140035,-1,2.1840275321937,-2.1840275321937
K16047,0.00890243258160883,0.0373997893509094,2.701654e-05,2.139052e-07,126.301464387028,1,2.08137287640961,2.08137287640961
K22769,5.61379871724699e-05,0.00203084366558185,2.763794e-05,1.46868e-08,1881.82177193126,1,3.08568423484935,3.08568423484935
K01136,9.82414775518224e-05,0.00304626549837278,7.3476e-07,5.388e-06,7.33300669606402,-1,2.9630303315764,-2.9630303315764
K12405,9.82414775518224e-05,0.00304626549837278,2.4131e-05,5.4428e-07,44.33563606967,1,2.9630303315764,2.9630303315764
K00769,0.0107925280339073,0.0424850448649632,7.6836e-07,5.19e-06,6.75464625956583,-1,2.02873739525314,-2.02873739525314
K22819,5.61379871724699e-05,0.00203084366558185,2.651852e-05,1.36152e-08,1947.7143192902,1,3.08568423484935,3.08568423484935
K05555,0.00572607469159193,0.028960225009773,1.2972e-05,2.626e-06,4.93983244478294,1,2.1840275321937,2.1840275321937
K24454,0.00158589813762228,0.0134991373065147,1.371e-05,2.46848e-06,5.5540251490796,1,2.47032228664212,2.47032228664212
K16050,0.00415398605378818,0.0249302972536873,1.3766e-05,2.25284e-06,6.11050940146659,1,2.24248107247626,2.24248107247626
K14081,9.82414775518224e-05,0.00304626549837278,1.2024e-05,2.59672e-06,4.63045688406913,1,2.9630303315764,2.9630303315764
K07654,0.0107925280339073,0.0424850448649632,1.2024e-05,2.45248e-06,4.90279227557411,1,2.02873739525314,2.02873739525314
K07653,0.00182904898516833,0.01531853030022,1.357e-05,2.1344e-06,6.35775862068966,1,2.42475951689163,2.42475951689163
K22297,0.00210517451896762,0.0159397613286948,1.741e-05,1.345e-06,12.9442379182156,1,2.41029190987612,2.41029190987612
K23514,0.00572607469159193,0.028960225009773,5.67104e-07,4.491e-06,7.91918237219276,-1,2.1840275321937,-2.1840275321937
K05921,0.00276479586824414,0.0185125234913965,1.27256e-05,2.03996e-06,6.23816153257907,1,2.35520431972623,2.35520431972623
K10951,0.000407000407000407,0.00743061023434855,7.228e-08,4.498968e-06,62.2436081903708,-1,2.67690318756324,-2.67690318756324
K16294,0.00158589813762228,0.0134991373065147,1.702e-05,9.0972e-07,18.7090533350921,1,2.47032228664212,2.47032228664212
K16048,5.61379871724699e-05,0.00203084366558185,2.129512e-05,1.28372e-08,1658.86018757985,1,3.08568423484935,3.08568423484935
K19090,0.000589448865310934,0.00884060159988415,1.2186e-07,4.23308e-06,34.7372394551124,-1,2.61815739989778,-2.61815739989778
K03379,5.61379871724699e-05,0.00203084366558185,2.11273e-05,1.1534e-08,1831.74093983007,1,3.08568423484935,3.08568423484935
K22770,5.61379871724699e-05,0.00203084366558185,2.11273e-05,1.1534e-08,1831.74093983007,1,3.08568423484935,3.08568423484935
K18073,0.0107925280339073,0.0424850448649632,4.784e-07,4.1008e-06,8.57190635451505,-1,2.02873739525314,-2.02873739525314
K03795,0.0122635477587195,0.0476515973081224,1.72396e-05,7.34956e-07,23.4566423023963,1,1.98046237314405,1.98046237314405
K04118,5.61379871724699e-05,0.00203084366558185,2.081038e-05,1.08748e-08,1913.63335417663,1,3.08568423484935,3.08568423484935
K07309,0.00210517451896762,0.0159397613286948,1.0468e-05,2.04656e-06,5.11492455632867,1,2.41029190987612,2.41029190987612
K21419,0.0071435588676968,0.0330294491078005,2.278566e-07,4.0054472e-06,17.5788070216092,-1,2.13172513692291,-2.13172513692291
K24116,0.000839923716331821,0.00898898015913279,2.018096e-05,1.1766e-08,1715.19292877783,1,2.61247296452743,2.61247296452743
K16049,0.000839923716331821,0.00898898015913279,2.000494e-05,1.04536e-08,1913.68906405449,1,2.61247296452743,2.61247296452743
K23812,0.000839923716331821,0.00898898015913279,2.000494e-05,1.04536e-08,1913.68906405449,1,2.61247296452743,2.61247296452743
K13671,0.0022033558894133,0.0164628670077815,1.969998e-05,4.4884e-08,438.908742536316,1,2.39848908776572,2.39848908776572
K00496,5.61379871724699e-05,0.00203084366558185,1.985114e-05,1.01352e-08,1958.63327808035,1,3.08568423484935,3.08568423484935
K01822,5.61379871724699e-05,0.00203084366558185,1.969736e-05,9.8096e-09,2007.9677051052,1,3.08568423484935,3.08568423484935
K00437,0.00124666906437811,0.0119527264650927,9.988e-06,1.919e-06,5.20479416362689,1,2.51353692482595,2.51353692482595
K12375,5.61379871724699e-05,0.00203084366558185,5.0546e-07,3.7952e-06,7.50840818264551,-1,3.08568423484935,-3.08568423484935
K00120,0.000839923716331821,0.00898898015913279,1.92619e-05,1.17904e-08,1633.69351336681,1,2.61247296452743,2.61247296452743
K13098,0.00016841396151741,0.00425885661908427,1.4508e-07,3.76856e-06,25.9757375241246,-1,2.85832372358346,-2.85832372358346
K20468,0.0130941855079786,0.0488158232630462,1.52574e-05,6.76236e-07,22.562241584299,1,1.97019677292199,1.97019677292199
K19088,0.00116486323382875,0.0113211956581317,1.0196e-07,3.69672e-06,36.2565712043939,-1,2.53262512332187,-2.53262512332187
K20963,0.00200936477741071,0.0159397613286948,2.13e-07,3.57192e-06,16.7695774647887,-1,2.41029190987612,-2.41029190987612
K00404,0.0071435588676968,0.0330294491078005,8.7836e-09,3.50483372e-06,399.020187622387,-1,2.13172513692291,-2.13172513692291
K00405,0.0071435588676968,0.0330294491078005,8.7836e-09,3.50483372e-06,399.020187622387,-1,2.13172513692291,-2.13172513692291
K09944,0.0071435588676968,0.0330294491078005,8.7836e-09,3.50483372e-06,399.020187622387,-1,2.13172513692291,-2.13172513692291
K00311,0.00453406382248189,0.0251640515389661,1.3332e-07,3.468184e-06,26.0139813981398,-1,2.23887498490255,-2.23887498490255
K05578,0.00276479586824414,0.0185125234913965,2.4968e-07,3.41096e-06,13.6613264979173,-1,2.35520431972623,-2.35520431972623
K00406,0.00572607469159193,0.028960225009773,6.0748e-09,3.442489228e-06,566.683549746494,-1,2.1840275321937,-2.1840275321937
K00407,0.00572607469159193,0.028960225009773,6.0748e-09,3.442489228e-06,566.683549746494,-1,2.1840275321937,-2.1840275321937
K00411,0.00572607469159193,0.028960225009773,6.0748e-09,3.442489228e-06,566.683549746494,-1,2.1840275321937,-2.1840275321937
K00413,0.00572607469159193,0.028960225009773,6.0748e-09,3.442489228e-06,566.683549746494,-1,2.1840275321937,-2.1840275321937
K05927,0.00572607469159193,0.028960225009773,6.0748e-09,3.442489228e-06,566.683549746494,-1,2.1840275321937,-2.1840275321937
K08077,0.00572607469159193,0.028960225009773,6.0748e-09,3.442489228e-06,566.683549746494,-1,2.1840275321937,-2.1840275321937
K15510,0.000839923716331821,0.00898898015913279,1.667756e-05,1.5646e-08,1065.93122842899,1,2.61247296452743,2.61247296452743
K08973,0.00883427755014337,0.0373997893509094,5.7872e-09,3.320863436e-06,573.829042714957,-1,2.08137287640961,-2.08137287640961
K11729,0.00116486323382875,0.0113211956581317,1.633688e-05,3.15908e-08,517.140433290705,1,2.53262512332187,2.53262512332187
K15525,0.00265264619285221,0.0185125234913965,1.50818e-05,2.20388e-07,68.4329455324246,1,2.35520431972623,2.35520431972623
K10912,0.00116486323382875,0.0113211956581317,6.138e-09,3.121462e-06,508.547083740632,-1,2.53262512332187,-2.53262512332187
K03197,0.000266655439069232,0.00580402674341777,1.1594e-09,3.0994544e-06,2673.32620320856,-1,2.75865221762251,-2.75865221762251
K04103,0.00889484681789721,0.0373997893509094,3.4264e-07,3.0294e-06,8.84134952136353,-1,2.08137287640961,-2.08137287640961
K00257,5.61379871724699e-05,0.00203084366558185,1.526642e-05,8.4664e-09,1803.17726542568,1,3.08568423484935,3.08568423484935
K18958,5.61379871724699e-05,0.00203084366558185,1.52602e-05,9.8188e-09,1554.18177374017,1,3.08568423484935,3.08568423484935
K08740,0.000589448865310934,0.00884060159988415,3.888e-07,2.9794e-06,7.6630658436214,-1,2.61815739989778,-2.61815739989778
K10938,0.0130941855079786,0.0488158232630462,3.3492e-07,2.96484e-06,8.85238265854532,-1,1.97019677292199,-1.97019677292199
K14728,5.61379871724699e-05,0.00203084366558185,1.50941e-05,1.2244e-08,1232.7752368507,1,3.08568423484935,3.08568423484935
K18935,0.0071435588676968,0.0330294491078005,7.497e-06,1.48328e-06,5.05433903241465,1,2.13172513692291,2.13172513692291
K03195,0.000407000407000407,0.00743061023434855,8.648e-10,2.98160944e-06,3447.74449583719,-1,2.67690318756324,-2.67690318756324
K07157,0.0071435588676968,0.0330294491078005,1.413938e-05,1.374056e-07,102.90250179032,1,2.13172513692291,2.13172513692291
K07008,0.0107925280339073,0.0424850448649632,1.40211e-05,1.266012e-07,110.75013506981,1,2.02873739525314,2.02873739525314
K15982,0.000839923716331821,0.00898898015913279,1.461896e-05,8.3696e-09,1746.67367616135,1,2.61247296452743,2.61247296452743
K07222,0.000839923716331821,0.00898898015913279,1.461272e-05,9.7192e-09,1503.48999917689,1,2.61247296452743,2.61247296452743
K12956,0.00241983356720031,0.018008170946765,9.454e-06,1.02552e-06,9.2187378110617,1,2.36545007848197,2.36545007848197
K00451,5.61379871724699e-05,0.00203084366558185,1.446518e-05,8.0452e-09,1797.98886292448,1,3.08568423484935,3.08568423484935
K00232,0.000838800782394012,0.00898898015913279,1.445712e-05,9.3932e-09,1539.10488438445,1,2.61247296452743,2.61247296452743
K21308,0.000838800782394012,0.00898898015913279,7.624e-06,1.34732e-06,5.65864085740581,1,2.61247296452743,2.61247296452743
K08195,5.61379871724699e-05,0.00203084366558185,7.474e-06,1.37528e-06,5.43452969577104,1,3.08568423484935,3.08568423484935
K20470,5.61379871724699e-05,0.00203084366558185,1.413762e-05,7.3956e-09,1911.62583157553,1,3.08568423484935,3.08568423484935
K21480,5.61379871724699e-05,0.00203084366558185,1.413762e-05,7.3956e-09,1911.62583157553,1,3.08568423484935,3.08568423484935
K16051,0.000589448865310934,0.00884060159988415,1.385888e-05,3.17908e-08,435.939957471973,1,2.61815739989778,2.61815739989778
K22303,5.61379871724699e-05,0.00203084366558185,1.381792e-05,7.9436e-09,1739.50349967269,1,3.08568423484935,3.08568423484935
K18693,0.000407000407000407,0.00743061023434855,1.2488e-08,2.753968e-06,220.529147982063,-1,2.67690318756324,-2.67690318756324
K22818,5.61379871724699e-05,0.00203084366558185,1.366414e-05,7.618e-09,1793.66500393804,1,3.08568423484935,3.08568423484935
K16929,0.00124666906437811,0.0119527264650927,3.892e-07,2.64004e-06,6.78324768756423,-1,2.51353692482595,-2.51353692482595
K15983,0.000839923716331821,0.00898898015913279,1.349034e-05,7.2968e-09,1848.80221466944,1,2.61247296452743,2.61247296452743
K11608,5.61379871724699e-05,0.00203084366558185,1.333656e-05,6.972e-09,1912.8743545611,1,3.08568423484935,3.08568423484935
K13775,5.61379871724699e-05,0.00203084366558185,1.333656e-05,6.972e-09,1912.8743545611,1,3.08568423484935,3.08568423484935
K22821,5.61379871724699e-05,0.00203084366558185,1.333656e-05,6.972e-09,1912.8743545611,1,3.08568423484935,3.08568423484935
K21481,0.00158589813762228,0.0134991373065147,1.18812e-05,2.6952e-07,44.0828138913624,1,2.47032228664212,2.47032228664212
K07517,5.61379871724699e-05,0.00203084366558185,1.318276e-05,6.648e-09,1982.96630565584,1,3.08568423484935,3.08568423484935
K18546,5.61379871724699e-05,0.00203084366558185,1.318276e-05,6.648e-09,1982.96630565584,1,3.08568423484935,3.08568423484935
K22342,5.61379871724699e-05,0.00203084366558185,1.318276e-05,6.648e-09,1982.96630565584,1,3.08568423484935,3.08568423484935
K22502,5.61379871724699e-05,0.00203084366558185,1.318276e-05,6.648e-09,1982.96630565584,1,3.08568423484935,3.08568423484935
K02638,0.000839923716331821,0.00898898015913279,1.302898e-05,6.32e-09,2061.54746835443,1,2.61247296452743,2.61247296452743
K06443,0.000839923716331821,0.00898898015913279,1.302898e-05,6.32e-09,2061.54746835443,1,2.61247296452743,2.61247296452743
K12677,0.000839923716331821,0.00898898015913279,1.302898e-05,6.32e-09,2061.54746835443,1,2.61247296452743,2.61247296452743
K15981,0.000839923716331821,0.00898898015913279,1.302898e-05,6.32e-09,2061.54746835443,1,2.61247296452743,2.61247296452743
K20761,0.000839923716331821,0.00898898015913279,1.302898e-05,6.32e-09,2061.54746835443,1,2.61247296452743,2.61247296452743
K21691,0.000839923716331821,0.00898898015913279,1.302898e-05,6.32e-09,2061.54746835443,1,2.61247296452743,2.61247296452743
K22344,0.000839923716331821,0.00898898015913279,1.302898e-05,6.32e-09,2061.54746835443,1,2.61247296452743,2.61247296452743
K20847,0.0130941855079786,0.0488158232630462,6.0178e-07,2.48956e-06,4.13699358569577,-1,1.97019677292199,-1.97019677292199
K01907,1.40344967931175e-05,0.00203084366558185,9.312e-06,7.02276e-07,13.2597440322608,1,3.08568423484935,3.08568423484935
K17251,0.0071435588676968,0.0330294491078005,8.7556e-09,2.46718572e-06,281.783740691672,-1,2.13172513692291,-2.13172513692291
K07349,0.0104549226471039,0.0424850448649632,3.764e-07,2.33484e-06,6.20308182784272,-1,2.02873739525314,-2.02873739525314
K07234,0.00572607469159193,0.028960225009773,6.0662e-09,2.404502828e-06,396.377110546965,-1,2.1840275321937,-2.1840275321937
K15910,0.00572607469159193,0.028960225009773,6.0662e-09,2.404502828e-06,396.377110546965,-1,2.1840275321937,-2.1840275321937
K12295,0.00890243258160883,0.0373997893509094,4.924e-07,2.30488e-06,4.68090982940699,-1,2.08137287640961,-2.08137287640961
K00376,0.00883427755014337,0.0373997893509094,5.75848e-09,2.283712636e-06,396.582541920785,-1,2.08137287640961,-2.08137287640961
K21555,0.00883427755014337,0.0373997893509094,5.75848e-09,2.283712636e-06,396.582541920785,-1,2.08137287640961,-2.08137287640961
K24346,0.00883427755014337,0.0373997893509094,5.75848e-09,2.283712636e-06,396.582541920785,-1,2.08137287640961,-2.08137287640961
K00153,0.0071435588676968,0.0330294491078005,8.673e-06,4.9268e-07,17.6037184379313,1,2.13172513692291,2.13172513692291
K02351,0.0071435588676968,0.0330294491078005,9.8383e-06,2.29136e-07,42.9365093219747,1,2.13172513692291,2.13172513692291
K00457,0.00210517451896762,0.0159397613286948,8.8428e-06,4.08204e-07,21.6626980627333,1,2.41029190987612,2.41029190987612
K00435,0.0071435588676968,0.0330294491078005,9.74936e-06,1.292652e-07,75.4213817794735,1,2.13172513692291,2.13172513692291
K01601,0.00116486323382875,0.0113211956581317,4.748e-07,1.91516e-06,4.03361415332772,-1,2.53262512332187,-2.53262512332187
K17994,0.00016841396151741,0.00425885661908427,5.642e-06,8.49416e-07,6.64221064825716,1,2.85832372358346,2.85832372358346
K22389,0.00265264619285221,0.0185125234913965,1.418e-07,1.93712e-06,13.6609308885755,-1,2.35520431972623,-2.35520431972623
K03194,0.00220586405901552,0.0164628670077815,8.486e-10,1.94357396e-06,2290.3299080839,-1,2.39848908776572,-2.39848908776572
K14286,0.00220586405901552,0.0164628670077815,8.486e-10,1.94357396e-06,2290.3299080839,-1,2.39848908776572,-2.39848908776572
K16169,0.0130941855079786,0.0488158232630462,5.1342e-06,9.02292e-07,5.69017568591986,1,1.97019677292199,1.97019677292199
K11533,0.00454717696097006,0.0251640515389661,8.81366e-06,1.613936e-07,54.6097243013354,1,2.23887498490255,2.23887498490255
K14998,0.00276479586824414,0.0185125234913965,9.22346e-06,7.72288e-08,119.430316151488,1,2.35520431972623,2.35520431972623
K09959,0.0104634973398284,0.0424850448649632,8.9483e-06,1.28946e-07,69.3957160361702,1,2.02873739525314,2.02873739525314
K17993,0.00016841396151741,0.00425885661908427,5.538e-06,7.89816e-07,7.01175970099365,1,2.85832372358346,2.85832372358346
K20814,0.00881366398607778,0.0373997893509094,8.34906e-06,2.208396e-07,37.8059913167747,1,2.08137287640961,2.08137287640961
K06963,0.00102344176745841,0.0108650593133459,5.7e-06,7.2184e-07,7.89648675606783,1,2.54700912162549,2.54700912162549
K09763,0.00881366398607778,0.0373997893509094,8.649e-06,1.26852e-07,68.1818181818182,1,2.08137287640961,2.08137287640961
K13483,0.000589448865310934,0.00884060159988415,8.282e-06,2.002e-07,41.3686313686314,1,2.61815739989778,2.61815739989778
K09732,0.000266655439069232,0.00580402674341777,5.72e-06,7.0396e-07,8.12546167395875,1,2.75865221762251,2.75865221762251
K18455,0.00755281009763692,0.0342329803381293,8.91052e-06,5.80324e-08,153.543882382945,1,2.11731667840585,2.11731667840585
K02497,0.0130941855079786,0.0488158232630462,4.9932e-06,8.0964e-07,6.16718541574033,1,1.97019677292199,1.97019677292199
K11897,0.0071435588676968,0.0330294491078005,3.4096e-08,1.771768e-06,51.9641013608634,-1,2.13172513692291,-2.13172513692291
K08737,0.000556956201049037,0.00884060159988415,1.5416e-07,1.74388e-06,11.3121432278153,-1,2.61815739989778,-2.61815739989778
K11163,0.00453406382248189,0.0251640515389661,8.71308e-06,2.73688e-08,318.358130425886,1,2.23887498490255,2.23887498490255
K11178,0.00356476218545184,0.021847099385977,7.8772e-06,1.92352e-07,40.9520046581268,1,2.29301572952859,2.29301572952859
K09388,5.61379871724699e-05,0.00203084366558185,5.034e-06,7.508e-07,6.70484816196057,1,3.08568423484935,3.08568423484935
K00274,0.00116486323382875,0.0113211956581317,8.60048e-06,3.90576e-08,220.199909876695,1,2.53262512332187,2.53262512332187
K24126,0.00572607469159193,0.028960225009773,7.02584e-06,3.52116e-07,19.953197241818,1,2.1840275321937,2.1840275321937
K19373,0.0130941855079786,0.0488158232630462,4.0826e-07,1.657276e-06,4.05936413070102,-1,1.97019677292199,-1.97019677292199
K19719,0.000686420440563159,0.00898898015913279,8.60072e-06,5.9732e-09,1439.88481885756,1,2.61247296452743,2.61247296452743
K09386,5.61379871724699e-05,0.00203084366558185,8.59866e-06,4.9816e-09,1726.08398907981,1,3.08568423484935,3.08568423484935
K06324,0.00356476218545184,0.021847099385977,8.3857e-06,2.67116e-08,313.934769912697,1,2.29301572952859,2.29301572952859
K18362,0.000839923716331821,0.00898898015913279,5.604e-06,5.83292e-07,9.60753790554302,1,2.61247296452743,2.61247296452743
K12503,0.00638959822663427,0.0314014594609561,8.12128e-06,7.74684e-08,104.833454673131,1,2.15194788167789,2.15194788167789
K22311,0.00755281009763692,0.0342329803381293,7.8389e-06,1.226436e-07,63.9160950917944,1,2.11731667840585,2.11731667840585
K14949,0.00380304391858015,0.0229297725152664,7.1246e-06,2.65576e-07,26.8269723167756,1,2.27460272476658,2.27460272476658
K12294,0.00454717696097006,0.0251640515389661,3.796e-07,1.60868e-06,4.23782929399368,-1,2.23887498490255,-2.23887498490255
