KO,p_value,p_adj,xz_mean,fxz_mean,foldchange,direction,zs,rzs
K02292,0.00276479586824414,0.0185125234913965,7.85856e-06,9.51564e-08,82.5857220323594,1,2.35520431972623,2.35520431972623
K14162,0.00158589813762228,0.0134991373065147,8.09976e-06,4.06648e-08,199.18356908186,1,2.47032228664212,2.47032228664212
K02293,0.00356476218545184,0.021847099385977,7.2532e-06,2.11172e-07,34.3473566571326,1,2.29301572952859,2.29301572952859
K07020,0.000589448865310934,0.00884060159988415,8.13794e-06,3.03916e-08,267.769383645481,1,2.61815739989778,2.61815739989778
K11957,0.00210517451896762,0.0159397613286948,7.9497e-06,6.6474e-08,119.591118331979,1,2.41029190987612,2.41029190987612
K10911,0.0107925280339073,0.0424850448649632,1.4792e-07,1.62004e-06,10.9521362898864,-1,2.02873739525314,-2.02873739525314
K03889,0.00158589813762228,0.0134991373065147,7.94558e-06,4.0318e-08,197.072771466839,1,2.47032228664212,2.47032228664212
K03890,0.00158589813762228,0.0134991373065147,7.94558e-06,4.0318e-08,197.072771466839,1,2.47032228664212,2.47032228664212
K03891,0.00158589813762228,0.0134991373065147,7.94558e-06,4.0318e-08,197.072771466839,1,2.47032228664212,2.47032228664212
K23842,0.00158589813762228,0.0134991373065147,7.94558e-06,4.0318e-08,197.072771466839,1,2.47032228664212,2.47032228664212
K03062,0.00881366398607778,0.0373997893509094,3.844e-07,1.54664e-06,4.02351716961498,-1,2.08137287640961,-2.08137287640961
K01781,0.00572607469159193,0.028960225009773,5.9328e-06,4.1532e-07,14.2848887604739,1,2.1840275321937,2.1840275321937
K16956,0.00454717696097006,0.0251640515389661,8.052e-08,1.581092e-06,19.6360158966716,-1,2.23887498490255,-2.23887498490255
K14161,0.00210517451896762,0.0159397613286948,7.79158e-06,4.0004e-08,194.7700229977,1,2.41029190987612,2.41029190987612
K23156,0.000838800782394012,0.00898898015913279,7.951386e-06,4.882e-09,1628.71487095453,1,2.61247296452743,2.61247296452743
K05888,0.000839923716331821,0.00898898015913279,7.94394e-06,6.2372e-09,1273.63881228756,1,2.61247296452743,2.61247296452743
K11414,0.000839923716331821,0.00898898015913279,7.94394e-06,6.2372e-09,1273.63881228756,1,2.61247296452743,2.61247296452743
