SGBs	phylum	AH	GX	JL	SD	SX	XZ
SD4.bin090	Firmicutes	1	1	0	1	0	0
SD4.bin092	Bacteroidetes	0	0	1	0	1	0
SD4.bin093	Firmicutes	1	1	1	1	1	1
SD4.bin095	Firmicutes	0	0	0	0	0	1
SD4.bin096	Proteobacteria	0	0	0	0	0	0
SD4.bin097	Firmicutes	0	0	0	0	0	0
SD4.bin098	Firmicutes	0	0	0	0	0	0
SD4.bin099	Firmicutes	0	0	0	0	0	0
SD4.bin100	Firmicutes	0	0	0	0	0	0
SD4.bin101	Firmicutes	0	0	0	0	0	0
SD4.bin102	Firmicutes	0	0	0	0	0	0
SD4.bin104	Firmicutes	0	0	0	0	0	0
SD4.bin105	Verrucomicrobia	0	0	0	1	0	0
SD4.bin106	Firmicutes	0	0	0	0	0	0
SD4.bin107	Proteobacteria	0	0	0	0	0	0
SD4.bin108	Bacteroidetes	0	0	0	0	0	0
SD4.bin113	Verrucomicrobia	0	0	0	0	0	0
SD4.bin115	Firmicutes	0	0	0	0	0	0
SD4.bin117	Firmicutes	0	0	0	0	0	0
SD4.bin119	Bacteroidetes	0	0	0	0	1	0
SD4.bin120	Firmicutes	0	0	0	0	0	0
SD4.bin121	Verrucomicrobia	0	0	0	0	0	0
SD4.bin122	Bacteroidetes	0	0	0	0	0	0
SD4.bin123	Proteobacteria	0	0	0	0	0	0
SD4.bin127	Firmicutes	0	0	0	1	0	0
SD4.bin128	Firmicutes	0	0	0	0	0	0
SD4.bin130	Proteobacteria	0	0	0	0	0	0
SD4.bin131	Firmicutes	0	0	0	0	0	0
SD4.bin132	Bacteroidetes	0	0	0	1	0	0
SD4.bin133	Bacteroidetes	1	0	1	1	1	0
SD4.bin134	Proteobacteria	0	0	0	0	0	0
SD4.bin137	Firmicutes	1	1	1	1	1	1
SD4.bin139	Bacteroidetes	0	0	0	0	1	0
SD4.bin140	Firmicutes	1	0	1	0	0	0
SD4.bin141	Bacteroidetes	0	0	0	0	0	0
SD4.bin145	Bacteroidetes	0	0	0	0	1	0
SD4.bin146	Firmicutes	0	1	0	0	0	1
SD4.bin147	Proteobacteria	0	0	0	0	0	0
SD4.bin148	Bacteroidetes	0	0	0	0	0	0
SD4.bin149	Firmicutes	1	1	0	1	1	1
SD4.bin150	Firmicutes	0	0	0	0	0	0
SD4.bin151	Bacteroidetes	1	1	1	1	1	0
SD4.bin152	Verrucomicrobia	0	1	0	0	0	0
SD4.bin153	Firmicutes	0	0	0	0	0	0
SD4.bin155	Firmicutes	0	0	0	0	0	0
SD4.bin156	Proteobacteria	0	0	0	0	1	0
SD4.bin158	Firmicutes	0	0	0	0	0	0
SD4.bin161	Firmicutes	0	0	0	0	0	0
SD4.bin162	Bacteroidetes	0	0	0	0	0	0
SD4.bin163	Bacteroidetes	0	0	0	0	0	0
SD4.bin165	Fibrobacteres	0	0	0	0	0	0
SD4.bin166	Bacteroidetes	0	0	0	0	0	0
SD4.bin168	Firmicutes	0	1	0	1	1	1
SD4.bin169	Firmicutes	0	0	0	0	0	0
SD4.bin170	Candidatus Melainabacteria	0	0	0	1	0	0
SD4.bin174	Bacteroidetes	0	0	0	0	0	0
SD4.bin175	Firmicutes	0	0	0	0	0	0
SD4.bin178	Firmicutes	0	0	0	0	0	0
SD4.bin180	Firmicutes	0	0	0	0	0	0
SD4.bin182	Firmicutes	0	0	0	0	0	0
SD4.bin184	Verrucomicrobia	0	0	0	0	0	0
SD4.bin185	Firmicutes	0	0	0	1	0	0
SD4.bin186	Proteobacteria	0	0	0	0	0	0
SD4.bin187	Bacteroidetes	0	0	0	0	0	0
SD4.bin188	Firmicutes	0	0	0	0	0	0
SD4.bin189	Proteobacteria	0	0	0	0	0	0
SD4.bin191	Proteobacteria	0	0	0	0	0	0
SD5.bin001	Firmicutes	1	1	1	1	1	1
SD5.bin002	Firmicutes	0	0	1	0	0	0
SD5.bin003	Firmicutes	0	0	0	0	0	1
SD5.bin004	Firmicutes	1	0	0	1	0	1
SD5.bin005	Firmicutes	0	1	0	0	0	0
SD5.bin008	Spirochaetes	0	0	0	0	0	0
SD5.bin009	Firmicutes	0	1	0	1	0	0
SD5.bin010	Firmicutes	0	0	0	0	0	0
SD5.bin011	Firmicutes	0	0	1	0	1	0
SD5.bin012	Firmicutes	0	0	0	0	0	0
SD5.bin013	Firmicutes	1	1	1	1	1	1
SD5.bin014	Firmicutes	1	0	1	1	1	0
SD5.bin015	Firmicutes	0	0	0	0	0	0
SD5.bin016	Firmicutes	0	0	0	1	0	0
SD5.bin017	Firmicutes	0	0	0	1	0	0
SD5.bin019	Firmicutes	0	0	0	0	0	0
SD5.bin020	Firmicutes	0	0	1	0	0	0
SD5.bin021	Firmicutes	1	1	1	1	1	1
SD5.bin022	Firmicutes	0	0	0	1	0	0
SD5.bin025	Firmicutes	0	0	1	0	1	0
SD5.bin026	Firmicutes	1	1	1	1	1	0
SD5.bin027	Firmicutes	0	1	0	1	0	0
SD5.bin028	Firmicutes	1	1	1	1	1	0
SD5.bin029	Firmicutes	0	1	0	0	0	0
SD5.bin030	Euryarchaeota	0	1	0	0	0	0
SD5.bin032	Firmicutes	1	1	1	1	1	1
SD5.bin033	Firmicutes	1	1	1	1	1	1
SD5.bin035	Firmicutes	0	1	1	1	1	1
SD5.bin036	Bacteroidetes	0	0	0	0	0	0
SD5.bin037	Firmicutes	1	1	1	1	1	1
SD5.bin038	Firmicutes	0	0	0	0	0	0
SD5.bin039	Firmicutes	0	0	0	0	0	0
SD5.bin040	Lentisphaerae	0	0	0	0	0	0
SD5.bin041	Firmicutes	0	0	0	0	0	0
SD5.bin042	Firmicutes	0	0	0	0	0	0
SD5.bin043	Firmicutes	0	0	0	0	0	0
SD5.bin044	Firmicutes	1	0	0	1	0	0
SD5.bin048	Firmicutes	1	1	1	1	1	1
SD5.bin049	Firmicutes	0	1	0	1	0	0
SD5.bin052	Firmicutes	0	0	0	0	0	0
SD5.bin053	Firmicutes	0	0	0	0	0	0
SD5.bin054	Firmicutes	0	0	0	0	0	0
SD5.bin056	Firmicutes	0	0	0	0	0	0
SD5.bin058	Firmicutes	1	1	1	1	1	1
SD5.bin059	Firmicutes	0	0	1	1	1	1
SD5.bin060	Firmicutes	0	0	0	0	0	0
SD5.bin061	Actinobacteria	0	0	0	0	0	1
SD5.bin062	Firmicutes	0	0	0	0	0	0
SD5.bin064	Firmicutes	0	1	0	1	0	0
SD5.bin065	Firmicutes	0	0	1	0	0	0
SD5.bin066	Firmicutes	1	1	1	1	1	1
SD5.bin067	Firmicutes	1	1	1	1	1	1
SD5.bin069	Firmicutes	1	0	0	1	0	1
SD5.bin070	Firmicutes	0	0	0	0	0	0
SD5.bin072	Bacteroidetes	0	0	0	0	0	0
SD5.bin073	Firmicutes	0	0	0	0	0	0
SD5.bin075	Firmicutes	0	1	1	1	1	0
SD5.bin077	Firmicutes	0	0	0	1	0	0
SD5.bin078	Firmicutes	0	0	0	0	0	0
SD5.bin079	Firmicutes	0	0	1	0	0	0
SD5.bin081	Firmicutes	0	0	0	0	0	1
SD5.bin082	Firmicutes	1	1	1	1	1	1
SD5.bin083	Firmicutes	0	0	0	0	0	0
SD5.bin084	Firmicutes	1	0	1	0	1	1
SD5.bin085	Firmicutes	0	1	0	1	1	1
SD5.bin086	Firmicutes	0	1	1	1	1	0
SD5.bin087	Firmicutes	1	1	0	1	0	1
SD5.bin088	Firmicutes	0	0	1	0	1	0
SD5.bin090	Firmicutes	0	0	0	0	0	0
SD5.bin091	Firmicutes	0	0	0	0	0	0
SD5.bin092	Bacteroidetes	0	0	1	0	0	0
SD5.bin094	Firmicutes	0	0	1	0	1	0
SD5.bin095	Bacteroidetes	0	0	0	0	0	0
SD5.bin096	Firmicutes	0	0	0	0	0	0
SD5.bin097	Bacteroidetes	1	1	1	1	1	1
SD5.bin098	Firmicutes	0	0	0	0	0	0
SD5.bin099	Bacteroidetes	1	1	1	1	1	1
SD5.bin100	Firmicutes	0	1	0	0	0	0
SD5.bin101	Firmicutes	0	0	0	0	0	1
SD5.bin102	Firmicutes	0	0	0	0	0	0
SD5.bin105	Firmicutes	0	0	0	0	0	0
SD5.bin106	Firmicutes	1	1	1	1	1	1
SD5.bin107	Firmicutes	1	1	1	1	1	1
SD5.bin108	Firmicutes	0	0	0	0	0	0
SD5.bin109	Firmicutes	1	1	1	1	1	1
SD5.bin110	Firmicutes	0	0	0	1	0	0
SD5.bin111	Firmicutes	0	0	0	0	0	0
SD5.bin112	Firmicutes	0	0	0	0	0	0
SD5.bin113	Firmicutes	0	0	0	0	0	0
SD5.bin114	Firmicutes	1	1	1	1	1	1
SD5.bin115	Firmicutes	0	0	1	0	0	0
SD5.bin116	Firmicutes	0	1	0	0	0	0
SD5.bin117	Firmicutes	0	0	0	1	0	1
SD5.bin119	Firmicutes	0	0	0	0	0	0
SD5.bin121	Firmicutes	0	0	0	0	0	0
SD5.bin122	Bacteroidetes	1	1	1	1	1	1
SD5.bin123	Firmicutes	1	1	0	1	0	1
SD5.bin124	Firmicutes	0	0	0	0	0	0
SD5.bin125	Firmicutes	0	0	0	1	0	1
SD5.bin126	Firmicutes	0	0	0	1	0	0
SD5.bin127	Proteobacteria	0	0	0	0	0	0
SD5.bin128	Proteobacteria	0	0	0	0	0	0
SD5.bin130	Firmicutes	1	1	1	1	1	0
SD5.bin131	Firmicutes	1	0	0	1	0	0
SD5.bin132	Firmicutes	1	1	1	1	1	1
SD5.bin134	Firmicutes	1	1	1	1	1	1
SD5.bin136	Firmicutes	0	0	0	0	0	0
SD5.bin139	Firmicutes	0	0	0	0	0	0
SD5.bin140	Firmicutes	1	1	0	1	0	1
SD5.bin141	Firmicutes	1	1	1	1	1	1
SD5.bin142	Firmicutes	0	0	0	0	0	0
SD5.bin143	Firmicutes	1	0	0	1	0	1
SD5.bin144	Bacteroidetes	0	0	0	0	1	0
SD5.bin145	Actinobacteria	0	0	0	0	0	0
SD5.bin146	Firmicutes	1	1	1	1	1	1
SD5.bin147	Firmicutes	0	0	0	0	0	0
SD5.bin149	Firmicutes	0	0	0	1	0	0
SD5.bin150	Euryarchaeota	0	0	0	0	0	0
SD5.bin151	Firmicutes	1	1	1	1	1	1
SD5.bin153	Firmicutes	1	1	1	1	1	1
SD5.bin154	Firmicutes	0	0	1	0	1	0
SD5.bin155	Firmicutes	1	1	1	1	1	1
SD5.bin156	Firmicutes	0	0	0	0	0	0
SD5.bin157	Firmicutes	0	1	0	0	0	0
SD5.bin158	Bacteroidetes	0	0	0	0	0	0
SD5.bin162	Firmicutes	0	0	0	0	0	0
SX1.bin001	Firmicutes	0	0	0	0	0	0
SX1.bin003	Firmicutes	1	1	1	1	1	1
SX1.bin006	Verrucomicrobia	1	0	0	0	1	0
SX1.bin008	Firmicutes	0	0	1	1	1	1
SX1.bin009	Bacteroidetes	0	0	0	0	0	0
SX1.bin010	Firmicutes	1	1	1	1	1	1
SX1.bin011	Firmicutes	1	0	1	1	1	0
SX1.bin012	Firmicutes	0	0	0	0	0	0
SX1.bin013	Firmicutes	0	0	0	0	0	0
SX1.bin014	Firmicutes	0	1	0	0	1	1
SX1.bin016	Firmicutes	0	0	1	0	1	0
SX1.bin018	Firmicutes	0	0	1	0	0	0
SX1.bin019	Firmicutes	0	0	1	0	1	0
SX1.bin020	Firmicutes	1	1	0	0	1	0
SX1.bin023	Firmicutes	0	0	1	0	1	0
SX1.bin027	Firmicutes	1	1	1	1	1	1
SX1.bin028	Proteobacteria	0	0	1	0	1	0
SX1.bin035	Fibrobacteres	0	0	0	0	0	0
SX1.bin036	Firmicutes	0	0	0	0	0	0
SX1.bin039	Firmicutes	1	1	0	1	0	0
SX1.bin041	Verrucomicrobia	0	0	0	0	0	0
SX1.bin044	Firmicutes	1	1	0	1	0	0
SX1.bin045	Firmicutes	0	0	1	0	1	0
SX1.bin046	Firmicutes	1	1	1	1	1	1
SX1.bin047	Firmicutes	0	0	0	1	0	0
SX1.bin049	Firmicutes	0	0	1	0	0	0
SX1.bin052	Firmicutes	0	1	1	1	1	0
SX1.bin054	Firmicutes	0	0	0	0	0	0
SX1.bin055	Firmicutes	0	0	0	0	0	0
SX1.bin056	Firmicutes	0	0	1	0	1	0
SX1.bin057	Verrucomicrobia	0	0	0	0	0	0
SX1.bin061	Firmicutes	1	1	1	1	1	1
SX1.bin063	Firmicutes	0	0	1	0	0	0
SX1.bin064	Proteobacteria	0	0	0	0	1	0
SX1.bin067	Firmicutes	0	0	0	0	0	0
SX1.bin068	Bacteroidetes	0	0	0	0	1	0
SX1.bin069	Firmicutes	0	1	1	0	1	0
SX1.bin072	Firmicutes	0	0	0	0	0	0
SX1.bin075	Firmicutes	0	0	0	0	0	0
SX1.bin079	Firmicutes	1	1	1	1	1	1
SX1.bin081	Candidatus Melainabacteria	0	0	0	0	1	0
SX1.bin082	Candidatus Melainabacteria	0	0	0	1	1	0
SX1.bin084	Firmicutes	0	0	1	0	0	0
SX1.bin085	Firmicutes	0	0	0	0	0	0
SX1.bin086	Firmicutes	0	0	1	1	1	1
SX1.bin087	Firmicutes	0	1	0	1	0	1
SX1.bin089	Firmicutes	0	0	0	0	0	0
SX1.bin091	Firmicutes	0	0	0	0	0	0
SX1.bin092	Firmicutes	0	0	0	0	0	0
SX1.bin093	Firmicutes	1	1	0	1	1	1
SX1.bin095	Bacteroidetes	1	0	0	0	1	0
SX1.bin096	Firmicutes	0	0	0	0	0	0
SX1.bin097	Firmicutes	0	0	1	0	0	0
SX1.bin098	Bacteroidetes	0	1	0	1	1	0
SX1.bin101	Firmicutes	0	0	0	0	0	0
SX1.bin102	Firmicutes	1	1	1	1	1	0
SX1.bin103	Firmicutes	1	1	1	0	1	1
SX1.bin104	Tenericutes	0	0	0	0	0	0
SX1.bin106	Firmicutes	0	1	0	0	1	1
SX1.bin107	Firmicutes	1	1	0	1	1	0
SX1.bin110	Actinobacteria	0	0	0	0	0	0
SX1.bin112	Firmicutes	0	1	1	0	1	1
SX1.bin114	Firmicutes	0	0	0	0	1	0
SX1.bin115	Firmicutes	0	0	0	0	0	0
SX1.bin116	Firmicutes	0	0	0	0	1	0
SX1.bin119	Firmicutes	0	0	1	0	1	0
SX1.bin120	Firmicutes	0	0	1	0	1	0
SX1.bin122	Firmicutes	0	0	1	0	1	0
SX1.bin123	Firmicutes	0	0	0	1	1	0
SX2.bin002	Bacteroidetes	0	0	0	0	1	0
SX2.bin003	Firmicutes	0	0	0	0	0	0
SX2.bin004	Firmicutes	0	0	0	0	0	1
SX2.bin009	Proteobacteria	0	0	0	0	0	0
SX2.bin011	Firmicutes	0	0	0	1	0	0
SX2.bin012	Proteobacteria	0	0	0	0	0	0
SX2.bin014	Firmicutes	0	0	0	0	0	0
SX2.bin018	Firmicutes	0	0	0	0	0	0
SX2.bin021	Firmicutes	0	0	0	0	0	0
SX2.bin025	Euryarchaeota	0	0	0	1	1	1
SX2.bin026	Bacteroidetes	0	0	0	0	0	0
SX2.bin028	Lentisphaerae	0	0	0	0	1	0
SX2.bin029	Firmicutes	0	0	0	0	0	0
SX2.bin033	Firmicutes	0	0	0	0	0	0
SX2.bin034	Verrucomicrobia	0	0	0	0	0	0
SX2.bin035	Firmicutes	0	0	0	1	1	1
SX2.bin038	Bacteroidetes	0	0	0	0	0	0
SX2.bin041	Proteobacteria	0	0	0	0	0	0
SX2.bin042	Firmicutes	0	0	0	0	0	0
SX2.bin044	Firmicutes	0	0	0	0	1	0
SX2.bin045	Lentisphaerae	0	0	0	0	0	0
SX2.bin049	Firmicutes	0	1	0	0	0	1
SX2.bin050	Lentisphaerae	0	0	0	0	0	0
SX2.bin051	Bacteroidetes	0	0	0	0	0	0
SX2.bin052	Spirochaetes	0	0	0	0	0	0
SX2.bin053	Firmicutes	1	1	1	1	1	1
SX2.bin054	Firmicutes	0	0	0	0	0	0
SX2.bin055	Firmicutes	0	0	0	1	0	0
SX2.bin057	Firmicutes	0	0	0	0	0	0
SX2.bin058	Firmicutes	0	0	0	0	0	0
SX2.bin060	Firmicutes	0	1	0	0	0	1
SX2.bin061	Proteobacteria	0	0	0	0	0	0
SX2.bin062	Bacteroidetes	0	0	0	0	0	0
SX2.bin064	Verrucomicrobia	0	0	0	0	0	0
SX2.bin065	Firmicutes	0	0	0	0	1	1
SX2.bin067	Firmicutes	0	0	0	0	0	0
SX2.bin068	Firmicutes	0	0	0	0	1	0
SX2.bin070	Firmicutes	1	1	0	1	1	1
SX2.bin071	Bacteroidetes	1	1	1	1	1	1
SX2.bin072	Bacteroidetes	1	0	1	1	1	1
SX2.bin074	Verrucomicrobia	0	0	0	0	0	0
SX2.bin075	Firmicutes	1	1	1	1	1	1
SX2.bin077	Firmicutes	0	0	0	0	1	0
SX2.bin078	Firmicutes	0	0	0	0	0	0
SX2.bin079	Actinobacteria	0	0	0	0	0	1
SX2.bin080	Proteobacteria	0	0	0	0	0	0
SX2.bin081	Firmicutes	0	0	0	0	0	0
SX2.bin082	Proteobacteria	0	0	0	0	1	0
SX2.bin083	Firmicutes	0	0	0	0	0	0
SX2.bin084	Proteobacteria	0	0	0	0	0	0
SX2.bin085	Firmicutes	0	1	0	0	0	0
SX2.bin087	Lentisphaerae	0	0	0	1	1	0
SX2.bin089	Bacteroidetes	0	0	0	0	0	0
SX2.bin091	Bacteroidetes	1	1	1	1	1	0
SX2.bin092	Verrucomicrobia	0	0	0	0	0	0
SX2.bin093	Firmicutes	1	1	1	1	1	1
SX2.bin094	Firmicutes	1	1	1	1	1	1
SX2.bin095	Firmicutes	1	0	1	0	1	0
SX2.bin096	Firmicutes	0	0	0	0	0	0
SX2.bin097	Firmicutes	0	0	0	0	0	0
SX2.bin098	Verrucomicrobia	0	0	0	0	0	0
SX2.bin102	Bacteroidetes	0	0	0	0	1	0
SX2.bin105	Bacteroidetes	0	0	0	0	0	0
SX2.bin106	Proteobacteria	0	0	0	0	0	0
SX2.bin107	Proteobacteria	0	0	0	0	1	0
SX2.bin108	Firmicutes	0	0	0	1	0	0
SX2.bin109	Firmicutes	0	0	0	0	0	0
SX2.bin112	Bacteroidetes	0	1	0	1	1	0
SX2.bin113	Spirochaetes	0	0	0	1	1	0
SX2.bin115	Firmicutes	1	1	0	0	0	0
SX2.bin117	Spirochaetes	0	0	0	0	0	0
SX2.bin118	Firmicutes	0	0	0	0	0	0
SX2.bin119	Firmicutes	0	0	0	0	0	0
SX2.bin120	Candidatus Melainabacteria	0	0	0	0	0	0
SX2.bin121	Firmicutes	0	0	0	0	1	0
SX2.bin122	Bacteroidetes	0	0	0	0	1	0
SX2.bin123	Firmicutes	0	0	0	0	0	0
SX2.bin124	Firmicutes	0	0	0	0	0	0
SX2.bin125	Bacteroidetes	1	1	1	1	1	1
SX2.bin126	Bacteroidetes	0	0	0	1	0	0
SX2.bin127	Firmicutes	0	0	1	1	0	0
SX2.bin130	Firmicutes	0	0	0	0	0	1
SX2.bin132	Bacteroidetes	0	0	0	0	0	0
SX2.bin133	Bacteroidetes	0	0	0	0	0	0
SX2.bin134	Proteobacteria	0	0	0	0	0	0
SX2.bin136	Firmicutes	0	1	0	0	0	0
SX2.bin137	Bacteroidetes	0	0	0	0	1	0
SX2.bin138	Firmicutes	1	0	0	1	1	0
SX2.bin142	Proteobacteria	0	0	0	0	0	0
SX2.bin143	Lentisphaerae	0	0	0	0	0	0
SX2.bin145	Firmicutes	1	1	1	1	1	1
SX2.bin147	Firmicutes	0	0	0	0	0	0
SX2.bin148	Firmicutes	1	0	1	1	1	1
SX2.bin149	Bacteroidetes	0	0	0	0	0	0
SX2.bin150	Bacteroidetes	0	1	0	0	1	0
SX2.bin152	Verrucomicrobia	0	0	0	0	0	0
SX2.bin153	Bacteroidetes	0	0	0	0	1	0
SX2.bin157	Verrucomicrobia	0	1	1	0	1	0
SX2.bin158	Bacteroidetes	0	1	1	1	1	0
SX2.bin159	Firmicutes	1	1	1	1	1	1
SX2.bin161	Fibrobacteres	0	0	0	0	0	0
SX2.bin162	Firmicutes	1	1	1	1	1	0
SX2.bin165	Firmicutes	1	0	1	0	1	0
SX2.bin166	Bacteroidetes	0	0	0	0	0	0
SX2.bin167	Elusimicrobia	0	0	0	0	0	0
SX2.bin168	Bacteroidetes	1	1	1	1	1	1
SX2.bin169	Candidatus Melainabacteria	0	0	0	0	1	0
SX3.bin005	Verrucomicrobia	1	0	0	0	0	0
SX3.bin006	Bacteroidetes	1	1	1	1	1	1
SX3.bin008	Firmicutes	1	1	1	1	1	0
SX3.bin012	Firmicutes	0	0	0	0	0	0
SX3.bin014	Firmicutes	0	1	0	1	1	1
SX3.bin016	Bacteroidetes	1	1	1	1	1	0
SX3.bin018	Bacteroidetes	0	0	1	0	1	0
SX3.bin022	Firmicutes	1	0	0	1	0	0
SX3.bin023	Spirochaetes	0	0	0	0	0	0
SX3.bin025	Firmicutes	0	0	0	0	0	0
SX3.bin026	Firmicutes	0	0	0	0	0	0
SX3.bin027	Firmicutes	0	0	1	1	1	0
SX3.bin028	Bacteroidetes	0	0	0	0	0	0
SX3.bin030	Firmicutes	0	0	0	1	1	0
SX3.bin032	Firmicutes	0	0	0	0	0	0
SX3.bin034	Bacteroidetes	1	0	0	0	0	0
SX3.bin036	Bacteroidetes	0	0	0	0	0	0
SX3.bin038	Firmicutes	1	1	1	1	1	1
SX3.bin040	Firmicutes	0	0	0	0	0	0
SX3.bin041	Firmicutes	0	0	1	0	1	0
SX3.bin042	Firmicutes	0	1	0	0	0	0
SX3.bin045	Bacteroidetes	1	1	1	1	1	0
SX3.bin046	Bacteroidetes	0	0	0	1	1	0
SX3.bin047	Proteobacteria	0	0	0	0	0	0
SX3.bin049	Firmicutes	0	0	0	0	0	0
SX3.bin050	Firmicutes	0	0	0	0	0	0
SX3.bin051	Firmicutes	0	0	0	0	0	0
SX3.bin054	Firmicutes	0	0	0	0	0	0
SX3.bin055	Bacteroidetes	0	0	0	0	1	0
SX3.bin060	Firmicutes	0	0	0	0	0	0
SX3.bin063	Proteobacteria	0	0	0	0	0	0
SX3.bin065	Firmicutes	0	1	0	1	0	0
SX3.bin066	Firmicutes	0	0	0	0	0	1
SX3.bin067	Firmicutes	0	0	0	0	0	0
SX3.bin068	Firmicutes	0	0	0	0	1	0
SX3.bin069	Firmicutes	1	0	0	1	1	1
SX3.bin070	Firmicutes	0	0	0	0	0	0
SX3.bin071	Elusimicrobia	0	0	0	0	0	0
SX3.bin072	Firmicutes	0	0	0	0	0	1
SX3.bin073	Verrucomicrobia	0	0	0	0	0	0
SX3.bin074	Firmicutes	1	1	0	1	0	1
SX3.bin077	Firmicutes	0	0	0	0	1	1
SX3.bin078	Verrucomicrobia	0	0	0	0	0	0
SX3.bin080	Firmicutes	1	1	1	1	1	1
SX3.bin081	Firmicutes	0	0	0	0	0	0
SX3.bin084	Firmicutes	0	0	0	0	0	0
SX3.bin086	Bacteroidetes	0	0	0	0	0	0
SX3.bin088	Bacteroidetes	0	0	0	0	0	0
SX3.bin089	Firmicutes	0	0	0	0	0	0
SX3.bin090	Firmicutes	0	1	0	0	0	0
SX3.bin091	Firmicutes	0	0	0	0	0	0
SX3.bin093	Firmicutes	0	0	0	0	0	0
SX3.bin094	Bacteroidetes	0	0	0	0	0	0
SX3.bin096	Firmicutes	0	0	0	0	0	0
SX3.bin098	Bacteroidetes	0	0	0	0	0	0
SX3.bin099	Firmicutes	0	0	1	0	1	0
SX3.bin100	Firmicutes	0	0	0	0	0	0
SX3.bin102	Verrucomicrobia	0	0	0	0	0	0
SX3.bin103	Firmicutes	1	1	1	1	1	1
SX3.bin105	Firmicutes	0	0	0	1	0	0
SX3.bin107	Bacteroidetes	0	0	0	0	1	0
SX3.bin108	Firmicutes	0	0	0	0	0	0
SX3.bin109	Bacteroidetes	0	0	0	0	1	0
SX3.bin110	Bacteroidetes	1	1	1	0	1	1
SX3.bin111	Spirochaetes	0	0	0	0	0	0
SX3.bin112	Bacteroidetes	0	0	0	0	0	0
SX3.bin114	Firmicutes	0	0	0	0	0	0
SX3.bin115	Firmicutes	0	0	0	0	0	0
SX3.bin116	Bacteroidetes	0	0	1	1	1	0
SX3.bin117	Bacteroidetes	0	1	1	1	1	1
SX3.bin118	Firmicutes	0	0	0	0	1	0
SX3.bin119	Bacteroidetes	0	1	1	1	1	0
SX3.bin125	Firmicutes	0	0	1	0	1	0
SX3.bin126	Candidatus Melainabacteria	0	0	0	0	0	0
SX3.bin128	Firmicutes	0	1	1	0	1	0
SX3.bin129	Bacteroidetes	0	0	0	0	0	0
SX3.bin130	Bacteroidetes	0	0	0	0	0	0
SX3.bin133	Verrucomicrobia	0	0	0	0	0	0
SX3.bin134	Lentisphaerae	0	0	0	1	1	0
SX3.bin135	Spirochaetes	0	0	0	0	0	0
SX3.bin141	Proteobacteria	0	0	0	0	1	0
SX3.bin142	Bacteroidetes	0	0	0	0	0	0
SX3.bin143	Candidatus Saccharibacteria	0	0	0	0	0	0
SX3.bin145	Lentisphaerae	0	0	0	0	0	0
SX3.bin146	Firmicutes	1	0	0	0	1	0
SX3.bin147	Firmicutes	0	0	0	0	0	0
SX3.bin148	Firmicutes	0	0	0	1	0	1
SX3.bin149	Verrucomicrobia	0	1	0	0	0	0
SX3.bin150	Fibrobacteres	0	0	0	0	0	0
SX3.bin151	Firmicutes	1	1	0	1	1	0
SX3.bin153	Verrucomicrobia	0	0	0	0	0	0
SX3.bin154	Verrucomicrobia	0	0	0	0	0	0
SX3.bin156	Firmicutes	0	0	0	0	0	0
SX3.bin157	Firmicutes	0	0	0	1	0	0
SX4.bin005	Firmicutes	0	0	0	0	0	0
SX4.bin006	Firmicutes	0	1	0	0	0	0
SX4.bin007	Firmicutes	0	0	1	0	0	0
SX4.bin009	Bacteroidetes	0	0	1	0	1	0
SX4.bin011	Proteobacteria	0	0	0	0	1	0
SX4.bin013	Firmicutes	0	0	1	0	1	0
SX4.bin014	Firmicutes	0	0	0	0	0	0
SX4.bin015	Bacteroidetes	0	0	1	1	1	1
SX4.bin016	Firmicutes	0	0	1	0	1	0
SX4.bin020	Firmicutes	1	0	1	0	1	0
SX4.bin021	Firmicutes	0	0	1	0	0	0
SX4.bin025	Bacteroidetes	0	0	1	0	1	0
SX4.bin026	Firmicutes	0	0	0	0	0	0
SX4.bin027	Firmicutes	1	0	1	1	1	1
SX4.bin028	Bacteroidetes	0	0	0	0	1	0
SX4.bin030	Bacteroidetes	0	0	0	0	0	0
SX4.bin031	Firmicutes	0	0	0	0	1	0
SX4.bin033	Firmicutes	1	0	0	0	1	1
SX4.bin036	Firmicutes	0	0	0	0	0	0
SX4.bin037	Firmicutes	0	0	0	0	0	0
SX4.bin041	Firmicutes	0	0	0	0	0	0
SX4.bin042	Firmicutes	1	0	1	0	1	1
SX4.bin043	Bacteroidetes	0	0	0	0	1	0
SX4.bin045	Bacteroidetes	1	1	1	1	1	0
SX4.bin047	Firmicutes	0	0	0	0	0	0
SX4.bin049	Firmicutes	0	0	0	0	0	0
SX4.bin053	Firmicutes	0	0	0	0	0	0
SX4.bin055	Firmicutes	0	0	0	0	0	0
SX4.bin056	Firmicutes	0	1	1	0	1	1
SX4.bin057	Firmicutes	0	0	1	0	1	0
SX4.bin058	Actinobacteria	0	0	0	0	0	1
SX4.bin059	Firmicutes	0	0	0	0	0	0
SX4.bin060	Firmicutes	1	1	1	1	1	1
SX4.bin066	Firmicutes	0	0	0	0	0	0
SX4.bin069	Elusimicrobia	0	0	0	0	0	0
SX4.bin070	Firmicutes	1	1	0	1	1	1
SX4.bin072	Spirochaetes	0	0	0	0	0	0
SX4.bin073	Firmicutes	0	0	0	0	0	0
SX4.bin074	Firmicutes	0	0	1	0	1	0
SX4.bin075	Firmicutes	0	0	1	1	1	0
SX4.bin076	Firmicutes	0	0	0	0	0	0
